股票代码,股票名称,建议买入价
002262,恩华药业,20.48
002299,圣农发展,15.67
002746,仙坛股份,5.77
600060,海信视像,25.1
603848,好太太,12.34
601083,锦江航运,10.24
605183,确成股份,13.59
002128,电投能源,24.97
600900,长江电力,27.38
000729,燕京啤酒,11.36
601225,陕西煤业,23.81
600256,广汇能源,5.21
600352,浙江龙盛,12.15
600508,上海能源,8.28
