股票代码,股票名称,综合分
600350,山东高速,96.44
000333,美的集团,64.8
600039,四川路桥,64.8
600777,新潮能源,64.8
600887,伊利股份,64.8
600900,长江电力,64.8
600941,中国移动,64.8
601088,中国神华,64.8
601916,浙商银行,64.8
688146,中船特气,64.8
000429,粤高速Ａ,48.98
002898,赛隆退,48.98
600007,中国国贸,48.98
600600,XD青岛啤,48.98
601166,兴业银行,48.98
601328,交通银行,48.98
601668,XD中国建,48.98
601818,光大银行,48.98
601838,成都银行,48.98
601939,建设银行,48.98
605566,福莱蒽特,48.98
002003,伟星股份,33.16
002032,苏 泊 尔,33.16
002807,江阴银行,33.16
600012,皖通高速,33.16
600036,招商银行,33.16
600901,江苏金租,33.16
600919,江苏银行,33.16
601398,工商银行,33.16
601607,上海医药,33.16
601658,邮储银行,33.16
