date,portfolio_equity,active_sleeves,hs300_norm
2026-02-12,1.109504018058349,2,1.1230797753249353
2026-02-13,1.0995546371893128,2,1.1089989982517654
2026-02-24,1.1151698260024587,2,1.1202161417508614
2026-02-25,1.1226640366363199,3,1.1269604104919022
2026-02-26,1.1242040882652002,2,1.1248159215932654
2026-02-27,1.1286213985344196,2,1.1209545137482848
2026-03-02,1.144543932454085,3,1.1252430394179378
2026-03-03,1.1438695397746077,3,1.107925932833872
2026-03-04,1.1377765787908638,3,1.0952493451704788
2026-03-05,1.1381796370210553,2,1.1059736695627187
2026-03-06,1.1485708585341137,2,1.1090069461794183
2026-03-09,1.139091030719175,2,1.0983024916063102
2026-03-10,1.1515832223570621,2,1.1124138943767532
2026-03-11,1.1545731526427514,2,1.1194908100658743
2026-03-12,1.1506149388930202,1,1.1154607348220817
2026-03-13,1.1506149388930202,1,1.1110774527215503
2026-03-16,1.1506149388930202,1,1.1116531063678061
2026-03-17,1.1506149388930202,1,1.1035338699390174
2026-03-18,1.1506149388930202,1,1.1085056556287165
2026-03-20,1.1506149388930202,0,1.086776283183996
2026-03-23,1.141310261066674,1,1.0513150096161596
2026-03-24,1.1582526057958982,1,1.064813470109712
2026-03-25,1.1502903504187585,1,1.079743961556017
2026-03-26,1.1532819492598805,1,1.0654825951925557
2026-03-27,1.1513259038637624,1,1.071440090484539
2026-03-30,1.148256839558895,2,1.0689129826376094
2026-03-31,1.135957885580296,2,1.058942212212381
2026-04-01,1.133610079281377,2,1.07703148138449
2026-04-02,1.1371334597334233,2,1.0658109350301415
2026-04-03,1.133545065856035,2,1.0567385897801596
2026-04-07,1.1380001554484493,2,1.0566974937590328
2026-04-08,1.1338722374803296,2,1.09356726384714
2026-04-09,1.136501176766616,1,1.086587293838431
2026-04-10,1.1360976115253,1,1.1033259626219434
2026-04-13,1.1356858794275113,2,1.1056078031325924
2026-04-14,1.1362438832400468,2,1.11872642883215
2026-04-15,1.1431152228732302,2,1.1149101623606945
2026-04-16,1.1420333807082235,1,1.1271321951916797
2026-04-17,1.1417982813326812,1,1.1252437057112736
2026-04-20,1.1415038627163583,2,1.1320899411289385
2026-04-21,1.143132504315102,2,1.1346016528405645
2026-04-22,1.1453139402121166,2,1.1421283879201687
2026-04-23,1.1398859072665117,2,1.1389635659619577
2026-04-24,1.1347329553315073,2,1.134928088982904
2026-04-27,1.1354819331606318,3,1.1353036166664046
2026-04-28,1.1326150366865921,3,1.132272315133523
2026-04-29,1.1393250108148711,3,1.1446792919576754
2026-04-30,1.1282681667102015,2,1.1439559115603155
2026-05-06,1.139329312416214,2,1.160562392505171
2026-05-07,1.133729522135926,2,1.1661346512678978
2026-05-08,1.128150442837811,2,1.1593295118713602
2026-05-11,1.1238754779790847,3,1.178348474413134
2026-05-12,1.127770145601657,3,1.1774465749940637
2026-05-13,1.1302964600561385,3,1.1894149166373043
2026-05-14,1.1186205221649113,2,1.1694868920230959
2026-05-15,1.1089694292491694,2,1.1563979401731883
2026-05-18,1.0957290403051145,3,1.1501945112515886
2026-05-19,1.0911539177818135,3,1.1548013347664035
2026-05-20,1.0902909308784208,3,1.1542818163337194
2026-05-21,1.0680437979744062,2,1.138195020394882
2026-05-22,1.0680426665177287,2,1.1529481826290044
2026-05-25,1.085932823395047,3,1.1711526967520793
2026-05-26,1.081984505511286,3,1.177399648906245
2026-05-27,1.0849643305554644,3,1.1679578202051695
2026-05-28,1.0883412142243338,2,1.16939556224366
2026-05-29,1.0915906451240516,2,1.16413850782132
2026-06-01,1.1004717259816592,3,1.1527482946281553
2026-06-02,1.09645887923104,3,1.1694778494706766
2026-06-03,1.0969087517539022,3,1.175248425685675
2026-06-04,1.087727399895717,2,1.1671425627159906
2026-06-05,1.074924144896043,2,1.1462434393605125
2026-06-08,1.0695796908417154,3,1.1216657580884501
2026-06-09,1.0648718006850713,3,1.1426480015376146
2026-06-10,1.058593856701408,3,1.129984287613324
2026-06-11,1.0619705379112498,3,1.1237542069582773
2026-06-12,1.0679223965138247,4,1.1368203144652307
2026-06-15,1.0607268968510213,5,1.1640412527904305
2026-06-16,1.056088823815034,6,1.1622612025504855
2026-06-17,1.052464649345641,7,1.1734820344591208
2026-06-18,1.0419398020957618,6,1.175912220421829
2026-06-22,1.0472809609749774,7,1.2040059078326424
2026-06-23,1.045079511566101,8,1.1706264677936529
2026-06-24,1.0402690076304009,9,1.176250388086123
2026-06-25,1.0442328761789892,8,1.1945934674269296
2026-06-26,1.0363081909862315,8,1.1584510279038178
2026-06-29,1.0417139154702786,9,1.1724195107536532
2026-06-30,1.0396171859179344,9,1.1849153187572306
2026-07-01,1.0432809327381067,8,1.1800476889936884
2026-07-02,1.0438683715918557,8,1.1451430559158364
2026-07-03,1.0436989116592579,9,1.1522528817365263
2026-07-06,1.0406557498822055,8,1.1522110718296816
2026-07-07,1.0258389766177762,8,1.1403758936689117
2026-07-08,1.0114904581353554,7,1.1316358860165328
2026-07-09,1.0050080296090638,6,1.160376615645334
2026-07-10,1.0054210810242856,6,1.137645114226831
2026-07-13,0.9995696453465172,5,1.1173222870147543
2026-07-14,1.0062803200672636,6,1.1413847569646276
2026-07-15,1.005579223724172,7,1.1390719576100372
2026-07-16,1.0024215801721115,6,1.1180484039740306
2026-07-17,0.9966059338244401,6,1.077752149016124
2026-07-20,0.9948661250915917,5,1.0942251809242218
2026-07-21,0.993384705344497,6,1.1277558933467111
2026-07-22,0.9938989931020535,6,1.122524419829242
2026-07-23,0.9932808023270264,6,1.125084318826787
2026-07-24,0.9885891621014697,7,1.106330517236616
2026-07-27,0.9901653561986294,8,1.1189985382714014
2026-07-28,0.9902887105026648,9,1.0873725205351013
2026-07-29,0.9906065410582156,10,1.0946872077604708
2026-07-30,0.9916574649800842,11,1.0826600657303136
2026-07-31,0.9937372672786768,12,1.0918160545901745
2026-08-03,0.992474064983793,11,1.0811033189427457
2026-08-04,0.9924151851733628,12,1.0948461663135274
2026-08-05,0.9930414776065432,13,1.108463417390442
2026-08-06,0.9923469336668047,14,1.106834544349234
2026-08-07,0.9925213732923208,15,1.1170970560709401
2026-08-10,0.9950986200056546,12,1.1189027586043279
2026-08-11,0.9939294000225272,12,1.1098040471751864
2026-08-12,0.9935531653034232,11,1.1162594301626187
2026-08-13,0.9919661911450437,10,1.109842739781065
2026-08-14,0.9906013813478284,11,1.1103019824630167
2026-08-17,0.9912077525787645,9,1.1282007393333637
2026-08-18,0.9923897125664375,9,1.124563562992193
2026-08-19,0.9883881751511058,9,1.0919347261925836
2026-08-20,0.9884922791151726,9,1.092899637924303
2026-08-21,0.9857377913258979,9,1.0991211043583604
2026-08-24,0.9853703007854329,7,1.085850302020061
2026-08-25,0.9865991111360503,7,1.083210352637414
2026-08-26,0.9867453309017189,7,1.0924339702708956
2026-08-27,0.9919311331892249,8,1.101829539177489
2026-08-28,0.9915572380025145,9,1.0968084001885325
2026-08-31,0.9910745401600948,9,1.1005943265170017
2026-09-01,0.9921721204386444,10,1.0973469079812972
2026-09-02,0.9871360889644791,9,1.0822402533361486
2026-09-03,0.9869416812900443,10,1.083340232245585
2026-09-04,0.9847443298546402,11,1.0822626217552913
