股票代码,股票名称,综合分
603639,海利尔,72.3
601555,东吴证券,72.13
300230,永利股份,71.98
600283,钱江水利,71.49
002616,长青集团,71.36
603600,永艺股份,71.18
603035,常熟汽饰,71.16
002059,云南旅游,70.94
600975,新五丰,70.76
600794,保税科技,70.72
000570,苏常柴Ａ,70.63
601568,北元化工,70.54
600679,上海凤凰,70.48
603126,中材节能,70.42
002228,合兴包装,70.4
600853,龙建股份,70.37
300741,华宝股份,70.13
301175,中科环保,70.11
000822,山东海化,69.97
603967,中创物流,69.97
600079,ST人福,69.95
002561,徐家汇,69.8
301381,赛维时代,69.64
600906,财达证券,69.61
002641,公元股份,69.58
603086,先达股份,69.53
600388,龙净环保,69.5
600117,西宁特钢,69.32
002187,广百股份,69.3
002676,顺威股份,69.28
000008,神州高铁,69.2
001322,箭牌家居,69.17
000553,安道麦A,69.16
600560,金自天正,69.11
002489,浙江永强,69.05
601798,蓝科高新,69.02
002382,蓝帆医疗,68.99
002398,垒知集团,68.98
605183,确成股份,68.97
603520,司太立,68.81
