code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600118,2025-12-29,2025-12-30,80.922,86.064,100,6.35,take_partial_final
002151,2025-12-29,2025-12-31,41.041,45.385,100,10.58,take_partial_final
601336,2025-12-29,2026-01-05,47.714,50.791,100,6.45,take_partial_final
002128,2025-12-29,2026-01-06,27.167,28.751,100,5.83,take_partial
601156,2025-12-29,2026-01-06,17.668,17.832,400,0.93,take_band
002128,2025-12-29,2026-01-06,27.167,28.751,200,5.83,take_pct
601166,2025-12-29,2026-01-06,20.02,20.26,400,1.2,take_band
000935,2025-12-29,2026-01-07,24.795,27.263,100,9.95,take_partial
000935,2025-12-29,2026-01-07,24.795,27.263,300,9.95,take_band
688543,2025-12-29,2026-01-08,17.013,17.804,100,4.64,take_partial
601187,2025-12-29,2026-01-08,7.457,7.043,1100,-5.56,max_hold
601528,2025-12-29,2026-01-08,5.465,5.285,1700,-3.31,max_hold
688543,2025-12-29,2026-01-08,17.013,17.804,500,4.64,max_hold
603298,2025-12-29,2026-01-08,26.997,26.394,300,-2.24,max_hold
603619,2025-12-29,2026-01-08,22.763,22.897,500,0.59,max_hold
