code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002157,2026-06-15,2026-06-16,3.103,3.057,3400,-1.49,trend_break
601658,2026-06-15,2026-06-16,5.08,4.94,400,-2.76,trend_break
600036,2026-06-15,2026-06-16,38.198,37.502,100,-1.82,trend_break
600919,2026-06-15,2026-06-17,11.648,11.171,100,-4.1,stop_hard
601328,2026-06-15,2026-06-17,6.979,6.693,200,-4.1,stop_hard
600900,2026-06-15,2026-06-17,27.477,26.352,100,-4.1,stop_hard
601818,2026-06-15,2026-06-17,3.153,3.077,500,-2.42,trend_break
601997,2026-06-15,2026-06-17,5.806,5.568,200,-4.1,stop_hard
601916,2026-06-15,2026-06-18,2.962,2.856,500,-3.57,trend_break
600012,2026-06-15,2026-06-22,15.996,14.839,200,-7.23,stop_hard
