股票代码,股票名称,综合分
600795,国电电力,74.09
601827,三峰环境,74.09
000011,深物业A,73.95
601107,四川成渝,73.88
600863,华能蒙电,73.84
002157,正邦科技,73.7
600985,淮北矿业,73.62
002214,*ST大立,73.6
600671,天目药业,73.55
003816,中国广核,73.46
002496,辉丰股份,73.46
003019,宸展光电,73.39
605368,蓝天燃气,73.35
601158,重庆水务,73.24
601860,紫金银行,73.16
000401,金隅冀东,73.07
603053,成都燃气,72.93
600104,上汽集团,72.91
002181,粤 传 媒,72.88
605116,奥锐特,72.79
600600,XD青岛啤,72.73
603897,长城科技,72.68
000978,桂林旅游,72.48
688091,上海谊众,72.34
002423,中粮资本,72.21
601169,北京银行,71.85
001333,光华股份,71.83
000828,东莞控股,71.54
300037,新宙邦,71.38
002311,海大集团,71.38
603042,华脉科技,71.06
301132,满坤科技,70.94
301629,矽电股份,70.92
600249,两面针,70.81
000719,中原传媒,70.79
002946,新乳业,70.74
600084,*ST尼雅,70.61
688552,航天南湖,70.47
601880,辽港股份,70.32
003004,声迅股份,70.32
