股票代码,股票名称,综合分
300081,ST恒信,77.82
605336,*ST帅电,77.73
000793,*ST华闻,77.6
000507,珠海港,77.27
603977,国泰集团,76.95
002748,世龙实业,76.83
002126,银轮股份,76.79
002587,奥拓电子,76.66
600973,宝胜股份,76.64
300082,奥克股份,76.4
301148,嘉戎技术,76.16
000513,丽珠集团,76.14
688062,迈威生物,76.13
603288,海天味业,76.12
301314,科瑞思,75.9
605298,必得科技,75.8
600196,复星医药,75.43
002338,奥普光电,75.27
002044,美年健康,75.06
002028,思源电气,74.81
000679,大连友谊,74.57
605005,合兴股份,74.51
603885,吉祥航空,74.03
002818,富森美,73.52
300418,昆仑万维,73.47
600826,兰生股份,73.42
603296,华勤技术,73.24
000792,盐湖股份,73.19
300738,奥飞数据,73.12
301257,普蕊斯,73.04
002239,奥特佳,73.03
688790,昂瑞微,72.56
605058,澳弘电子,72.46
603318,水发燃气,72.19
300697,电工合金,72.16
688520,神州细胞,71.88
002293,罗莱生活,71.86
603226,菲林格尔,71.77
300378,鼎捷数智,71.46
300453,三鑫医疗,70.71
