股票代码,股票名称,综合分
000021,深科技,66.44
001309,德明利,66.44
002137,实益达,66.44
002387,维信诺,66.44
002426,胜利精密,66.44
002531,天顺风能,66.44
002579,中京电子,66.44
002772,众兴菌业,66.44
300303,聚飞光电,66.44
300522,世名科技,66.44
300721,怡达股份,66.44
600118,中国卫星,66.44
600203,福日电子,66.44
600343,航天动力,66.44
600730,*ST高科,66.44
600879,航天电子,66.44
600955,维远股份,66.44
601698,中国卫通,66.44
603163,圣晖集成,66.44
603272,*ST联翔,66.44
603339,四方科技,66.44
603516,淳中科技,66.44
603698,航天工程,66.44
603949,雪龙集团,66.44
605358,XD立昂微,66.44
300474,景嘉微,66.4
603063,禾望电气,66.37
002192,融捷股份,66.33
688783,西安奕材,66.28
002213,大为股份,66.27
688535,华海诚科,66.26
603290,斯达半导,66.25
300657,弘信电子,66.23
001270,铖昌科技,66.22
600895,张江高科,66.21
001298,好上好,66.18
600367,红星发展,66.17
301366,一博科技,66.17
605088,冠盛股份,66.14
688401,路维光电,66.08
