股票代码,股票名称,综合分
002415,海康威视,99.11
601990,南京证券,99.11
000581,威孚高科,94.45
000728,国元证券,94.45
600064,南京高科,94.45
600963,岳阳林纸,94.45
601766,中国中车,94.45
601881,中国银河,94.45
000776,广发证券,89.8
002033,丽江股份,89.8
002236,大华股份,89.8
002340,格林美,89.8
300012,华测检测,89.8
600030,中信证券,89.8
600050,中国联通,89.8
600054,黄山旅游,89.8
600138,中青旅,89.8
600739,辽宁成大,89.8
600745,*ST闻泰,89.8
600848,上海临港,89.8
600918,中泰证券,89.8
601108,财通证券,89.8
601186,中国铁建,89.8
601377,兴业证券,89.8
601995,中金公司,89.8
688352,颀中科技,89.8
688396,华润微,89.8
000166,申万宏源,85.15
000544,中原环保,85.15
000589,贵州轮胎,85.15
000733,振华科技,85.15
000783,长江证券,85.15
000860,顺鑫农业,85.15
000895,双汇发展,85.15
000950,重药控股,85.15
001391,国货航,85.15
002011,盾安环境,85.15
002185,华天科技,85.15
002186,全 聚 德,85.15
002273,水晶光电,85.15
