序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
502,600302,标准股份,7.15,7.36%,27.70%,38774700.0
505,600266,城建发展,5.26,7.35%,23.36%,31328900.0
512,600897,厦门空港,15.33,7.28%,7.68%,40549600.0
513,2800,天顺股份,14.91,7.27%,49.46%,16398200.0
514,600282,南钢股份,5.17,7.26%,8.38%,361000000.0
515,407,胜利股份,3.7,7.25%,25.40%,29366500.0
517,600025,华能水电,9.94,7.23%,2.20%,487000000.0
518,600444,国机通用,18.41,7.22%,54.24%,25981200.0
522,600000,浦发银行,13.32,7.16%,3.46%,151000000.0
523,600506,统一股份,20.52,7.15%,53.62%,72716800.0
525,898,鞍钢股份,2.7,7.14%,6.73%,172000000.0
527,600219,南山铝业,4.06,7.12%,22.43%,252000000.0
531,600425,青松建化,4.67,7.11%,51.60%,38196500.0
534,603183,建研院,4.57,7.03%,27.39%,5406200.0
537,2267,陕天然气,8.57,6.99%,15.82%,110000000.00000001
538,600470,六国化工,5.85,6.95%,37.22%,39951900.0
540,300444,双杰电气,8.48,6.94%,92.07%,155000000.0
542,2852,道道全,11.42,6.93%,33.61%,14791700.0
543,2228,合兴包装,3.4,6.92%,12.61%,53980200.00000001
545,2107,沃华医药,6.65,6.91%,15.01%,17420100.0
547,566,海南海药,5.89,6.90%,25.25%,108000000.0
550,2658,雪迪龙,8.55,6.88%,57.74%,86853799.99999999
551,603706,东方环宇,21.92,6.87%,17.66%,12110200.0
554,600080,金花股份,7.48,6.86%,18.05%,6867000.0
555,300150,世纪瑞尔,5.92,6.86%,49.47%,32453800.0
557,600185,珠免集团,6.08,6.85%,22.61%,134000000.00000001
558,603213,镇洋发展,14.21,6.84%,9.92%,11626700.0
559,2479,富春环保,5.31,6.84%,16.64%,43681300.0
560,601991,大唐发电,3.6,6.82%,9.95%,144000000.0
562,300247,融捷健康,4.4,6.80%,27.25%,23247199.999999996
564,600119,长江投资,8.49,6.79%,26.97%,17522400.0
568,600350,山东高速,9.23,6.71%,2.92%,222000000.00000003
570,2948,青岛银行,5.1,6.69%,12.27%,136000000.0
571,600395,盘江股份,5.59,6.68%,11.09%,73703400.0
572,2302,西部建设,6.89,6.66%,22.23%,66207400.0
579,2828,贝肯能源,10.75,6.54%,76.09%,110000000.00000001
580,807,云铝股份,20.68,6.54%,16.98%,443000000.0
581,603071,物产环能,14.43,6.49%,6.06%,45606899.99999999
582,600064,南京高科,8.38,6.48%,16.10%,153000000.0
583,2016,世荣兆业,6.25,6.47%,19.44%,62877000.0
584,600985,淮北矿业,13.36,6.45%,9.38%,233000000.0
585,601918,新集能源,6.78,6.44%,24.75%,462000000.0
586,600681,百川能源,4.15,6.41%,14.51%,42371300.0
587,600059,古越龙山,10.15,6.39%,17.49%,35003600.0
589,421,南京公用,6.67,6.38%,29.06%,20937199.999999996
590,601665,齐鲁银行,6.18,6.37%,12.33%,518000000.0
591,600958,东方证券,11.35,6.37%,21.35%,1118000000.0
594,603909,建发合诚,11.08,6.33%,11.78%,9653400.0
595,600221,海航控股,1.68,6.33%,15.38%,819999999.9999999
596,2973,侨银股份,15.83,6.31%,32.79%,81801000.0
597,600724,宁波富达,5.22,6.31%,11.11%,32313400.0
598,2763,汇洁股份,7.26,6.30%,19.89%,25527900.0
599,600867,通化东宝,8.8,6.28%,12.62%,61924500.0
601,600295,鄂尔多斯,10.68,6.27%,6.72%,70511700.0
605,709,河钢股份,2.55,6.25%,12.04%,254000000.0
607,605196,华通线缆,26.05,6.20%,25.26%,16354800.0
609,2820,桂发祥,12.86,6.19%,49.20%,18050400.0
610,601009,南京银行,11.68,6.18%,6.11%,311000000.0
612,719,中原传媒,12.39,6.17%,13.75%,1859300.0
613,1979,招商蛇口,10.17,6.16%,9.31%,271000000.0
615,2969,嘉美包装,3.63,6.14%,13.83%,29889500.0
617,692,惠天热电,3.63,6.14%,21.12%,4892800.0
618,600714,金瑞矿业,11.94,6.13%,29.66%,2963800.0
620,601998,中信银行,7.79,6.13%,1.94%,303000000.0
622,603967,中创物流,11.8,6.12%,11.98%,52229600.0
623,600581,八一钢铁,4.51,6.12%,42.86%,57381500.0
626,601985,中国核电,9.04,6.10%,8.73%,1190000000.0
629,603017,中衡设计,10.66,6.07%,60.62%,32518500.0
630,600377,宁沪高速,13.45,6.07%,2.75%,119000000.0
634,601229,上海银行,9.49,6.03%,6.74%,877000000.0
635,2102,能特科技,3.87,6.03%,16.24%,14072300.0
636,603817,海峡环保,6.52,6.02%,18.09%,22650200.0
637,603697,有友食品,11.98,6.02%,15.56%,17831000.0
639,601577,长沙银行,9.35,6.01%,6.69%,385000000.0
642,2663,普邦股份,2.12,6.00%,23.22%,5529900.0
646,603808,歌力思,8.17,5.97%,12.34%,12438400.0
648,600257,大湖股份,5.51,5.96%,31.67%,21567199.999999996
649,600731,湖南海利,7.49,5.94%,22.43%,31649899.999999996
650,1965,招商公路,10.34,5.94%,3.25%,214000000.0
651,601886,江河集团,7.71,5.91%,7.62%,16218800.000000002
652,2202,金风科技,14.9,5.90%,57.61%,606000000.0
655,300901,中胤时尚,15.66,5.88%,18.82%,3111300.0
659,2998,优彩资源,8.89,5.83%,68.47%,6559500.0
661,2603,以岭药业,16.94,5.81%,13.70%,158000000.0
662,603966,法兰泰克,11.32,5.79%,30.78%,56881600.0
663,600784,鲁银投资,6.58,5.79%,11.72%,49076700.0
664,2893,京能热力,11.7,5.79%,57.88%,62465700.0
666,2574,明牌珠宝,5.87,5.77%,24.49%,25735500.0
667,600773,西藏城投,11.02,5.76%,13.29%,68510300.0
668,902,新洋丰,14.31,5.76%,12.00%,91049200.0
669,2459,晶澳科技,13.6,5.75%,22.97%,17242400.0
671,601825,沪农商行,8.86,5.73%,3.46%,458000000.0
672,601101,昊华能源,7.75,5.73%,12.76%,63301700.0
673,603037,凯众股份,14.09,5.70%,58.98%,57373800.0
680,600712,南宁百货,7.11,5.65%,31.06%,5927500.0
683,600874,创业环保,6.18,5.64%,11.34%,67100700.0
684,623,吉林敖东,20.23,5.64%,22.14%,111000000.00000001
685,2996,顺博合金,7.5,5.63%,48.97%,24273400.0
688,601939,建设银行,9.22,5.61%,14.12%,1331000000.0
689,600740,山西焦化,4.15,5.60%,13.44%,106000000.0
691,2160,常铝股份,4.35,5.58%,32.77%,11475100.0
692,600815,厦工股份,2.84,5.58%,14.02%,15973800.000000002
693,600084,中信尼雅,5.5,5.57%,6.33%,12056000.0
694,601699,潞安环能,15.35,5.57%,16.48%,248000000.0
696,2259,升达林业,4.17,5.57%,21.27%,9935900.0
697,1218,丽臣实业,20.66,5.57%,17.65%,14944500.0
698,603567,珍宝岛,11.77,5.56%,11.95%,76506100.0
699,2114,罗平锌电,7.59,5.56%,54.52%,18601100.0
702,300675,建科院,16.02,5.53%,41.87%,46985400.0
703,2538,司尔特,5.34,5.53%,16.98%,33659500.0
704,601198,东兴证券,12.04,5.52%,13.43%,534000000.0
705,600396,华电辽能,3.26,5.50%,13.28%,43662700.00000001
709,600908,无锡银行,6.16,5.48%,8.31%,136000000.0
711,1289,龙源电力,17.77,5.46%,1.44%,51984900.0
715,600916,中国黄金,8.7,5.45%,29.25%,47892600.0
716,2132,恒星科技,4.06,5.45%,37.59%,33236700.0
717,301100,风光股份,20.95,5.44%,29.30%,7267200.0
718,601677,明泰铝业,14.35,5.44%,34.26%,71004500.0
720,600256,广汇能源,5.25,5.42%,17.13%,482000000.0
721,2946,新乳业,17.88,5.42%,9.98%,101000000.0
722,2532,天山铝业,11.86,5.42%,14.04%,405999999.99999994
723,600744,华银电力,6.62,5.41%,50.75%,138000000.0
724,735,罗牛山,6.62,5.41%,27.17%,97096900.0
725,968,蓝焰控股,7.22,5.40%,14.02%,70469000.0
728,1217,华尔泰,12.19,5.36%,19.73%,42607100.0
729,301152,天力锂能,28.16,5.35%,107.12%,76420400.0
730,600098,广州发展,6.9,5.34%,8.18%,121000000.0
731,2545,东方铁塔,14.0,5.34%,20.98%,45539100.0
733,300146,汤臣倍健,12.26,5.33%,21.78%,60597000.0
734,603393,新天然气,29.57,5.31%,16.26%,1223700.0
737,762,西藏矿业,23.78,5.31%,61.61%,212000000.0
739,600019,宝钢股份,7.15,5.30%,5.51%,1368000000.0
741,2481,双塔食品,5.77,5.29%,17.56%,13034100.0
742,301049,超越科技,22.32,5.28%,46.99%,8737200.0
744,601226,华电科工,7.19,5.27%,20.53%,33275100.000000004
745,600558,大西洋,5.39,5.27%,32.29%,34900300.0
747,603885,吉祥航空,14.1,5.22%,8.58%,210000000.0
748,600961,株冶集团,15.73,5.22%,50.53%,198000000.0
749,19,深粮控股,6.85,5.22%,21.11%,54621800.0
750,603323,苏农银行,5.25,5.21%,12.04%,175000000.0
751,600863,内蒙华电,4.24,5.21%,9.38%,378000000.0
753,600508,上海能源,12.74,5.20%,10.13%,58460300.0
754,600505,西昌电力,13.55,5.20%,28.91%,44609900.0
755,708,中信特钢,13.59,5.19%,4.45%,312000000.0
756,600901,江苏金租,5.89,5.18%,7.36%,305000000.0
757,505,京粮控股,6.73,5.16%,18.68%,41297400.0
758,603012,创力集团,6.12,5.15%,21.52%,27572500.0
760,2440,闰土股份,7.16,5.14%,13.61%,33487800.000000004
764,848,承德露露,8.86,5.10%,16.06%,51884200.0
765,600642,申能股份,8.07,5.08%,3.96%,266000000.0
766,600557,康缘药业,15.77,5.06%,20.91%,22968800.0
770,300708,聚灿光电,9.39,5.03%,69.03%,263000000.0
771,600391,航发科技,27.19,5.02%,47.80%,73592900.0
775,688597,煜邦电力,8.42,4.99%,19.93%,33165900.0
777,2875,安奈儿,18.22,4.95%,67.90%,202999999.99999997
779,2672,东江环保,4.68,4.93%,10.80%,16593500.0
780,300103,达刚控股,7.25,4.92%,24.11%,8747600.0
781,600917,重庆燃气,5.98,4.91%,5.83%,30145600.0
782,300357,我武生物,29.89,4.91%,21.68%,37543200.0
783,3035,南网能源,4.92,4.90%,6.71%,77860000.0
784,601666,平煤股份,8.35,4.90%,21.87%,283000000.0
786,601881,中国银河,17.87,4.87%,9.29%,638000000.0
787,600023,浙能电力,5.18,4.86%,6.88%,354000000.0
788,2238,天威视讯,8.85,4.86%,16.44%,77754100.0
790,600716,凤凰股份,3.89,4.85%,13.46%,2381900.0
792,2136,安纳达,11.06,4.83%,28.01%,52833300.0
797,600108,亚盛集团,3.06,4.79%,22.03%,5946700.0
798,552,甘肃能化,2.63,4.78%,16.91%,101000000.0
804,600008,首创环保,3.31,4.75%,14.55%,130000000.0
807,633,合金投资,6.64,4.73%,30.96%,47023200.0
808,600339,中油工程,3.55,4.72%,12.99%,36004800.0
810,2188,中天服务,5.77,4.72%,38.62%,2633600.0
811,300448,浩云科技,7.33,4.71%,75.01%,82525800.0
812,603351,威尔药业,28.08,4.70%,7.11%,9552900.0
813,3030,祖名股份,18.97,4.69%,27.68%,24189200.0
814,601179,中国西电,6.92,4.69%,26.00%,320000000.0
815,159,国际实业,5.81,4.68%,31.25%,7478000.0
816,597,东北制药,5.6,4.67%,9.40%,36626600.0
817,726,鲁泰A,6.96,4.66%,21.95%,12019000.0
820,600935,华塑股份,2.49,4.62%,6.24%,24115000.0
821,600011,华能国际,7.48,4.62%,6.84%,268000000.00000003
822,600262,北方股份,22.46,4.61%,28.82%,75537400.0
825,600320,振华重工,4.55,4.60%,18.57%,82515100.0
826,603689,皖天然气,8.88,4.59%,10.70%,23302100.0
827,2286,保龄宝,10.03,4.59%,22.94%,13394000.0
828,600726,华电能源,2.52,4.56%,11.16%,77189600.0
829,600168,武汉控股,5.05,4.55%,9.00%,18700600.0
832,600308,华泰股份,3.69,4.53%,11.50%,36862300.0
836,600252,中恒集团,2.78,4.51%,15.42%,31965400.0
839,600982,宁波能源,4.64,4.50%,14.23%,15365500.0
842,600956,新天绿能,7.91,4.49%,4.62%,19123300.0
845,1258,立新能源,7.28,4.45%,25.41%,16475800.0
846,600206,有研新材,22.3,4.45%,89.90%,151000000.0
848,600149,廊坊发展,5.41,4.44%,21.09%,14067700.0
849,300819,聚杰微纤,25.15,4.44%,38.65%,34154200.0
850,601018,宁波港,3.78,4.42%,5.50%,393000000.0
851,600195,中牧股份,7.33,4.42%,7.73%,53715400.0
852,601083,锦江航运,12.08,4.41%,63.92%,29213200.0
856,600780,通宝能源,5.94,4.39%,10.20%,70938200.0
859,600027,华电国际,5.25,4.37%,8.35%,461000000.00000006
861,300938,信测标准,25.87,4.36%,45.38%,19168400.0
862,603079,圣达生物,17.73,4.36%,20.42%,31060700.0
863,600674,川投能源,14.84,4.36%,5.42%,328000000.0
864,688681,科汇股份,17.31,4.34%,23.02%,3439600.0
865,603619,中曼石油,19.7,4.34%,33.09%,29117700.0
866,601528,瑞丰银行,5.53,4.34%,9.03%,60605000.0
867,688172,燕东微,25.04,4.33%,69.21%,337000000.0
868,601766,中国中车,7.71,4.33%,5.57%,627000000.0
872,600269,赣粤高速,5.1,4.29%,9.39%,98229200.0
874,778,新兴铸管,3.89,4.29%,15.47%,9877900.0
875,300393,中来股份,6.34,4.28%,33.10%,53742700.00000001
876,2271,东方雨虹,12.92,4.28%,23.62%,294000000.0
878,600903,贵州燃气,7.11,4.25%,12.68%,75977600.0
879,2890,弘宇股份,14.47,4.25%,11.66%,8067100.0
880,601118,海南橡胶,5.41,4.24%,8.92%,31526000.0
883,816,智慧农业,3.2,4.23%,26.78%,16104000.0
884,2628,成都路桥,4.94,4.22%,28.28%,2910299.9999999995
886,600883,博闻科技,8.16,4.21%,12.83%,5738000.0
888,338,潍柴动力,14.4,4.20%,16.64%,400000000.0
889,600029,南方航空,6.21,4.19%,6.12%,254999999.99999997
890,300181,佐力药业,18.65,4.19%,24.59%,61674100.0
898,1360,南矿集团,16.38,4.13%,82.38%,37421900.0
899,2899,英派斯,22.95,4.13%,49.02%,4490000.0
900,603556,海兴电力,28.22,4.13%,15.91%,84105700.0
901,825,太钢不锈,4.03,4.13%,8.91%,98902700.0
903,601919,中远海控,14.96,4.11%,7.18%,480000000.0
904,601636,旗滨集团,7.09,4.11%,16.36%,200000000.0
905,603318,水发燃气,6.86,4.10%,19.89%,36027900.0
906,2142,宁波银行,27.45,4.10%,6.56%,320000000.0
910,723,美锦能源,4.86,4.07%,19.50%,91281000.0
911,2116,中国海诚,10.26,4.06%,13.22%,20831300.0
913,2361,神剑股份,6.47,4.02%,28.32%,14971600.0
915,2966,苏州银行,8.55,4.01%,12.13%,529000000.0
916,603331,百达精工,10.98,3.98%,32.85%,13910500.0
919,2494,华斯股份,4.96,3.98%,26.40%,7540100.0
920,2386,天原股份,5.23,3.98%,18.55%,46822299.99999999
921,544,中原环保,8.64,3.97%,6.47%,14428500.0
922,603182,嘉华股份,14.18,3.96%,13.70%,36896500.0
924,600423,柳化股份,3.68,3.95%,16.23%,28897399.999999996
925,600875,东方电气,19.74,3.95%,35.91%,172000000.0
929,729,燕京啤酒,12.68,3.93%,9.75%,224000000.00000003
931,603027,千禾味业,11.66,3.92%,9.00%,7354900.0
932,2932,明德生物,19.6,3.92%,13.11%,28809200.0
935,1338,永顺泰,11.63,3.84%,34.16%,2475600.0
939,691,*ST亚太,11.13,3.82%,58.48%,115999999.99999999
940,603995,甬金股份,17.92,3.82%,17.18%,134000000.00000001
941,688697,纽威数控,15.79,3.81%,16.10%,25477300.0
944,301115,联检科技,16.42,3.79%,16.96%,27003700.0
945,600075,新疆天业,4.66,3.79%,13.20%,12674000.0
946,2391,长青股份,6.02,3.79%,15.56%,29967100.0
948,600323,瀚蓝环境,28.39,3.76%,6.44%,79056900.0
950,300136,信维通信,27.68,3.75%,90.82%,450000000.0
953,600526,菲达环保,5.29,3.73%,19.40%,715400.0000000001
954,2198,嘉应制药,6.4,3.73%,13.76%,30896700.0
955,601518,吉林高速,2.79,3.72%,9.35%,24203300.0
956,2839,张家港行,4.46,3.72%,13.43%,220000000.00000003
957,2521,齐峰新材,9.19,3.72%,17.14%,16337200.0
958,600285,羚锐制药,22.92,3.71%,11.44%,106000000.0
959,2003,伟星股份,10.38,3.70%,8.14%,119000000.0
960,301111,粤万年青,16.29,3.69%,16.38%,8797200.0
961,601678,滨化股份,4.21,3.69%,16.36%,47105100.0
962,605001,威奥股份,7.59,3.69%,18.09%,27897000.0
963,600987,航民股份,7.35,3.67%,10.14%,70844900.0
967,2728,特一药业,8.87,3.62%,22.34%,10565800.0
971,601975,招商南油,3.16,3.61%,28.54%,165000000.0
972,736,*ST中地,4.88,3.61%,9.88%,2648300.0
974,2860,星帅尔,13.85,3.59%,42.96%,64776800.0
977,601096,宏盛华源,4.35,3.57%,17.47%,65466300.0
978,603639,海利尔,14.5,3.57%,7.79%,10943100.0
980,2867,周大生,13.92,3.57%,8.74%,54599500.0
981,950,重药控股,5.24,3.56%,9.75%,49193800.0
982,600768,宁波富邦,12.33,3.53%,26.14%,21575500.0
984,600351,亚宝药业,6.75,3.53%,20.67%,22408200.0
985,783,长江证券,8.21,3.53%,19.50%,271000000.0
986,600020,中原高速,4.41,3.52%,6.38%,41971500.0
988,605180,华生科技,15.32,3.51%,14.03%,12531000.0
991,301062,上海艾录,8.61,3.49%,29.09%,9060100.0
992,2950,奥美医疗,9.79,3.49%,13.68%,16950200.0
993,498,山东路桥,6.22,3.49%,10.88%,93650700.0
995,600732,爱旭股份,16.66,3.48%,34.40%,173000000.0
997,300254,仟源医药,10.77,3.46%,30.34%,20165600.0
1003,603385,惠达卫浴,6.68,3.41%,10.20%,15560400.0
1004,600834,申通地铁,8.79,3.41%,13.26%,11864400.0
1010,601107,四川成渝,5.82,3.37%,6.74%,105000000.0
1011,600971,恒源煤电,7.05,3.37%,12.38%,90360200.0
1013,993,闽东电力,10.13,3.37%,16.95%,2663300.0
1015,3013,地铁设计,15.74,3.35%,7.02%,6923200.000000001
1017,1299,美能能源,12.37,3.34%,42.60%,18549200.0
1018,3042,中农联合,16.41,3.34%,28.40%,1781300.0
1021,605339,南侨食品,17.7,3.33%,5.17%,1634199.9999999998
1022,601003,柳钢股份,5.28,3.33%,10.54%,35337300.0
1023,301098,金埔园林,9.03,3.32%,29.11%,18692700.0
1024,601857,中国石油,8.41,3.32%,1.01%,1179000000.0
1028,625,长安汽车,12.48,3.31%,24.27%,1457000000.0
1029,582,北部湾港,8.74,3.31%,12.54%,174000000.0
1032,601728,中国电信,6.91,3.29%,1.70%,749000000.0
1034,600512,腾达建设,2.51,3.29%,18.65%,19353400.0
1035,600461,洪城环境,9.1,3.29%,8.94%,82790000.0
1036,166,申万宏源,5.34,3.29%,5.63%,505000000.0
1041,600429,三元股份,4.75,3.26%,7.45%,16679900.0
1042,600033,福建高速,3.48,3.26%,8.92%,117000000.0
1043,2856,美芝股份,10.44,3.26%,30.86%,6865300.0
1046,603856,东宏股份,12.06,3.25%,13.96%,13428300.0
1048,601398,工商银行,7.62,3.25%,1.46%,2765000000.0
1050,631,顺发恒能,3.18,3.25%,7.39%,16596099.999999998
1051,2817,黄山胶囊,7.67,3.23%,16.96%,4933900.0
1052,603126,中材节能,6.76,3.21%,15.14%,14742200.0
1053,900,现代投资,4.18,3.21%,8.24%,35094900.0
1055,601860,紫金银行,2.9,3.20%,12.50%,168000000.0
1058,2438,江苏神通,13.6,3.19%,36.44%,29564899.999999996
1059,761,本钢板材,3.56,3.19%,3.98%,36747500.0
1060,2958,青农商行,3.24,3.18%,9.45%,187000000.0
1061,39,中集集团,8.11,3.18%,21.27%,217000000.0
1063,603110,东方材料,17.23,3.17%,102.71%,164000000.0
1069,600359,新农开发,6.88,3.15%,20.54%,8651400.0
1074,600307,酒钢宏兴,1.66,3.11%,10.71%,28162800.000000004
1077,401,金隅冀东,4.99,3.10%,5.36%,29285400.0
1078,301118,恒光股份,25.42,3.08%,46.71%,11148800.000000002
1080,300158,振东制药,7.06,3.07%,55.84%,12520400.0
1081,2511,中顺洁柔,8.4,3.07%,8.95%,14725600.0
1082,768,中航西飞,25.52,3.07%,12.97%,330000000.0
1084,601330,绿色动力,7.08,3.06%,6.27%,29465200.0
1087,600847,万里股份,11.15,3.05%,20.51%,9231200.0
1088,600128,苏豪弘业,10.47,3.05%,21.53%,3438600.0
1089,728,国元证券,9.13,3.05%,16.84%,42893900.0
1092,603998,方盛制药,12.19,3.04%,46.33%,47937500.0
1093,2656,*ST摩登,2.37,3.04%,10.13%,780600.0
1094,937,冀中能源,6.1,3.04%,5.61%,108000000.0
1095,600477,杭萧钢构,2.73,3.02%,16.72%,26876400.0
1097,300390,天华新能,23.88,3.02%,54.09%,749000000.0
1099,600900,长江电力,28.11,3.00%,4.06%,1920000000.0
1104,951,中国重汽,17.66,2.97%,11.94%,187000000.0
1106,600493,凤竹纺织,6.61,2.96%,21.05%,8996900.0
1108,600548,深高速,10.18,2.93%,2.76%,87247500.0
1109,881,中广核技,7.73,2.93%,23.26%,2791100.0
1111,601669,中国电建,5.68,2.90%,20.41%,265000000.0
1112,300062,中能电气,5.7,2.89%,69.48%,84400.0
1113,601555,东吴证券,9.61,2.89%,19.22%,430000000.0
1114,300664,鹏鹞环保,5.34,2.89%,11.14%,831200.0
1116,300006,莱美药业,4.65,2.88%,27.20%,23226400.0
1120,600507,方大特钢,5.39,2.86%,9.75%,98034700.0
1121,2144,宏达高科,12.96,2.86%,38.29%,7567200.0
1122,605336,帅丰电器,15.17,2.85%,12.39%,5206400.0
1124,2437,誉衡药业,3.25,2.85%,23.21%,23359800.0
1126,300224,正海磁材,16.7,2.83%,73.53%,363000000.0
1128,37,深南电A,8.73,2.83%,17.80%,42693300.0
1131,600305,恒顺醋业,8.06,2.81%,8.99%,24036700.0
1133,600178,东安动力,13.2,2.80%,25.20%,27562700.0
1134,300659,中孚信息,15.04,2.80%,47.67%,8542600.0
1136,601339,百隆东方,5.55,2.78%,7.22%,66878100.00000001
1137,600909,华安证券,6.31,2.77%,11.21%,121000000.0
1139,2100,天康生物,7.78,2.77%,33.32%,38180500.0
1140,601997,贵阳银行,5.95,2.76%,9.48%,167000000.0
1143,928,中钢国际,6.34,2.76%,14.73%,13204700.0
1145,2788,鹭燕医药,8.22,2.75%,9.94%,4849500.0
1146,2556,辉隆股份,5.6,2.75%,12.22%,44931000.0
1148,601005,重庆钢铁,1.5,2.74%,22.21%,132000000.0
1151,600177,雅戈尔,7.59,2.71%,5.49%,404000000.0
1152,895,双汇发展,25.36,2.71%,2.85%,256999999.99999997
1153,688548,广钢气体,12.19,2.70%,30.81%,25298300.0
1154,601186,中国铁建,7.99,2.70%,4.78%,204999999.99999997
1156,300762,上海瀚讯,24.74,2.70%,36.91%,28591700.0
1158,300076,GQY视讯,6.53,2.67%,37.45%,43048800.0
1159,862,银星能源,5.76,2.67%,23.28%,22197199.999999996
1161,564,供销大集,2.7,2.66%,34.84%,218000000.00000003
1163,883,湖北能源,4.65,2.65%,3.84%,128000000.0
1165,600796,钱江生化,5.85,2.63%,35.32%,7817600.0
1166,600759,洲际油气,2.34,2.63%,32.12%,67209500.0
1167,2573,清新环境,3.9,2.63%,6.07%,7346100.0
1168,411,英特集团,11.31,2.63%,12.58%,27006000.0
1169,301040,中环海陆,22.7,2.62%,50.61%,7942100.0
1170,601000,唐山港,3.92,2.62%,5.58%,258000000.0
1172,601033,永兴股份,16.13,2.61%,18.59%,13687100.0
1173,601163,三角轮胎,14.13,2.61%,4.90%,31635300.000000004
1174,600795,国电电力,5.12,2.61%,6.38%,159000000.0
1177,600017,日照港,3.17,2.59%,10.35%,44190600.00000001
1178,600273,嘉化能源,8.34,2.58%,10.40%,137000000.0
1180,157,中联重科,7.94,2.58%,16.75%,243000000.00000003
1185,2540,亚太科技,6.43,2.55%,18.14%,33272399.999999996
1186,2047,*ST宝鹰,2.41,2.55%,7.85%,4636600.0
1187,600802,福建水泥,5.65,2.54%,39.25%,15611000.0
1188,600664,哈药股份,3.64,2.54%,9.44%,19422600.0
1189,600621,华鑫股份,16.17,2.54%,21.86%,20886900.0
1190,2348,高乐股份,4.04,2.54%,29.29%,10210100.0
1191,3003,天元股份,12.15,2.53%,30.52%,4072400.0
1192,2038,双鹭药业,7.29,2.53%,15.85%,2838600.0
1193,2601,龙佰集团,19.52,2.52%,13.00%,285000000.0
1194,603566,普莱柯,13.88,2.51%,12.04%,16826600.0
1196,600037,歌华有线,8.18,2.51%,12.43%,28719000.0
1197,603718,海利生物,6.97,2.50%,8.87%,18448900.0
1199,600372,中航机载,12.28,2.50%,8.59%,223000000.0
1202,755,山西高速,4.96,2.48%,3.89%,18791000.0
1203,600683,京投发展,4.15,2.47%,17.61%,8785700.0
1205,663,永安林业,6.67,2.46%,19.36%,10507000.0
1206,1286,陕西能源,9.21,2.45%,11.94%,91759900.0
1207,301231,荣信文化,24.71,2.45%,46.13%,8809400.0
1208,605003,众望布艺,23.8,2.45%,17.28%,10588000.0
1209,600503,华丽家族,3.35,2.45%,39.49%,15399900.0
1211,601128,常熟银行,7.13,2.44%,13.76%,67698500.0
1213,2568,百润股份,26.49,2.44%,16.17%,36861800.0
1216,600300,维维股份,3.37,2.43%,14.72%,1401900.0
1218,603527,众源新材,11.45,2.42%,43.56%,8260700.000000001
1219,601333,广深铁路,3.38,2.42%,12.66%,115999999.99999999
1221,600123,兰花科创,6.76,2.42%,21.34%,177000000.0
1222,2360,同德化工,5.07,2.42%,19.96%,26438700.0
1224,600969,郴电国际,7.23,2.41%,11.88%,5736200.0
1226,300425,中建环能,5.1,2.41%,12.26%,7904800.0
1228,600066,宇通客车,28.98,2.40%,10.81%,303000000.0
1231,1278,一彬科技,18.39,2.39%,42.36%,19473200.0
1234,2461,珠江啤酒,10.29,2.39%,2.87%,38189100.0
1235,301167,建研设计,15.91,2.38%,43.49%,2189400.0
1238,601158,重庆水务,4.75,2.37%,2.66%,61941400.0
1242,301386,未来电器,24.36,2.35%,92.05%,7169200.0
1243,600968,海油发展,3.92,2.35%,4.22%,71665400.0
1244,601916,浙商银行,3.07,2.33%,8.92%,327000000.0
1246,600790,轻纺城,3.97,2.32%,8.30%,15453500.0
1250,600572,康恩贝,4.46,2.29%,9.29%,39014400.0
1251,686,东北证券,8.48,2.29%,11.49%,63248100.00000001
1252,603233,大参林,17.5,2.28%,5.50%,29058800.0
1253,600585,海螺水泥,23.74,2.28%,9.02%,713000000.0
1256,600035,楚天高速,4.05,2.27%,7.35%,33636000.0
1257,601139,深圳燃气,6.75,2.27%,6.86%,73723000.0
1258,603987,康德莱,9.05,2.26%,14.51%,4846700.0
1260,600704,物产中大,5.87,2.26%,17.49%,47466400.0
1262,2486,嘉麟杰,2.71,2.26%,24.72%,1847400.0
1263,554,泰山石油,6.78,2.26%,37.01%,27067399.999999996
1264,789,万年青,5.9,2.25%,9.87%,36000900.0
1265,603797,联泰环保,4.56,2.24%,10.34%,7301500.0
1266,601298,青岛港,8.66,2.24%,3.31%,117000000.0
1267,600853,龙建股份,4.11,2.24%,19.48%,34874700.0
1268,600117,西宁特钢,3.2,2.24%,11.66%,60984100.0
1271,600488,津药药业,4.16,2.21%,5.49%,3731400.0
1273,600502,安徽建工,4.65,2.20%,10.72%,57629799.99999999
1274,2926,华西证券,9.74,2.20%,17.26%,183000000.0
1276,601668,中国建筑,5.59,2.19%,6.08%,1093000000.0
1277,600573,惠泉啤酒,11.65,2.19%,9.63%,15210100.0
1279,1872,招商港口,20.54,2.19%,2.47%,34466000.0
1283,600866,星湖科技,7.52,2.17%,26.44%,32366900.0
1285,600717,天津港,4.73,2.16%,9.25%,67775900.0
1286,300520,科大国创,26.0,2.16%,83.24%,111000000.00000001
1289,600710,苏美达,10.02,2.14%,16.47%,19390500.0
1291,2375,亚厦股份,3.86,2.12%,8.22%,4286000.0
1292,2275,桂林三金,14.92,2.12%,5.67%,17999000.0
1294,601228,广州港,3.39,2.11%,3.40%,71270000.0
