序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
215,957,中通客车,12.24,5.97%,35.20%,174000000.0
216,2718,友邦吊顶,24.17,5.96%,18.07%,17275500.0
218,300414,中光防雷,13.2,5.94%,27.35%,43768000.0
221,2497,雅化集团,15.85,5.88%,18.73%,319000000.0
223,300708,聚灿光电,9.39,5.86%,29.50%,295000000.0
224,600624,ST复华,5.25,5.85%,9.02%,7498000.0
230,603189,网达软件,22.23,5.66%,18.96%,59040800.0
231,2181,粤传媒,8.64,5.62%,19.75%,70979400.0
233,600756,浪潮软件,16.19,5.61%,26.78%,54150400.0
235,2790,瑞尔特,7.9,5.61%,9.39%,35404100.0
236,300199,翰宇药业,21.34,5.59%,26.87%,21846400.0
238,600037,歌华有线,8.18,5.55%,5.22%,68427600.0
239,603037,凯众股份,14.09,5.54%,17.89%,13872800.0
240,601969,海南矿业,9.15,5.54%,7.74%,128000000.0
241,603608,天创时尚,7.69,5.49%,8.35%,20489300.0
243,603558,健盛集团,10.65,5.45%,6.57%,30613400.0
246,300082,奥克股份,8.33,5.44%,10.15%,57573900.0
248,2807,江阴银行,4.87,5.41%,5.57%,158000000.0
249,796,凯撒旅业,6.24,5.41%,25.03%,114999999.99999999
251,2716,湖南白银,8.04,5.37%,38.77%,63205000.0
252,2317,众生药业,17.45,5.37%,20.00%,96400.0
253,300061,旗天科技,11.66,5.33%,9.87%,45636700.0
255,600897,厦门空港,15.33,5.29%,4.20%,40091000.0
257,601225,陕西煤业,22.45,5.25%,2.01%,554000000.0
258,300515,三德科技,20.64,5.25%,13.50%,35034800.0
260,600578,京能电力,4.62,5.24%,3.48%,91068100.0
261,300042,朗科科技,28.73,5.24%,35.01%,170000000.0
263,600557,康缘药业,15.77,5.20%,8.66%,44529300.0
264,567,海德股份,7.13,5.16%,7.27%,102000000.0
265,300076,GQY视讯,6.53,5.15%,15.96%,62951500.0
267,2703,浙江世宝,13.39,5.10%,26.70%,117000000.0
268,595,*ST宝实,4.99,5.05%,3.53%,16507400.0
272,2010,传化智联,6.49,5.02%,9.42%,134000000.00000001
275,300137,ST先河,7.24,4.93%,6.62%,50883600.0
277,899,赣能股份,10.52,4.89%,10.19%,98315800.0
278,603500,祥和实业,11.82,4.88%,15.91%,29996100.0
279,300146,汤臣倍健,12.26,4.88%,10.72%,168000000.0
282,2990,盛视科技,28.62,4.84%,7.72%,19907700.0
285,600556,天下秀,5.88,4.81%,28.77%,121000000.0
286,600162,香江控股,2.18,4.81%,19.51%,1410700.0
289,2238,天威视讯,8.85,4.73%,8.11%,78259700.0
290,300483,首华燃气,15.15,4.70%,38.73%,47676400.0
291,600506,统一股份,20.52,4.69%,24.69%,63864700.0
292,600188,兖矿能源,15.03,4.67%,4.89%,298000000.0
293,564,供销大集,2.7,4.65%,14.32%,367000000.0
296,688553,汇宇制药,20.93,4.60%,4.49%,6127500.0
297,601198,东兴证券,12.04,4.60%,6.23%,421000000.0
299,300012,华测检测,14.33,4.60%,15.66%,241000000.0
302,605028,世茂能源,26.83,4.56%,8.96%,273300.0
305,603612,索通发展,25.33,4.45%,16.35%,73562000.0
307,600792,云煤能源,4.23,4.44%,14.29%,85116900.0
309,2656,*ST摩登,2.37,4.41%,3.95%,5827200.0
313,2210,飞马国际,4.07,4.36%,32.22%,223000000.0
314,300975,商络电子,13.21,4.34%,26.14%,134000000.00000001
318,600000,浦发银行,13.32,4.31%,0.94%,138000000.0
320,2948,青岛银行,5.1,4.29%,4.52%,79677500.0
323,524,岭南控股,13.83,4.22%,8.30%,1043300.0
326,603079,圣达生物,17.73,4.17%,9.41%,33666400.0
327,300938,信测标准,25.87,4.15%,16.28%,53254000.0
330,301584,建发致新,28.05,4.12%,75.06%,57654200.0
331,603233,大参林,17.5,4.10%,1.74%,47499600.0
334,603229,奥翔药业,10.21,4.08%,3.72%,5332700.0
335,600269,赣粤高速,5.1,4.08%,3.84%,151000000.0
336,301078,孩子王,11.24,4.07%,13.13%,59313100.00000001
339,601963,重庆银行,10.3,4.04%,5.71%,115999999.99999999
340,603351,威尔药业,28.08,4.04%,2.70%,11813200.0
341,601319,中国人保,8.5,4.04%,1.10%,262000000.0
342,300349,金卡智能,13.13,4.04%,15.47%,5209900.0
343,300247,融捷健康,4.4,4.02%,9.47%,16423599.999999998
346,600681,百川能源,4.15,4.01%,6.61%,44593100.00000001
348,2331,皖通科技,8.32,4.00%,13.40%,41648900.0
349,2550,千红制药,9.13,3.99%,12.39%,48183700.0
353,601059,信达证券,20.0,3.95%,34.32%,541000000.0
356,2766,索菱股份,5.8,3.94%,18.80%,35882100.0
362,505,京粮控股,6.73,3.86%,7.22%,35105500.0
364,300257,开山股份,15.26,3.81%,3.41%,25192600.000000004
365,886,海南高速,7.08,3.81%,18.00%,105000000.0
367,301049,超越科技,22.32,3.77%,21.37%,760000.0
370,2293,罗莱生活,8.82,3.76%,6.33%,40340600.0
371,2102,能特科技,3.87,3.75%,6.38%,53891500.0
372,601998,中信银行,7.79,3.73%,0.71%,221000000.0
374,300994,久祺股份,17.83,3.72%,12.29%,5592200.0
375,2286,保龄宝,10.03,3.72%,8.22%,30528600.0
376,601939,建设银行,9.22,3.71%,5.23%,890000000.0
380,600029,南方航空,6.21,3.67%,2.20%,131000000.0
383,600815,厦工股份,2.84,3.65%,6.49%,15791199.999999998
384,688607,康众医疗,27.06,3.64%,11.04%,21577399.999999996
385,600481,双良节能,6.57,3.63%,22.27%,153000000.0
388,2596,海南瑞泽,4.03,3.60%,19.84%,84969000.0
394,605008,长鸿高科,17.43,3.50%,3.25%,16327800.0
396,2016,世荣兆业,6.25,3.48%,6.81%,30491600.0
399,2107,沃华医药,6.65,3.42%,7.41%,26587800.000000004
401,600119,长江投资,8.49,3.41%,7.13%,9522700.0
403,300506,*ST名家,3.94,3.41%,5.10%,1952000.0
404,2177,御银股份,8.2,3.40%,58.90%,71183300.0
406,300673,佩蒂股份,18.68,3.38%,17.46%,66341700.0
409,300856,科思股份,13.59,3.35%,6.07%,8937200.0
410,1330,博纳影业,5.57,3.34%,10.21%,9655300.0
411,300363,博腾股份,23.98,3.32%,13.94%,117000000.0
413,600080,金花股份,7.48,3.31%,5.60%,1686800.0
415,601187,厦门银行,6.91,3.29%,6.05%,95193700.00000001
419,601825,沪农商行,8.86,3.26%,1.03%,271000000.0
421,729,燕京啤酒,12.68,3.26%,3.39%,218000000.00000003
423,688038,中科通达,21.06,3.24%,25.02%,32358100.0
425,2839,张家港行,4.46,3.24%,5.36%,148000000.0
430,603759,海天股份,8.56,3.13%,5.93%,13332000.0
433,2932,明德生物,19.6,3.10%,5.48%,12527300.0
436,600221,海航控股,1.68,3.07%,6.34%,422000000.0
439,300138,晨光生物,14.41,3.00%,15.44%,73833100.0
440,600986,浙文互联,7.95,2.98%,8.02%,24650000.0
441,300702,天宇股份,24.5,2.98%,4.84%,6539299.999999999
443,669,ST金鸿,3.12,2.97%,3.48%,2887200.0000000005
445,2532,天山铝业,11.86,2.95%,4.11%,93799500.0
449,603336,宏辉果蔬,9.58,2.90%,10.79%,1230400.0
451,300897,山科智能,29.68,2.88%,14.49%,10109600.0
455,301100,风光股份,20.95,2.85%,7.92%,10380100.0
456,2437,誉衡药业,3.25,2.85%,8.79%,49497900.0
460,300675,建科院,16.02,2.82%,15.13%,37427900.0
462,417,合百集团,7.31,2.81%,40.60%,61777900.0
463,603716,塞力医疗,25.73,2.80%,38.81%,53636700.0
464,2405,四维图新,9.56,2.80%,16.34%,177000000.0
465,655,金岭矿业,9.92,2.80%,14.35%,3085200.0
467,605599,菜百股份,15.22,2.77%,3.75%,20911900.0
468,603213,镇洋发展,14.21,2.75%,3.59%,12534700.0
474,603053,成都燃气,11.4,2.70%,4.68%,14621900.0
477,600867,通化东宝,8.8,2.68%,5.51%,40710300.0
481,600012,皖通高速,14.86,2.62%,3.04%,19461500.0
484,300238,冠昊生物,15.33,2.61%,6.68%,13034200.0
485,300849,锦盛新材,13.88,2.59%,9.87%,2602700.0
486,603636,南威软件,11.9,2.59%,6.83%,18694600.0
487,300608,思特奇,12.71,2.58%,11.68%,10891400.000000002
492,2379,宏创控股,18.22,2.53%,5.73%,115999999.99999999
493,2132,恒星科技,4.06,2.53%,11.42%,14815300.0
495,600919,江苏银行,10.99,2.52%,3.02%,131000000.0
496,2658,雪迪龙,8.55,2.52%,22.41%,83937200.0
501,600039,四川路桥,8.64,2.49%,1.21%,43731700.0
502,2343,慈文传媒,7.83,2.49%,10.11%,25909699.999999996
507,600758,辽宁能源,4.16,2.46%,10.26%,44144799.99999999
510,603939,益丰药房,24.7,2.45%,1.71%,29525500.0
511,600503,华丽家族,3.35,2.45%,11.84%,14861199.999999998
513,3030,祖名股份,18.97,2.43%,15.02%,18447100.0
516,2390,信邦制药,3.81,2.42%,10.73%,3652100.0
520,601238,广汽集团,7.71,2.39%,4.11%,58989700.0
522,300164,通源石油,5.99,2.39%,57.11%,53321500.0
524,597,东北制药,5.6,2.38%,3.80%,38714900.0
527,848,承德露露,8.86,2.31%,9.67%,43237299.99999999
529,605080,浙江自然,25.17,2.28%,6.04%,15349500.0
531,605199,ST葫芦娃,8.96,2.28%,2.42%,2295200.0
534,603613,国联股份,29.86,2.26%,7.48%,156000000.0
536,300332,天壕能源,6.33,2.26%,20.31%,32577000.0
539,603511,爱慕股份,15.51,2.24%,1.93%,4474100.0
544,600568,ST中珠,1.86,2.20%,2.85%,8640500.0
545,726,鲁泰A,6.96,2.20%,9.22%,13124800.0
546,600882,妙可蓝多,26.61,2.19%,6.86%,22756700.0
548,601012,隆基绿能,19.7,2.18%,15.27%,1397000000.0
549,601900,南方传媒,13.19,2.17%,2.93%,60408800.0
550,2644,佛慈制药,8.95,2.17%,4.04%,9366300.0
551,300289,利德曼,7.57,2.16%,9.93%,2478000.0
553,1376,百通能源,12.96,2.13%,14.56%,8057800.0
555,688303,大全能源,28.39,2.12%,3.22%,123000000.0
557,603089,正裕工业,15.45,2.12%,8.04%,6343800.0
559,600323,瀚蓝环境,28.39,2.12%,1.74%,9994900.0
560,601083,锦江航运,12.08,2.11%,34.95%,52849100.0
561,601333,广深铁路,3.38,2.11%,4.13%,86021600.0
563,600350,山东高速,9.23,2.10%,1.06%,111000000.00000001
564,3013,地铁设计,15.74,2.08%,2.31%,3471800.0
567,600438,通威股份,23.6,2.08%,9.44%,1099000000.0
568,2907,华森制药,16.7,2.08%,5.15%,15111400.000000002
570,600996,贵广网络,9.38,2.07%,7.63%,23998700.0
573,600257,大湖股份,5.51,2.04%,13.13%,9004600.0
574,300052,ST中青宝,11.5,2.04%,7.92%,980699.9999999999
575,603095,越剑智能,16.19,2.02%,7.71%,4138500.0
576,600784,鲁银投资,6.58,2.02%,4.29%,14571400.000000002
579,300291,百纳千成,6.18,1.98%,9.30%,29364200.0
580,2742,*ST三圣,4.64,1.98%,2.63%,1643500.0
583,300103,达刚控股,7.25,1.97%,8.29%,4250700.0
584,2717,ST岭南,1.55,1.97%,11.68%,3069800.0
585,2197,ST证通,9.36,1.96%,4.36%,1973300.0000000002
592,2496,*ST辉丰,1.58,1.94%,4.85%,2176200.0
594,600926,杭州银行,16.4,1.93%,2.50%,310000000.0
596,688189,南新制药,7.95,1.92%,14.36%,13672000.0
597,2663,普邦股份,2.12,1.92%,8.15%,4337000.0
598,600011,华能国际,7.48,1.91%,2.03%,114999999.99999999
599,300181,佐力药业,18.65,1.91%,11.29%,64331200.0
601,300404,博济医药,9.72,1.89%,10.82%,1803300.0000000002
606,600057,厦门象屿,7.76,1.84%,3.65%,55117500.0
610,600908,无锡银行,6.16,1.82%,3.09%,68256400.0
612,2670,国盛金控,21.26,1.82%,15.24%,233000000.0
613,601918,新集能源,6.78,1.80%,8.73%,223000000.0
614,1203,大中矿业,13.1,1.79%,3.77%,19883400.0
616,688658,悦康药业,21.62,1.79%,3.91%,5780700.000000001
617,600613,神奇制药,6.26,1.79%,4.30%,6679800.0
619,300267,尔康制药,3.42,1.79%,9.11%,24680800.0
621,2168,*ST惠程,4.0,1.78%,2.53%,1688400.0
623,600933,爱柯迪,20.09,1.77%,7.75%,6774200.0
624,2248,华东数控,10.37,1.77%,14.85%,65100.0
626,600033,福建高速,3.48,1.75%,3.25%,73930300.0
627,601328,交通银行,6.98,1.75%,2.97%,289000000.0
629,603808,歌力思,8.17,1.74%,4.07%,5291200.0
631,603836,海程邦达,14.14,1.73%,4.62%,9129800.0
632,603235,天新药业,27.36,1.71%,1.92%,4158900.0
634,603669,灵康药业,5.36,1.71%,3.83%,6710200.0
635,603043,广州酒家,16.06,1.71%,1.56%,7005800.0
638,2100,天康生物,7.78,1.70%,9.29%,46622100.0
639,600149,廊坊发展,5.41,1.69%,8.56%,5346700.0
640,2860,星帅尔,13.85,1.69%,18.61%,89398900.0
642,601077,渝农商行,7.28,1.68%,2.61%,262000000.0
644,300269,联建光电,4.85,1.68%,8.36%,14787400.0
645,301115,联检科技,16.42,1.67%,6.55%,15965200.0
646,603998,方盛制药,12.19,1.67%,15.82%,25773500.0
647,2038,双鹭药业,7.29,1.67%,6.03%,12727000.0
651,300149,睿智医药,11.23,1.63%,12.22%,1860700.0
655,2702,海欣食品,4.38,1.62%,10.70%,7390500.0
658,601777,千里科技,11.39,1.61%,4.70%,146000000.0
659,300685,艾德生物,22.67,1.61%,4.39%,8858700.0
660,2363,隆基机械,7.59,1.61%,6.96%,4612400.0
661,601398,工商银行,7.62,1.60%,0.49%,1088000000.0
662,600985,淮北矿业,13.36,1.60%,2.70%,118000000.0
664,300966,共同药业,21.83,1.58%,14.23%,35700.0
669,601101,昊华能源,7.75,1.57%,5.14%,49524799.99999999
671,600223,福瑞达,7.83,1.56%,2.78%,11236199.999999998
673,2875,安奈儿,18.22,1.56%,19.72%,38902700.0
674,2864,盘龙药业,29.91,1.56%,12.87%,4667500.0
675,1360,南矿集团,16.38,1.55%,29.86%,13100900.0
677,603766,隆鑫通用,13.76,1.55%,6.07%,118000000.0
678,600901,江苏金租,5.89,1.55%,2.07%,131000000.0
681,601838,成都银行,18.51,1.54%,1.97%,254999999.99999997
689,300268,*ST佳沃,10.07,1.51%,2.25%,2502000.0
691,600422,昆药集团,14.24,1.50%,5.71%,110000000.00000001
693,2144,宏达高科,12.96,1.49%,8.90%,7496000.0
695,601665,齐鲁银行,6.18,1.48%,3.20%,88752099.99999999
696,895,双汇发展,25.36,1.48%,0.95%,188000000.0
697,601528,瑞丰银行,5.53,1.47%,3.00%,31061200.0
699,301468,博盈特焊,27.72,1.46%,15.73%,28144200.0
700,600252,中恒集团,2.78,1.46%,4.99%,54566600.0
703,300271,华宇软件,7.71,1.45%,8.10%,25934899.999999996
705,300855,图南股份,27.48,1.44%,7.78%,44345400.0
706,2791,坚朗五金,21.91,1.44%,18.38%,9827300.0
708,603900,莱绅通灵,10.63,1.43%,15.01%,2788100.0
709,600025,华能水电,9.94,1.43%,0.61%,112000000.00000001
714,601169,北京银行,5.73,1.42%,3.80%,215000000.0
715,601107,四川成渝,5.82,1.39%,2.78%,66690400.0
718,603008,喜临门,17.6,1.38%,4.71%,16870800.0
719,300753,爱朋医疗,28.57,1.38%,32.99%,42089799.99999999
721,605577,龙版传媒,13.4,1.36%,2.87%,2482700.0
724,600731,湖南海利,7.49,1.35%,6.20%,4754900.0
725,600386,北巴传媒,4.51,1.35%,5.75%,12670500.0
728,600177,雅戈尔,7.59,1.34%,1.66%,152000000.0
730,300523,辰安科技,25.13,1.33%,6.26%,4893400.0
731,605180,华生科技,15.32,1.32%,3.77%,7989000.0
732,600785,新华百货,13.07,1.32%,13.08%,10193500.0
734,301111,粤万年青,16.29,1.31%,4.90%,12145200.0
736,2867,周大生,13.92,1.31%,2.55%,20263100.0
739,2946,新乳业,17.88,1.30%,2.86%,49021100.0
740,2267,陕天然气,8.57,1.30%,5.80%,46733000.0
742,300686,智动力,14.9,1.29%,36.88%,2638700.0
743,2142,宁波银行,27.45,1.29%,1.80%,139000000.0
744,600545,卓郎智能,3.17,1.28%,15.69%,33655600.0
745,300338,ST开元,3.97,1.28%,4.82%,2473100.0
746,3816,中国广核,3.96,1.28%,1.84%,318000000.0
747,89,深圳机场,7.1,1.28%,1.90%,40396100.0
750,600775,南京熊猫,11.4,1.24%,16.45%,20613100.0
751,3035,南网能源,4.92,1.23%,2.60%,10864800.0
752,603559,ST通脉,8.21,1.23%,1.31%,3667300.0
755,603027,千禾味业,11.66,1.22%,2.62%,12678300.0
756,600573,惠泉啤酒,11.65,1.22%,3.38%,3988600.0
757,600488,津药药业,4.16,1.22%,1.80%,8285700.000000001
760,601009,南京银行,11.68,1.21%,1.41%,175000000.0
761,300044,ST赛为,4.18,1.21%,10.94%,9165700.0
768,2568,百润股份,26.49,1.18%,5.81%,63125300.0
769,603718,海利生物,6.97,1.16%,3.47%,3285600.0
770,603323,苏农银行,5.25,1.16%,4.11%,61281800.0
775,600638,新黄浦,6.15,1.15%,9.82%,16228800.000000002
776,2566,益盛药业,7.92,1.15%,4.44%,6781799.999999999
779,718,苏宁环球,2.64,1.15%,14.54%,10243100.0
780,301039,中集车辆,9.65,1.15%,3.41%,69714600.0
781,552,甘肃能化,2.63,1.15%,6.41%,23813600.0
782,688373,盟科药业,7.97,1.14%,10.69%,2480300.0
784,601988,中国银行,5.34,1.14%,0.48%,332000000.0
786,680,山推股份,11.49,1.14%,16.13%,144000000.0
790,600059,古越龙山,10.15,1.10%,8.88%,12698599.999999998
791,603817,海峡环保,6.52,1.09%,6.63%,5866400.0
792,601666,平煤股份,8.35,1.09%,7.06%,132000000.0
793,601577,长沙银行,9.35,1.08%,1.83%,36126000.0
794,300226,上海钢联,25.27,1.08%,13.90%,12000.0
797,153,丰原药业,6.55,1.08%,4.75%,7282300.0
798,1318,阳光乳业,14.22,1.07%,6.70%,11337800.0
799,688046,药康生物,16.1,1.07%,1.46%,1216000.0
800,603303,得邦照明,13.38,1.06%,1.12%,13219200.0
801,688247,宣泰医药,10.47,1.06%,2.01%,1933800.0
805,403,派林生物,16.34,1.05%,2.84%,1094700.0
806,301009,可靠股份,13.59,1.04%,10.04%,5158200.000000001
807,2020,京新药业,18.54,1.04%,7.40%,35152600.0
808,766,通化金马,25.25,1.04%,6.37%,39135700.0
809,528,柳工,11.62,1.04%,15.00%,296000000.0
812,601728,中国电信,6.91,1.02%,0.53%,442000000.0
814,300136,信维通信,27.68,1.02%,32.92%,113999999.99999999
816,601011,宝泰隆,4.0,1.01%,66.65%,202999999.99999997
817,2960,青鸟消防,12.14,1.00%,4.62%,18699100.0
819,590,启迪药业,11.24,0.99%,5.29%,1832600.0
821,301136,招标股份,11.29,0.98%,3.71%,1756800.0
826,2700,万憬能源,7.31,0.97%,14.19%,11679000.0
829,301068,大地海洋,26.37,0.96%,2.58%,13218400.0
830,601857,中国石油,8.41,0.96%,0.29%,347000000.0
832,2782,可立克,16.89,0.96%,19.20%,42288800.0
834,2404,嘉欣丝绸,6.3,0.96%,5.45%,14953599.999999998
836,2873,新天药业,10.63,0.95%,11.38%,4302700.0
838,2612,朗姿股份,17.15,0.94%,7.52%,890200.0
841,600566,济川药业,25.26,0.92%,1.35%,28394300.0
842,600285,羚锐制药,22.92,0.92%,3.21%,28339300.0
844,600572,康恩贝,4.46,0.90%,3.10%,44082500.0
850,600015,华夏银行,6.8,0.89%,2.20%,14521900.0
851,2356,赫美集团,3.4,0.89%,9.09%,9892600.0
854,603153,上海建科,18.34,0.88%,6.79%,4268700.0
855,600666,奥瑞德,3.45,0.88%,8.88%,2084500.0
856,603318,水发燃气,6.86,0.88%,8.07%,22836500.0
859,1211,双枪科技,25.46,0.87%,10.20%,6322900.0
861,791,甘肃能源,6.97,0.87%,5.04%,15204200.0
863,600759,洲际油气,2.34,0.86%,10.37%,48559000.0
870,2830,名雕股份,16.85,0.84%,7.26%,388300.0
871,2828,贝肯能源,10.75,0.84%,27.32%,34330600.0
873,603648,畅联股份,10.94,0.83%,2.75%,5001100.0
875,600664,哈药股份,3.64,0.83%,3.52%,20249500.0
877,2838,道恩股份,26.72,0.83%,3.67%,14463699.999999998
878,2332,仙琚制药,9.76,0.83%,4.28%,15641400.000000002
880,2969,嘉美包装,3.63,0.83%,4.22%,9072600.0
881,692,惠天热电,3.63,0.83%,6.69%,1647700.0
884,600935,华塑股份,2.49,0.81%,2.00%,3123100.0
885,688321,微芯生物,29.84,0.81%,7.29%,31934100.0
886,600489,中金黄金,24.96,0.81%,7.82%,147000000.0
887,301198,喜悦智行,11.38,0.80%,6.66%,3974800.0
891,603689,皖天然气,8.88,0.79%,3.54%,14891600.0
893,600719,大连热电,6.35,0.79%,8.03%,4519400.0
895,601886,江河集团,7.71,0.78%,1.94%,3006700.0
896,300462,ST华铭,10.35,0.78%,6.47%,2456800.0
897,300839,博汇股份,12.93,0.78%,5.31%,6575800.0
899,1965,招商公路,10.34,0.78%,1.00%,41948400.0
901,603967,中创物流,11.8,0.77%,4.10%,23814699.999999996
904,603580,*ST艾艾,14.56,0.76%,1.93%,1412500.0
908,600123,兰花科创,6.76,0.75%,10.13%,34505600.0
909,2348,高乐股份,4.04,0.75%,8.48%,6072500.0
916,1299,美能能源,12.37,0.73%,13.13%,4956200.0
919,600861,北京人力,19.28,0.73%,2.92%,5114200.0
920,600388,龙净环保,15.11,0.73%,2.63%,14705800.0
921,603065,宿迁联盛,8.42,0.72%,6.24%,1502900.0
923,2556,辉隆股份,5.6,0.72%,5.17%,14095000.0
924,656,*ST金科,1.39,0.72%,2.49%,38469600.0
927,600428,中远海特,7.05,0.71%,4.38%,58171800.0
929,600217,中再资环,4.28,0.71%,3.71%,7499800.0
931,600236,桂冠电力,7.17,0.70%,0.74%,42910200.00000001
932,601033,永兴股份,16.13,0.69%,5.97%,12436099.999999998
933,600007,中国国贸,20.42,0.69%,0.68%,13637300.0
937,688177,百奥泰,26.55,0.68%,1.59%,11198000.0
939,600153,建发股份,10.38,0.68%,1.68%,37043100.0
941,603708,家家悦,10.52,0.67%,1.76%,1866200.0
942,600993,马应龙,28.4,0.67%,7.03%,20068500.0
943,600682,南京新百,7.49,0.67%,5.13%,2860100.0
947,300846,首都在线,21.71,0.65%,29.66%,40759100.0
948,300662,科锐国际,27.79,0.65%,8.32%,9245000.0
951,300932,三友联众,11.1,0.63%,6.92%,3978200.0
954,603167,渤海轮渡,9.57,0.63%,2.82%,16706900.0
957,807,云铝股份,20.68,0.63%,5.16%,173000000.0
958,31,大悦城,3.22,0.63%,1.80%,11175000.0
960,300110,华仁药业,3.24,0.62%,5.08%,7664100.0
961,2412,汉森制药,6.46,0.62%,3.42%,8119600.0
962,1,平安银行,11.4,0.62%,1.84%,315000000.0
963,2634,棒杰股份,4.97,0.61%,11.91%,7029299.999999999
964,601919,中远海控,14.96,0.61%,2.37%,20419600.0
966,735,罗牛山,6.62,0.61%,9.61%,22578700.0
970,600449,宁夏建材,13.4,0.60%,3.46%,7597600.0
971,2859,洁美科技,29.96,0.60%,2.20%,12214600.0
972,2407,多氟多,20.27,0.60%,33.98%,63342000.0
973,2207,准油股份,8.42,0.60%,37.52%,22814899.999999996
976,601816,京沪高铁,5.16,0.58%,1.20%,381000000.0
977,300519,新光药业,15.53,0.58%,6.73%,2991100.0
979,605060,联德股份,26.65,0.57%,2.24%,545700.0
980,600479,千金药业,10.51,0.57%,3.73%,15129200.0
983,603987,康德莱,9.05,0.56%,4.82%,14921600.0
988,301109,军信股份,14.66,0.55%,8.02%,8802700.0
989,600084,中信尼雅,5.5,0.55%,1.55%,765200.0
992,2763,汇洁股份,7.26,0.55%,6.39%,12881500.0
994,668,*ST荣控,9.18,0.55%,3.20%,5314900.0
995,600970,中材国际,9.38,0.54%,4.14%,48977100.0
998,300026,红日药业,3.73,0.54%,5.11%,45235500.0
999,300003,乐普医疗,17.28,0.52%,5.67%,46927100.0
1002,632,三木集团,3.91,0.51%,9.89%,2578900.0
1003,301386,未来电器,24.36,0.50%,55.28%,1963000.0
1004,600035,楚天高速,4.05,0.50%,2.85%,28865200.0
1010,2345,潮宏基,14.43,0.49%,10.48%,53341899.99999999
1011,488,ST晨鸣,2.06,0.49%,3.27%,7006600.0
1012,603999,读者传媒,6.33,0.48%,3.83%,4874000.0
1013,601598,中国外运,6.26,0.48%,1.14%,1489000.0
1017,600508,上海能源,12.74,0.47%,3.90%,9184700.0
