股票代码,股票名称,综合分
301139,*ST元道,100.0
600265,*ST景谷,100.0
002667,*ST威领,100.0
600381,*ST春天,100.0
000820,*ST节能,100.0
002694,*ST顾地,100.0
000669,ST金鸿,100.0
000010,*ST美丽,100.0
002514,*ST宝馨,100.0
603869,ST智知,100.0
603838,*ST四通,100.0
002581,*ST未名,100.0
002535,林州重机,97.47
688184,ST帕瓦,97.27
600243,*ST海华,96.32
600759,ST洲际,94.56
603813,原尚股份,93.79
600678,ST金顶,93.4
600543,*ST莫高,93.35
002082,ST万邦,93.07
603261,立航科技,92.43
603825,ST华扬,91.1
002200,交投生态,90.94
002691,*ST冀凯,89.29
002620,*ST瑞和,87.89
688247,宣泰医药,87.8
600365,ST通葡,87.27
600165,ST宁科,86.91
600119,*ST长投,86.61
605199,ST葫芦娃,86.02
002528,*ST英飞,85.19
603235,天新药业,85.1
688026,洁特生物,84.82
001238,浙江正特,84.81
002485,ST雪发,84.59
688466,金科环境,83.86
688265,南模生物,83.57
600084,*ST尼雅,83.32
603676,卫信康,82.21
300205,*ST天喻,82.17
