code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600642,2026-07-20,2026-07-21,8.348,8.701,100,4.23,take_partial
600629,2026-07-20,2026-07-21,12.472,12.288,100,-1.48,trend_break
600642,2026-07-20,2026-07-21,8.348,8.701,200,4.23,trend_break
002396,2026-07-20,2026-07-21,30.03,31.578,100,5.16,take_partial_final
600999,2026-07-20,2026-07-22,18.969,18.831,100,-0.73,trend_break
000779,2026-07-20,2026-07-23,12.012,8.022,200,-33.22,stop_hard
601336,2026-07-20,2026-07-23,60.981,63.486,100,4.11,take_partial_final
600329,2026-07-20,2026-07-24,37.968,36.573,100,-3.67,trend_break
001395,2026-07-20,2026-07-24,32.532,27.625,100,-15.09,stop_hard
002736,2026-07-20,2026-07-24,10.12,10.02,100,-0.99,trend_break
600000,2026-07-20,2026-07-29,8.859,9.271,100,4.65,take_partial
600000,2026-07-20,2026-07-30,8.859,9.7,100,9.5,take_partial_final
600566,2026-07-20,2026-08-03,26.426,26.823,100,1.5,max_hold
