板块,舆论分,正向词命中,负向词命中,中性词命中,宏观词命中,命中关键词,标题,新闻片段
农业,3.8,3,0,18,10,农业,李强主持召开国务院常务会议,国务院总理李强5月15日主持召开国务院常务会议，听取贯彻落实中央城市工作会议部署和实施城市更新进展情况汇报，审议通过《城市更新“十五五”规划》《加快农业农村现代化“十五五”规划》，研究人口发展有关工作，研究基础教育改革发展有关工作。
教育,3.8,3,0,18,10,教育,李强主持召开国务院常务会议,国务院总理李强5月15日主持召开国务院常务会议，听取贯彻落实中央城市工作会议部署和实施城市更新进展情况汇报，审议通过《城市更新“十五五”规划》《加快农业农村现代化“十五五”规划》，研究人口发展有关工作，研究基础教育改革发展有关工作。
人工智能,6.8,6,0,0,5,算力,一季度我国数字产业收入同比增长12.9%,记者从工业和信息化部了解到，今年一季度，我国数字产业实现收入9.5万亿元，同比增长12.9%。
消费,2.0,2,0,0,3,旅游|消费,1至4月全国铁路发送旅客15.55亿人次,记者从国铁集团获悉，今年1至4月，全国铁路发送旅客15.55亿人次，同比增长6.8%；日均开行旅客列车11574列，同比增长6.3%。
消费,0.0,0,0,2,0,旅游,国务院新闻办举行“新征程上的奋斗者”中外记者见面会,国务院新闻办公室今天（5月15日）举行“新征程上的奋斗者”中外记者见面会。
传媒,0.0,0,0,1,0,直播,《闪亮的名字——2026最美家庭发布仪式》今晚8…,《闪亮的名字——2026最美家庭发布仪式》今晚8时30分在中央广播电视总台央视科教频道播出。
物流,0.0,0,0,1,1,集装箱,广州港南沙港区五期工程开工,广州港南沙港区五期工程开工今天（5月15日），国家重大工程广州港南沙港区五期工程开工，项目设计年集装箱通过能力670万标准箱，建设4个20万吨级集装箱海轮泊位，总岸线长度超过3800米，可全天候停靠全球超大型的集装箱船舶。
军工,0.0,0,0,1,1,船舶,广州港南沙港区五期工程开工,广州港南沙港区五期工程开工今天（5月15日），国家重大工程广州港南沙港区五期工程开工，项目设计年集装箱通过能力670万标准箱，建设4个20万吨级集装箱海轮泊位，总岸线长度超过3800米，可全天候停靠全球超大型的集装箱船舶。
物流,0.0,0,0,0,0,集装箱,建成后，南沙港区集装箱吞吐能力将达3500万标准…,建成后，南沙港区集装箱吞吐能力将达3500万标准箱，位于世界单一港区前列。
建筑建材,0.0,0,0,0,0,建筑,美基拉韦厄火山喷出大量岩浆据美国地质调查局14日…,美基拉韦厄火山喷出大量岩浆据美国地质调查局14日公布的消息，夏威夷基拉韦厄火山当天再度开始喷发，喷出大量岩浆。
