日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260508,教育,6.6,观察,000526,学大教育,教育|职业教育|培训|教育信息化
20260508,教育,6.6,观察,002607,中公教育,教育|职业教育|培训|教育信息化
20260508,教育,6.6,观察,002659,凯文教育,教育|职业教育|培训|教育信息化
20260508,教育,6.6,观察,003032,传智教育,教育|职业教育|培训|教育信息化
20260508,教育,6.6,观察,300192,科德教育,教育|职业教育|培训|教育信息化
20260508,教育,6.6,观察,300359,全通教育,教育|职业教育|培训|教育信息化
20260508,教育,6.6,观察,300559,佳发教育,教育|职业教育|培训|教育信息化
20260508,教育,6.6,观察,600661,昂立教育,教育|职业教育|培训|教育信息化
20260508,教育,6.6,观察,605098,行动教育,教育|职业教育|培训|教育信息化
20260508,消费,5.0,观察,000921,海信家电,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,000978,桂林旅游,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,002059,云南旅游,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,002627,三峡旅游,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,002707,众信旅游,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,300859,西域旅游,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,600054,黄山旅游,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,600749,西藏旅游,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,603199,九华旅游,消费|白酒|食品饮料|家电
20260508,消费,5.0,观察,603402,陕西旅游,消费|白酒|食品饮料|家电
20260508,农业,4.6,观察,000816,智慧农业,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,000860,顺鑫农业,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,001313,粤海饲料,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,002041,登海种业,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,002321,华英农业,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,300189,神农种业,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,600313,农发种业,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,600354,敦煌种业,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,601288,农业银行,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,920087,秋乐种业,农业|种业|养殖|猪肉
20260508,农业,4.6,观察,920403,康农种业,农业|种业|养殖|猪肉
20260508,化工,2.8,观察,000683,博源化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,000830,鲁西化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,002054,德美化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,002226,江南化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,002274,华昌化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,600328,中盐化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,600409,三友化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,600470,六国化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,600486,扬农化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,600618,氯碱化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,600722,金牛化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,600727,鲁北化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,601568,北元化工,化工|新材料|化学制品|钛白粉
20260508,化工,2.8,观察,920304,迪尔化工,化工|新材料|化学制品|钛白粉
20260508,物流,2.8,观察,000520,凤凰航运,物流|快递|航运|港口
20260508,物流,2.8,观察,001872,招商港口,物流|快递|航运|港口
20260508,物流,2.8,观察,002468,申通快递,物流|快递|航运|港口
20260508,物流,2.8,观察,300013,新宁物流,物流|快递|航运|港口
20260508,物流,2.8,观察,600125,铁龙物流,物流|快递|航运|港口
20260508,物流,2.8,观察,600603,广汇物流,物流|快递|航运|港口
20260508,物流,2.8,观察,601083,锦江航运,物流|快递|航运|港口
20260508,物流,2.8,观察,601156,东航物流,物流|快递|航运|港口
20260508,物流,2.8,观察,603117,万林物流,物流|快递|航运|港口
20260508,物流,2.8,观察,603128,华贸物流,物流|快递|航运|港口
20260508,物流,2.8,观察,603565,中谷物流,物流|快递|航运|港口
20260508,物流,2.8,观察,603569,长久物流,物流|快递|航运|港口
20260508,物流,2.8,观察,603967,中创物流,物流|快递|航运|港口
20260508,核电,0.8,观察,002366,融发核电,核电|核电机组|核能
20260508,核电,0.8,观察,601985,中国核电,核电|核电机组|核能
20260508,一带一路,-2.9000000000000004,观察,002640,跨境通,一带一路|出海|外贸|跨境
20260508,军工,-2.9000000000000004,观察,002151,北斗星通,军工|国防|航空发动机|卫星
20260508,军工,-2.9000000000000004,观察,002648,卫星化学,军工|国防|航空发动机|卫星
20260508,军工,-2.9000000000000004,观察,600118,中国卫星,军工|国防|航空发动机|卫星
20260508,军工,-2.9000000000000004,观察,600150,中国船舶,军工|国防|航空发动机|卫星
20260508,军工,-2.9000000000000004,观察,601606,长城军工,军工|国防|航空发动机|卫星
20260508,军工,-2.9000000000000004,观察,688543,国科军工,军工|国防|航空发动机|卫星
20260508,航空机场,-4.1,观察,000089,深圳机场,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,000697,炼石航空,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,002928,华夏航空,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,300581,晨曦航空,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,300900,广联航空,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,600004,白云机场,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,600009,上海机场,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,600029,南方航空,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,600316,洪都航空,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,600515,海南机场,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,601021,春秋航空,航空|机场|民航|飞机
20260508,航空机场,-4.1,观察,603885,吉祥航空,航空|机场|民航|飞机
20260508,机器人,-4.9,观察,300024,机器人,机器人|人形机器人|工业机器人|减速器
20260508,汽车,-4.9,观察,000550,江铃汽车,汽车|整车|汽车零部件|乘用车
20260508,汽车,-4.9,观察,000572,海马汽车,汽车|整车|汽车零部件|乘用车
20260508,汽车,-4.9,观察,000625,长安汽车,汽车|整车|汽车零部件|乘用车
