股票代码,股票名称,综合分
600265,*ST景谷,100.0
000820,*ST节能,100.0
002667,*ST威领,100.0
002694,*ST顾地,100.0
000010,*ST美丽,100.0
603869,ST智知,100.0
603838,*ST四通,100.0
688184,ST帕瓦,100.0
603261,立航科技,100.0
300338,*ST开元,100.0
002630,*ST华西,100.0
002535,林州重机,100.0
603235,天新药业,100.0
600119,*ST长投,100.0
002193,ST如意,100.0
600543,*ST莫高,100.0
600365,ST通葡,100.0
603825,ST华扬,100.0
002200,交投生态,100.0
603813,原尚股份,100.0
300555,ST路通,100.0
000911,*ST广糖,100.0
002691,*ST冀凯,100.0
688247,宣泰医药,100.0
605199,ST葫芦娃,100.0
002485,ST雪发,100.0
603729,ST龙韵,100.0
688466,金科环境,100.0
603922,ST金鸿顺,100.0
603272,*ST联翔,100.0
688265,南模生物,100.0
600165,ST宁科,100.0
603385,惠达卫浴,100.0
001238,浙江正特,100.0
603828,*ST利达,100.0
688026,洁特生物,100.0
002749,国光股份,100.0
603180,金牌家居,100.0
000909,*ST数源,99.38
603230,内蒙新华,99.14
