股票代码,股票名称,建议买入价,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
600900,长江电力,26.58,0.9393939393939394,0.8529411764705882,67,33,34,33,32
600031,三一重工,17.94,0.8787878787878788,0.8529411764705882,67,33,34,42,24
600971,恒源煤电,28.54,0.9696969696969697,0.8235294117647058,67,33,34,36,31
600428,中远海特,5.96,1.0,0.7647058823529411,67,33,34,31,32
601928,凤凰传媒,8.85,1.0,0.7647058823529411,67,33,34,32,30
000848,承德露露,9.86,0.9696969696969697,0.7647058823529411,67,33,34,31,34
002345,潮宏基,11.54,0.9696969696969697,0.7647058823529411,67,33,34,30,37
603013,亚普股份,9.51,0.9696969696969697,0.7647058823529411,67,33,34,33,34
600352,浙江龙盛,29.77,0.875,0.7575757575757576,65,32,33,31,33
000888,峨眉山Ａ,8.27,1.0,0.7352941176470589,67,33,34,30,34
000807,云铝股份,24.9,1.0,0.7352941176470589,67,33,34,31,34
600887,伊利股份,14.88,1.0,0.7352941176470589,67,33,34,34,28
601058,赛轮轮胎,10.17,1.0,0.7352941176470589,67,33,34,33,32
000089,深圳机场,6.49,0.9696969696969697,0.7352941176470589,67,33,34,28,34
600398,海澜之家,22.47,0.9696969696969697,0.7352941176470589,67,33,34,33,32
600598,北大荒,15.73,0.9393939393939394,0.7352941176470589,67,33,34,32,33
600642,申能股份,16.01,0.9393939393939394,0.7352941176470589,67,33,34,36,29
600741,华域汽车,20.08,0.9393939393939394,0.7352941176470589,67,33,34,32,35
002001,新 和 成,9.82,0.8787878787878788,0.7352941176470589,67,33,34,36,28
600872,中炬高新,16.91,0.8787878787878788,0.7352941176470589,67,33,34,35,32
600867,通化东宝,15.0,1.0,0.7058823529411765,67,33,34,33,33
000921,海信家电,25.05,0.9696969696969697,0.7058823529411765,67,33,34,29,36
002803,吉宏股份,5.85,0.9696969696969697,0.7058823529411765,67,33,34,33,32
600089,特变电工,25.49,0.9696969696969697,0.7058823529411765,67,33,34,31,35
601038,一拖股份,14.15,0.9696969696969697,0.7058823529411765,67,33,34,33,32
601098,中南传媒,5.52,0.9090909090909091,0.7058823529411765,67,33,34,28,37
601872,招商轮船,10.68,0.7878787878787878,0.7058823529411765,67,33,34,34,31
601200,上海环境,24.4,0.7575757575757576,0.7058823529411765,67,33,34,32,31
