code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002139,2026-07-02,2026-07-03,9.62,10.27,100,6.76,take_partial
002223,2026-07-02,2026-07-03,25.726,26.164,100,1.7,take_band
000915,2026-07-02,2026-07-03,25.375,25.335,100,-0.16,trend_break
600901,2026-07-02,2026-07-03,5.996,6.134,600,2.3,trend_break
300363,2026-07-02,2026-07-03,16.607,16.883,200,1.67,take_band
301201,2026-07-02,2026-07-03,37.808,37.562,100,-0.65,trend_break
002139,2026-07-02,2026-07-03,9.62,10.27,200,6.76,take_band
300427,2026-07-02,2026-07-03,6.727,6.713,600,-0.2,trend_break
301050,2026-07-02,2026-07-03,33.704,34.735,100,3.06,trend_break
601398,2026-07-02,2026-07-03,7.037,7.033,200,-0.06,trend_break
