股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.600060,海信视像,18.47,17.35,2.93,1.96,806255210.0,2.5,9.61,3.56,1.0,0,,49.36
sh.603619,中曼石油,24.31,22.49,4.84,3.76,541780919.0,1.98,6.03,9.55,1.0,0,,46.53
sh.600031,三一重工,22.07,20.96,1.3,0.91,2443638447.0,1.85,5.44,3.77,1.0,0,,38.15
sh.601965,中国汽研,17.31,16.8,1.38,1.22,242669267.0,1.51,6.39,6.24,0.992,0,,36.46
sh.600970,中材国际,6.53,6.12,3.13,3.28,423339216.0,1.17,5.98,9.7,0.986,0,,35.98
sh.600219,南山铝业,9.83,9.56,1.04,1.06,241127885.0,1.1,-0.1,11.13,0.988,0,,25.66
sh.600754,锦江酒店,25.06,24.38,0.97,1.71,224816424.0,0.69,1.58,5.81,0.993,0,,22.53
