板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
半导体,1,8,0,0,2,7.6,9.6,NEW
消费,5,11,1,12,67,-7.0,3.0,+0.0
新能源车,1,2,0,1,9,-0.1,1.9,NEW
电力,1,0,0,0,1,-0.2,1.8,+0.2
军工,1,0,0,0,1,-0.2,1.8,-1.2
石油石化,1,0,0,0,1,-0.2,1.8,NEW
航空机场,1,1,1,1,1,-0.5,1.5,NEW
一带一路,2,8,0,9,52,-5.1,-1.0999999999999996,NEW
人工智能,3,3,0,15,62,-13.1,-7.1,-8.7
教育,3,3,0,19,57,-14.099999999999998,-8.099999999999998,-0.2
传媒,2,1,1,10,51,-13.2,-9.2,NEW
饰品,1,0,0,9,50,-12.7,-10.7,NEW
