股票代码,股票名称,建议买入价
600256,广汇能源,5.12
000729,燕京啤酒,10.08
002262,恩华药业,18.68
000983,山西焦煤,6.23
000933,神火股份,23.74
603848,好太太,13.46
600031,三一重工,17.56
600352,浙江龙盛,10.24
600508,上海能源,8.06
002159,三特索道,13.13
601225,陕西煤业,22.0
601156,东航物流,15.37
603238,诺邦股份,11.9
000975,山金国际,19.94
600900,长江电力,25.91
600801,华新建材,18.08
001286,陕西能源,10.48
600315,上海家化,17.29
000807,云铝股份,24.17
002746,仙坛股份,5.23
600754,锦江酒店,19.33
002299,圣农发展,15.75
