股票代码,股票名称,综合分
600415,小商品城,82.7
301379,天山电子,82.5
603776,永安行,82.45
600171,上海贝岭,82.36
001339,智微智能,82.17
301155,海力风电,81.63
301551,无线传媒,81.33
600737,中粮糖业,80.99
688010,福光股份,80.82
688093,世华科技,80.79
002642,荣联科技,80.73
601038,一拖股份,80.67
300613,富瀚微,80.6
002184,海得控制,80.54
688603,天承科技,80.5
000408,藏格矿业,80.31
601900,南方传媒,80.06
301327,华宝新能,79.98
001289,龙源电力,79.57
002577,雷柏科技,79.09
300400,劲拓股份,78.94
603236,移远通信,78.9
600551,时代出版,78.84
688729,屹唐股份,78.77
002281,光迅科技,78.54
002038,双鹭药业,77.83
688150,莱特光电,77.71
688186,广大特材,77.55
301175,中科环保,77.2
301061,匠心家居,77.16
000988,华工科技,76.99
002649,博彦科技,76.57
301592,六九一二,76.32
301565,中仑新材,76.19
300550,和仁科技,76.05
000661,长春高新,76.03
000885,城发环境,75.87
002439,启明星辰,75.18
301631,壹连科技,74.95
000656,金科股份,74.87
