code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
301251,2026-08-31,2026-09-01,49.049,54.006,100,10.11,take_partial_final
603958,2026-08-31,2026-09-02,21.421,23.826,100,11.23,take_partial
603958,2026-08-31,2026-09-02,21.421,23.826,100,11.23,take_band
002584,2026-08-31,2026-09-03,8.338,8.172,1100,-2.0,trend_break
600688,2026-08-31,2026-09-03,2.933,2.877,3400,-1.9,trend_break
688073,2026-08-31,2026-09-08,60.06,64.136,100,6.79,take_partial_final
300534,2026-08-31,2026-09-10,14.484,12.517,400,-13.58,trend_break
300725,2026-08-31,2026-09-11,44.274,41.079,100,-7.22,trend_break
300615,2026-08-31,2026-09-14,14.815,13.996,400,-5.53,max_hold
300404,2026-08-31,2026-09-14,13.023,12.617,300,-3.11,max_hold
603159,2026-08-31,2026-09-17,24.274,22.927,200,-5.55,max_hold
