股票代码,股票名称,综合分
000791,甘肃能源,76.24
002501,*ST利源,75.4
000531,穗恒运Ａ,75.19
300185,通裕重工,74.8
000966,长源电力,74.59
600674,川投能源,74.34
600676,交运股份,72.7
300847,中船汉光,72.57
000601,韶能股份,72.15
300569,天能重工,71.76
601611,中国核建,69.94
600505,西昌电力,69.92
601939,建设银行,69.8
000767,晋控电力,69.65
600416,湘电股份,69.57
601398,工商银行,69.49
300623,捷捷微电,69.48
301120,新特电气,68.78
600782,新钢股份,68.59
600661,昂立教育,68.37
000503,国新健康,67.96
600032,浙江新能,67.76
002997,瑞鹄模具,67.47
600428,中远海特,67.05
601666,平煤股份,66.91
000862,银星能源,66.88
300317,珈伟新能,66.76
605178,时空科技,66.69
601919,中远海控,66.69
002207,*ST准油,66.56
300883,龙利得,66.29
603125,常青科技,66.27
002517,恺英网络,66.2
600868,梅雁吉祥,66.13
000720,新能泰山,65.78
603010,万盛股份,65.74
000917,电广传媒,65.72
300051,琏升科技,65.69
603022,新通联,65.63
001255,博菲电气,65.59
