股票代码,股票名称,综合分
000004,,83.0
002808,,83.0
002898,赛隆退,83.0
603167,渤海轮渡,75.33
600941,中国移动,73.8
601607,上海医药,73.79
601158,重庆水务,73.58
601006,大秦铁路,73.5
600050,中国联通,73.4
601916,浙商银行,73.39
001227,兰州银行,73.27
601766,中国中车,73.16
600479,千金药业,73.13
600332,白云山,72.8
002675,东诚药业,72.54
600572,康恩贝,72.37
600035,楚天高速,72.28
600079,ST人福,72.24
601668,XD中国建,72.16
000828,东莞控股,72.16
001213,中铁特货,72.1
002958,青农商行,72.07
601818,光大银行,72.05
600598,北大荒,72.03
600900,长江电力,72.01
600511,国药股份,71.84
601228,XD广州港,71.82
000498,山东路桥,71.82
603235,天新药业,71.65
002911,佛燃能源,71.65
601985,中国核电,71.44
600104,上汽集团,71.32
002390,信邦制药,71.32
600036,招商银行,71.23
601808,中海油服,71.22
601811,新华文轩,71.19
000538,云南白药,71.17
600018,上港集团,71.17
601200,上海环境,71.03
002166,莱茵生物,71.03
