板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
消费,3,3,0,8,17,-2.8,3.2,-7.3
食品,1,0,0,2,0,-0.6,1.4,-3.2
环保,1,0,0,1,2,-0.7,1.3,NEW
航空机场,1,0,0,2,1,-0.8,1.2,NEW
物流,1,1,0,3,8,-1.5,0.5,-7.6
农业,1,1,0,3,8,-1.5,0.5,-6.0
