股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.601083,锦江航运,11.73,11.2,10.11,7.71,248540897.0,1.34,3.28,8.9,1.0,1,物流,52.14
sh.600380,健康元,20.84,19.72,6.89,3.21,664685005.0,1.93,4.44,12.04,1.0,0,,45.17
sh.603619,中曼石油,20.84,19.72,6.89,3.21,664685005.0,1.93,4.44,12.04,1.0,0,,45.17
sh.600125,铁龙物流,6.33,6.22,3.08,1.67,263395251.0,2.07,0.78,2.7,0.992,1,物流,44.65
sh.600819,耀皮玻璃,8.44,7.89,3.71,4.15,234302966.0,0.9,7.77,12.82,0.936,1,建筑建材,42.83
sh.603565,中谷物流,10.81,10.76,1.28,0.74,296430157.0,1.88,-1.34,0.25,0.962,1,物流,36.27
sh.600256,广汇能源,21.02,19.8,1.03,1.67,298035270.0,0.69,4.45,23.31,0.968,0,,30.6
sh.600012,皖通高速,5.64,5.52,5.21,7.49,277567546.0,0.66,2.73,22.88,0.919,0,,30.29
sh.600196,复星医药,7.1,6.73,1.45,2.31,273659317.0,0.52,1.97,13.66,0.974,0,,23.32
