板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,2,7,0,11,32,7.0,11.0,+7.0
机器人,1,7,0,9,32,7.0,9.0,NEW
消费,2,3,0,0,5,3.0,7.0,NEW
石油石化,2,1,0,0,3,1.0,5.0,NEW
物流,2,0,0,0,4,0.0,4.0,NEW
电商,2,0,0,0,4,0.0,4.0,NEW
金融,1,0,0,0,3,0.0,2.0,NEW
