序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
933,301045,天禄科技,33.6,5.26%,36.28%,1868.66万
934,1216,华瓷股份,18.43,5.25%,16.31%,-2436.36万
935,688616,西力科技,13.03,5.25%,5.67%,1024.99万
936,603416,信捷电气,64.34,5.25%,18.14%,1.54亿
937,2027,分众传媒,8.02,5.25%,5.91%,5.12亿
938,600644,乐山电力,10.84,5.24%,17.18%,2028.16万
939,300434,金石亚药,11.24,5.24%,16.12%,1381.72万
940,756,新华制药,16.87,5.24%,15.68%,5132.09万
941,688399,硕世生物,81.25,5.23%,19.52%,6144.87万
942,600682,南京新百,9.26,5.23%,12.86%,3929.76万
943,600081,东风科技,12.47,5.23%,4.33%,1475.08万
944,2757,南兴股份,25.01,5.22%,110.52%,-2.33亿
945,2318,久立特材,30.01,5.22%,5.70%,-2815.61万
946,301317,鑫磊股份,34.56,5.21%,27.58%,2707.20万
947,300795,米奥会展,14.33,5.21%,11.69%,2837.34万
948,600829,人民同泰,12.11,5.21%,16.35%,-175.93万
949,2910,庄园牧场,11.91,5.21%,36.74%,1298.54万
950,300283,温州宏丰,8.29,5.20%,24.91%,2960.19万
951,688217,睿昂基因,31.43,5.19%,8.38%,30.21万
952,2199,*ST东晶,10.13,5.19%,9.05%,313.84万
953,600108,亚盛集团,3.45,5.18%,23.07%,-1.70亿
954,603993,洛阳钼业,22.8,5.17%,4.57%,4.30亿
955,301068,大地海洋,28.33,5.16%,4.95%,2571.48万
956,300204,舒泰神,31.12,5.14%,31.32%,-7323.49万
957,2768,国恩股份,56.62,5.14%,9.32%,-4410.35万
958,2622,皓宸医疗,3.27,5.14%,12.79%,3289.12万
959,688628,优利德,34.02,5.13%,5.51%,-131.76万
960,300491,通合科技,28.05,5.13%,33.22%,7019.70万
961,300412,迦南科技,5.94,5.13%,19.27%,4362.96万
962,2378,章源钨业,16.44,5.12%,24.81%,-1.41亿
963,300783,三只松鼠,24.91,5.11%,25.48%,2.43亿
964,2050,三花智控,57.15,5.11%,23.09%,3.88亿
965,688163,赛伦生物,23.92,5.10%,3.88%,1080.92万
966,300487,蓝晓科技,70.07,5.10%,6.34%,-1326.81万
967,852,石化机械,7.83,5.10%,21.05%,-4414.72万
968,603900,莱绅通灵,9.08,5.09%,8.53%,2618.50万
969,762,西藏矿业,29.11,5.09%,22.02%,-3660.29万
970,523,红棉股份,3.92,5.09%,24.69%,2718.09万
971,603096,新经典,18.62,5.08%,5.53%,918.82万
972,603489,八方股份,31.09,5.07%,6.15%,-3249.54万
973,301168,通灵股份,47.24,5.07%,8.63%,5369.67万
974,3005,竞业达,22.39,5.07%,32.52%,3870.69万
975,603927,中科软,20.71,5.07%,9.18%,1.05亿
976,300158,振东制药,6.43,5.07%,15.95%,2563.78万
977,300157,新锦动力,4.97,5.07%,24.76%,1736.42万
978,605098,行动教育,44.42,5.06%,4.31%,2075.27万
979,603669,灵康药业,4.98,5.06%,6.02%,-29.64万
980,688389,普门科技,14.13,5.06%,4.38%,3105.38万
981,301361,众智科技,36.65,5.04%,47.42%,-1061.89万
982,601619,嘉泽新能,5.01,5.03%,13.21%,4805.49万
983,300571,平治信息,30.48,5.03%,19.76%,6255.75万
984,301211,亨迪药业,13.59,5.02%,8.30%,-332.44万
985,701,厦门信达,6.9,5.02%,18.26%,1649.07万
986,688695,中创股份,29.54,5.01%,9.45%,1246.58万
987,688176,亚虹医药,12.37,5.01%,11.19%,-250.66万
988,2444,巨星科技,37.28,5.01%,3.60%,-691.02万
989,300970,华绿生物,21.65,5.00%,25.84%,-283.98万
990,688553,汇宇制药,21.63,5.00%,10.57%,1910.81万
991,2349,精华制药,7.78,4.99%,9.22%,2329.39万
992,60,中金岭南,6.52,4.99%,15.43%,7531.10万
993,301163,宏德股份,28.67,4.98%,11.29%,485.95万
994,688670,金迪克,22.15,4.98%,10.91%,-199.07万
995,601222,林洋能源,5.9,4.98%,5.65%,5459.48万
996,601933,永辉超市,5.28,4.97%,31.04%,10.81亿
997,300873,海晨股份,23.44,4.97%,12.64%,534.35万
998,688287,*ST观典,6.35,4.96%,6.02%,-224.53万
999,301413,安培龙,142.12,4.96%,35.90%,7349.97万
1000,688136,科兴制药,36.0,4.96%,6.51%,-1014.65万
1001,301390,经纬股份,36.29,4.95%,8.55%,157.81万
1002,300751,迈为股份,223.33,4.95%,31.62%,1.67亿
1003,688363,华熙生物,47.34,4.94%,4.91%,-4728.39万
1004,300601,康泰生物,16.16,4.94%,6.95%,2645.78万
1005,688193,仁度生物,52.14,4.93%,5.14%,1267.75万
1006,688178,万德斯,25.35,4.93%,5.40%,1042.41万
1007,600312,平高电气,19.78,4.93%,9.50%,8554.15万
1008,301141,中科磁业,59.89,4.92%,63.95%,-4106.16万
1009,603009,北特科技,49.27,4.92%,15.06%,8728.15万
1010,300513,恒实科技,10.88,4.92%,22.24%,1929.51万
1011,630,铜陵有色,5.98,4.91%,13.14%,4.18亿
1012,605066,天正电气,7.94,4.89%,17.61%,4410.04万
1013,688067,爱威科技,27.05,4.89%,7.27%,990.00万
1014,300757,罗博特科,282.46,4.88%,20.39%,1.36亿
1015,300683,海特生物,30.93,4.88%,19.41%,-3888.81万
1016,2900,哈三联,13.55,4.88%,15.06%,1915.99万
1017,301019,宁波色母,25.65,4.87%,19.16%,-1555.12万
1018,2706,良信股份,11.67,4.85%,21.76%,1.39亿
1019,301166,优宁维,32.5,4.84%,8.67%,1050.51万
1020,300955,嘉亨家化,41.13,4.84%,19.65%,480.73万
1021,300853,申昊科技,22.31,4.84%,12.43%,66.00万
1022,300390,天华新能,54.85,4.84%,22.50%,3.16亿
1023,300231,银信科技,11.26,4.84%,15.92%,1567.06万
1024,600696,*ST岩石,3.04,4.83%,5.58%,832.61万
1025,688226,威腾电气,40.88,4.82%,12.92%,5747.45万
1026,600499,科达制造,14.8,4.82%,5.39%,3993.00万
1027,2174,游族网络,13.48,4.82%,17.70%,2.15亿
1028,300473,德尔股份,31.62,4.81%,15.61%,2598.34万
1029,300407,凯发电气,12.42,4.81%,18.09%,-1391.76万
1030,688177,百奥泰,25.76,4.80%,2.52%,-322.08万
1031,1233,海安集团,67.8,4.79%,56.34%,7761.54万
1032,688468,科美诊断,8.09,4.79%,5.62%,1967.35万
1033,688060,云涌科技,45.4,4.78%,3.18%,534.14万
1034,2721,金一文化,3.29,4.78%,8.79%,1589.10万
1035,2591,恒大高新,7.24,4.78%,44.23%,2110.74万
1036,300545,联得装备,33.58,4.77%,39.73%,-595.87万
1037,2161,远望谷,7.9,4.77%,19.48%,9550.62万
1038,688653,康希通信,13.65,4.76%,16.37%,3120.05万
1039,2713,*ST东易,11.44,4.76%,3.33%,-2679.27万
1040,2841,视源股份,42.13,4.75%,4.28%,7017.92万
1041,2416,爱施德,13.46,4.75%,14.79%,8106.12万
1042,301362,民爆光电,44.88,4.74%,14.28%,741.15万
1043,603969,银龙股份,10.86,4.73%,13.73%,4575.98万
1044,2284,亚太股份,16.37,4.73%,17.75%,-414.12万
1045,301393,昊帆生物,54.99,4.72%,11.70%,2400.84万
1046,2178,延华智能,6.88,4.72%,18.53%,4381.22万
1047,688385,复旦微电,89.42,4.71%,15.91%,1.54亿
1048,603823,百合花,16.45,4.71%,7.77%,2041.20万
1049,688355,明志科技,19.15,4.70%,5.07%,1090.96万
1050,688557,兰剑智能,39.45,4.70%,8.34%,6047.12万
1051,600977,中国电影,16.71,4.70%,11.34%,1.12亿
1052,300015,爱尔眼科,11.84,4.69%,4.43%,1.96亿
1053,603703,盛洋科技,17.46,4.68%,81.01%,-5.55亿
1054,300469,信息发展,71.25,4.67%,14.72%,-7287.67万
1055,300348,长亮科技,15.45,4.67%,23.18%,2.67亿
1056,2443,金洲管道,8.51,4.67%,22.13%,-3846.77万
1057,688297,中无人机,53.01,4.66%,11.53%,1.68亿
1058,2524,光正眼科,4.49,4.66%,10.75%,-412.00万
1059,2270,华明装备,28.28,4.66%,4.74%,-5734.93万
1060,688691,灿芯股份,120.29,4.65%,44.08%,1.29亿
1061,1296,长江材料,28.15,4.65%,53.86%,-1411.72万
1062,300257,开山股份,14.85,4.65%,4.23%,3085.66万
1063,1219,青岛食品,14.89,4.64%,23.35%,-9927.68万
1064,688600,皖仪科技,28.72,4.63%,9.13%,258.66万
1065,300748,金力永磁,37.14,4.62%,24.36%,2734.20万
1066,688450,光格科技,30.19,4.61%,6.78%,635.16万
1067,1299,美能能源,13.38,4.61%,15.99%,-1482.05万
1068,300905,宝丽迪,35.4,4.61%,16.59%,2084.36万
1069,600728,佳都科技,7.04,4.61%,21.78%,7530.52万
1070,600410,华胜天成,20.18,4.61%,86.95%,3.43亿
1071,2237,恒邦股份,14.52,4.61%,12.68%,1.18亿
1072,300915,海融科技,25.26,4.60%,9.45%,2048.85万
1073,600988,赤峰黄金,31.81,4.60%,12.79%,4.84亿
1074,2240,盛新锂能,37.51,4.60%,23.88%,1.58亿
1075,2090,金智科技,12.95,4.60%,29.81%,-6967.30万
1076,301515,港通医疗,26.65,4.59%,60.72%,-8037.91万
1077,603530,神马电力,45.08,4.59%,7.13%,-5211.39万
1078,300314,戴维医疗,14.13,4.59%,16.13%,1903.41万
1079,300155,安居宝,7.06,4.59%,21.21%,1655.98万
1080,2344,海宁皮城,5.01,4.59%,8.73%,2528.87万
1081,300493,润欣科技,21.91,4.58%,38.40%,4.35亿
1082,2193,如意集团,5.48,4.58%,12.45%,908.52万
1083,300292,吴通控股,4.81,4.57%,16.72%,5794.96万
1084,2561,徐家汇,9.64,4.56%,19.87%,-569.39万
1085,600446,金证股份,17.2,4.56%,14.19%,1.76亿
1086,603272,联翔股份,21.59,4.55%,12.06%,928.29万
1087,603165,荣晟环保,13.32,4.55%,5.60%,1045.70万
1088,603400,华之杰,56.68,4.54%,24.62%,-2122.43万
1089,301108,洁雅股份,35.95,4.54%,7.37%,-946.84万
1090,301329,信音电子,25.14,4.53%,69.58%,-1096.64万
1091,301386,未来电器,25.63,4.53%,28.06%,-118.77万
1092,301015,百洋医药,25.83,4.53%,5.20%,1174.90万
1093,603755,日辰股份,38.78,4.53%,8.12%,2515.41万
1094,603500,祥和实业,12.68,4.53%,8.29%,991.10万
1095,603261,*ST立航,27.77,4.52%,10.96%,-2351.02万
1096,300453,三鑫医疗,9.48,4.52%,10.72%,482.94万
1097,2530,金财互联,11.09,4.52%,27.30%,7635.53万
1098,301085,亚康股份,57.7,4.51%,24.92%,7613.75万
1099,820,*ST节能,3.71,4.51%,12.15%,-2531.71万
1100,2850,科达利,161.68,4.51%,12.05%,-4566.24万
1101,2664,信质集团,24.58,4.51%,14.65%,-7078.36万
1102,688681,科汇股份,18.85,4.49%,6.11%,621.33万
1103,688576,西山科技,68.82,4.49%,10.43%,691.37万
1104,301009,可靠股份,13.51,4.49%,12.46%,1618.00万
1105,688180,君实生物,39.35,4.49%,5.59%,3788.76万
1106,300199,翰宇药业,20.49,4.49%,26.09%,7955.95万
1107,600491,龙元建设,3.03,4.48%,9.70%,-576.72万
1108,300730,科创信息,14.47,4.48%,26.25%,2073.62万
1109,2353,杰瑞股份,76.49,4.48%,7.53%,-1.10亿
1110,301089,拓新药业,30.6,4.47%,14.65%,4336.90万
1111,603298,杭叉集团,28.03,4.47%,2.17%,5677.08万
1112,688531,日联科技,71.4,4.46%,11.79%,1089.86万
1113,301439,泓淋电力,15.92,4.46%,12.69%,2135.96万
1114,603825,ST华扬,9.6,4.46%,10.04%,-899.15万
1115,600201,生物股份,17.35,4.46%,15.76%,5368.60万
1116,2177,御银股份,9.14,4.46%,123.41%,-7229.66万
1117,688765,禾元生物,82.2,4.45%,40.09%,-1.08亿
1118,600505,西昌电力,14.09,4.45%,11.49%,1182.26万
1119,300651,金陵体育,22.06,4.45%,27.20%,3590.61万
1120,2707,众信旅游,7.51,4.45%,15.42%,1739.18万
1121,300872,天阳科技,21.18,4.44%,20.21%,7774.36万
1122,603206,嘉环科技,18.6,4.44%,9.81%,612.76万
1123,600101,明星电力,9.89,4.44%,14.07%,2245.67万
1124,2380,科远智慧,30.87,4.43%,30.86%,6191.98万
1125,300811,铂科新材,78.23,4.42%,17.31%,-7084.70万
1126,600392,盛和资源,23.65,4.42%,16.69%,4.21亿
1127,300171,东富龙,17.78,4.40%,11.71%,8445.26万
1128,300150,世纪瑞尔,5.7,4.40%,14.10%,1325.13万
1129,2888,惠威科技,20.66,4.40%,29.62%,-2562.34万
1130,32,深桑达A,22.09,4.40%,12.29%,2.53亿
1131,802,北京文化,4.76,4.39%,17.97%,4823.71万
1132,688115,思林杰,66.92,4.37%,5.80%,1117.44万
1133,600938,中国海油,29.63,4.37%,5.36%,5.02亿
1134,688175,高凌信息,30.6,4.37%,8.02%,-788.01万
1135,300209,有棵树,5.73,4.37%,18.38%,-2075.98万
1136,300833,浩洋股份,43.76,4.36%,5.94%,1996.25万
1137,301550,斯菱智驱,180.0,4.35%,22.03%,3.76亿
1138,601968,宝钢包装,5.53,4.34%,5.20%,636.97万
1139,600850,电科数字,32.91,4.34%,21.81%,1.19亿
1140,300269,联建光电,8.42,4.34%,82.13%,-8427.50万
1141,600111,北方稀土,50.81,4.31%,14.55%,21.08亿
1142,300311,ST任子行,4.84,4.31%,8.50%,1436.84万
1143,603456,九洲药业,19.65,4.30%,9.56%,4273.95万
1144,688489,三未信安,47.84,4.29%,4.71%,2031.88万
1145,300822,贝仕达克,17.01,4.29%,6.30%,1190.69万
1146,300942,易瑞生物,10.21,4.29%,5.87%,1080.28万
1147,603966,法兰泰克,13.61,4.29%,13.24%,-875.06万
1148,688108,赛诺医疗,23.59,4.29%,26.76%,-1.50亿
1149,2109,兴化股份,3.89,4.29%,5.01%,862.66万
1150,300845,捷安高科,11.93,4.28%,16.89%,1964.19万
1151,300408,三环集团,49.0,4.28%,5.57%,1.51亿
1152,300278,华昌达,6.34,4.28%,16.38%,7691.90万
1153,300188,国投智能,15.43,4.26%,14.08%,2.05亿
1154,301193,家联科技,22.79,4.25%,9.82%,374.27万
1155,605319,无锡振华,22.31,4.25%,5.72%,-3157.96万
1156,2747,埃斯顿,25.09,4.24%,17.13%,8151.32万
1157,2978,安宁股份,37.4,4.24%,11.83%,4974.72万
1158,600428,中远海特,7.38,4.24%,5.70%,1.12亿
1159,300396,迪瑞医疗,13.76,4.24%,6.01%,817.26万
1160,300382,斯莱克,16.22,4.24%,14.62%,828.32万
1161,300948,冠中生态,25.62,4.23%,30.07%,-4007.51万
1162,2439,启明星辰,15.29,4.23%,14.26%,1.69亿
1163,688619,罗普特,14.56,4.22%,7.72%,824.27万
1164,300969,恒帅股份,139.9,4.22%,20.01%,1.18亿
1165,688377,迪威尔,38.61,4.21%,5.10%,4169.58万
1166,600579,中化装备,8.91,4.21%,12.06%,-9409.07万
1167,300932,三友联众,12.89,4.20%,16.76%,-388.55万
1168,600757,长江传媒,9.21,4.19%,5.33%,1.37亿
1169,300510,金冠股份,4.48,4.19%,12.78%,4204.18万
1170,300668,杰恩设计,31.17,4.18%,26.11%,1548.44万
1171,2683,广东宏大,50.61,4.18%,10.08%,2.52亿
1172,2176,江特电机,10.46,4.18%,17.37%,9452.95万
1173,688621,阳光诺和,75.7,4.16%,13.20%,8193.26万
1174,603173,福斯达,45.41,4.15%,20.93%,-1857.19万
1175,2236,大华股份,20.09,4.15%,13.03%,1.64亿
1176,665,湖北广电,6.03,4.15%,21.57%,3210.52万
1177,300981,中红医疗,13.59,4.14%,4.71%,-490.95万
1178,601628,中国人寿,51.03,4.14%,0.28%,-1.34亿
1179,2773,康弘药业,34.75,4.14%,6.71%,-1.38亿
1180,901,航天科技,31.5,4.13%,58.04%,12.18亿
1181,301129,瑞纳智能,26.0,4.12%,11.46%,-119.32万
1182,300295,三六五网,13.66,4.12%,22.06%,3969.77万
1183,2908,德生科技,10.86,4.12%,40.80%,2708.81万
1184,2756,永兴材料,56.31,4.12%,12.63%,6801.31万
1185,301314,科瑞思,45.1,4.11%,19.74%,1397.60万
1186,603949,雪龙集团,19.23,4.11%,5.76%,2902.50万
1187,603829,洛凯股份,24.08,4.11%,22.89%,-3432.42万
1188,600845,宝信软件,23.8,4.11%,11.28%,9916.33万
1189,600126,杭钢股份,8.87,4.11%,9.16%,1.12亿
1190,301571,国科天成,61.68,4.10%,20.85%,-1452.32万
1191,301327,华宝新能,62.87,4.09%,16.01%,-3297.07万
1192,2703,浙江世宝,27.76,4.09%,71.06%,-6.02亿
1193,603156,养元饮品,32.62,4.08%,3.02%,-2493.20万
1194,668,*ST荣控,11.73,4.08%,9.08%,1855.19万
1195,50,深天马A,9.96,4.08%,13.86%,-4.06亿
1196,688633,星球石墨,25.34,4.07%,3.07%,1485.13万
1197,300879,大叶股份,30.72,4.07%,8.71%,4438.16万
1198,688189,南新制药,8.94,4.07%,11.65%,-99.07万
1199,600756,浪潮软件,19.93,4.07%,48.85%,-1075.39万
1200,300543,朗科智能,11.52,4.07%,14.81%,898.35万
1201,2755,奥赛康,18.93,4.07%,8.21%,-985.32万
1202,300813,泰林生物,26.89,4.06%,19.06%,-598.73万
1203,601020,华钰矿业,29.76,4.06%,16.69%,-2563.36万
1204,2268,电科网安,22.29,4.06%,23.93%,1.04亿
1205,531,穗恒运A,6.92,4.06%,7.17%,-1550.10万
1206,600382,广东明珠,7.7,4.05%,9.17%,2131.02万
1207,300603,立昂技术,10.53,4.05%,14.78%,1865.49万
1208,300928,华安鑫创,32.95,4.04%,18.21%,2621.86万
1209,603901,永创智能,15.21,4.04%,9.75%,-1289.07万
1210,2597,金禾实业,21.91,4.04%,6.97%,4526.11万
1211,301130,西点药业,30.73,4.03%,9.37%,-836.05万
1212,565,渝三峡A,7.74,4.03%,15.47%,2974.20万
1213,301137,哈焊华通,61.79,4.01%,44.00%,-5675.70万
1214,300911,亿田智能,37.31,4.01%,8.78%,135.03万
1215,2189,中光学,24.63,4.01%,12.40%,7500.13万
1216,301267,华厦眼科,19.23,4.00%,3.31%,2827.51万
1217,301136,招标股份,21.32,4.00%,51.71%,-8817.15万
1218,603938,三孚股份,23.9,4.00%,36.52%,-4.35亿
1219,300249,依米康,15.85,4.00%,35.69%,3077.61万
1220,688330,宏力达,40.1,3.99%,7.53%,1965.44万
1221,601519,大智慧,14.6,3.99%,16.34%,3.80亿
1222,688529,豪森智能,19.87,3.98%,4.01%,1293.66万
1223,2575,群兴玩具,6.53,3.98%,23.31%,254.74万
1224,688522,纳睿雷达,43.99,3.97%,42.40%,-1299.25万
1225,2361,神剑股份,16.48,3.97%,110.80%,-7.82亿
1226,600362,江西铜业,57.21,3.96%,10.20%,2.67亿
1227,690,宝新能源,4.46,3.96%,10.65%,4136.41万
1228,301199,迈赫股份,25.02,3.95%,26.93%,-4701.17万
1229,300828,锐新科技,17.66,3.94%,21.75%,794.65万
1230,600586,金晶科技,6.33,3.94%,16.64%,-2.73亿
1231,603887,城地香江,14.8,3.93%,14.53%,8423.98万
1232,600476,湘邮科技,16.94,3.93%,9.39%,17.17万
1233,554,泰山石油,6.87,3.93%,35.81%,1905.03万
1234,600888,新疆众和,8.75,3.92%,9.82%,3828.80万
1235,600621,华鑫股份,16.19,3.92%,11.44%,6357.75万
1236,300523,辰安科技,25.17,3.92%,10.29%,2460.57万
1237,300941,创识科技,23.87,3.92%,39.17%,536.28万
1238,2920,德赛西威,138.02,3.92%,9.89%,-2.99亿
1239,688185,康希诺,69.11,3.91%,6.61%,-1065.30万
1240,600638,新黄浦,6.91,3.91%,7.37%,508.89万
1241,605299,舒华体育,11.98,3.90%,12.26%,184.66万
1242,300479,神思电子,19.98,3.90%,13.87%,5031.37万
1243,783,长江证券,8.79,3.90%,6.01%,2.08亿
1244,301469,恒达新材,32.08,3.89%,25.84%,-1692.16万
1245,688026,洁特生物,17.38,3.89%,5.18%,-32.94万
1246,301058,中粮科工,11.52,3.88%,8.11%,4182.55万
1247,2015,协鑫能科,10.71,3.88%,6.48%,-1697.52万
1248,300286,安科瑞,26.54,3.87%,16.87%,3655.48万
1249,603916,苏博特,11.02,3.86%,27.61%,909.74万
1250,603883,老百姓,15.59,3.86%,6.40%,7756.50万
1251,933,神火股份,30.43,3.86%,5.76%,4772.17万
1252,300118,东方日升,18.07,3.85%,80.28%,-3.13亿
1253,2907,华森制药,15.91,3.85%,6.66%,895.10万
1254,688092,爱科科技,28.14,3.84%,7.50%,-62.21万
1255,2432,九安医疗,42.6,3.83%,9.73%,1.86亿
1256,688659,元琛科技,10.06,3.82%,5.53%,177.34万
1257,301221,光庭信息,61.37,3.82%,29.27%,2668.32万
1258,2227,奥特迅,12.76,3.82%,9.25%,374.05万
1259,600995,南网储能,13.35,3.81%,1.95%,-718.05万
1260,300858,科拓生物,18.03,3.80%,9.89%,-1738.87万
1261,300836,佰奥智能,57.84,3.80%,10.42%,1790.47万
1262,603693,江苏新能,12.56,3.80%,2.32%,1166.77万
1263,603116,红蜻蜓,6.55,3.80%,10.83%,4342.29万
1264,603095,越剑智能,17.48,3.80%,9.43%,-1743.98万
1265,688805,健信超导,47.95,3.79%,69.99%,-5573.63万
1266,688257,新锐股份,41.36,3.79%,10.45%,2545.92万
1267,2188,中天服务,6.57,3.79%,30.01%,588.03万
1268,600558,大西洋,6.58,3.79%,25.59%,1279.47万
1269,300631,久吾高科,30.98,3.79%,15.61%,-185.83万
1270,300159,*ST新研,3.29,3.79%,10.68%,-3454.90万
1271,2099,海翔药业,7.12,3.79%,11.08%,-806.83万
1272,300347,泰格医药,62.9,3.78%,8.42%,1.95亿
1273,688077,大地熊,33.32,3.77%,14.95%,1033.18万
1274,603683,晶华新材,27.55,3.77%,14.99%,5481.28万
1275,603613,国联股份,29.45,3.77%,8.19%,1.49亿
1276,600645,中源协和,27.8,3.77%,10.25%,-1693.08万
1277,300609,汇纳科技,44.41,3.76%,20.92%,5535.68万
1278,300125,*ST聆达,7.46,3.76%,7.61%,-1019.06万
1279,2542,中化岩土,3.86,3.76%,24.40%,-639.33万
1280,605007,五洲特纸,13.83,3.75%,9.98%,-2844.39万
1281,2940,昂利康,36.93,3.74%,31.20%,2726.34万
1282,1331,胜通能源,62.28,3.73%,47.84%,4534.11万
1283,603216,梦天家居,44.8,3.73%,6.81%,778.51万
1284,605100,华丰股份,47.87,3.73%,9.54%,1466.82万
1285,2114,罗平锌电,9.17,3.73%,25.57%,-1863.38万
1286,715,中兴商业,6.39,3.73%,15.58%,3938.07万
1287,688583,思看科技,100.86,3.72%,30.25%,1526.80万
1288,2351,漫步者,12.82,3.72%,15.82%,5687.22万
1289,2010,传化智联,6.41,3.72%,7.35%,7147.21万
1290,301198,喜悦智行,13.7,3.71%,10.75%,463.32万
1291,301195,北路智控,36.62,3.71%,14.28%,1376.02万
1292,301080,百普赛斯,59.84,3.71%,4.79%,2452.11万
1293,688618,三旺通信,33.79,3.71%,15.68%,-3680.23万
1294,300860,锋尚文化,30.19,3.71%,21.03%,880.33万
1295,301318,维海德,29.72,3.70%,11.51%,-305.93万
1296,300122,智飞生物,20.19,3.70%,7.56%,2996.91万
1297,300128,锦富技术,7.87,3.69%,15.73%,-4524.89万
1298,601901,方正证券,8.18,3.68%,5.40%,2.19亿
1299,300482,万孚生物,20.91,3.67%,6.21%,4723.17万
1300,300333,兆日科技,11.87,3.67%,18.19%,5450.07万
1301,2301,齐心集团,8.19,3.67%,15.15%,660.13万
1302,925,众合科技,9.35,3.66%,37.05%,-3.18亿
1303,301225,恒勃股份,153.19,3.65%,25.96%,3165.89万
1304,2063,远光软件,6.53,3.65%,13.50%,1.09亿
1305,301305,朗坤科技,25.91,3.64%,31.48%,1480.49万
1306,300896,爱美客,151.31,3.64%,8.64%,-1.37亿
1307,300541,先进数通,15.65,3.64%,23.53%,6441.98万
1308,300463,迈克生物,11.95,3.64%,6.89%,4736.31万
1309,300049,福瑞医科,83.49,3.64%,11.54%,1.40亿
1310,603132,金徽股份,15.69,3.63%,2.47%,-471.75万
1311,601921,浙版传媒,8.28,3.63%,3.70%,1.13亿
1312,42,中洲控股,8.56,3.63%,4.64%,-2411.81万
1313,603917,合力科技,14.86,3.63%,15.25%,2478.09万
1314,600798,宁波海运,3.71,3.63%,7.19%,2314.87万
1315,300365,恒华科技,6.85,3.63%,14.13%,1161.73万
1316,2663,普邦股份,2.0,3.63%,13.95%,6275.71万
1317,301135,瑞德智能,29.45,3.62%,11.13%,260.17万
1318,600814,杭州解百,8.31,3.62%,10.68%,5289.11万
1319,300449,汉邦高科,7.72,3.62%,8.80%,685.21万
1320,300659,中孚信息,16.38,3.61%,25.92%,-1300.28万
1321,2269,美邦服饰,2.01,3.61%,16.76%,1.03亿
1322,600847,万里股份,12.39,3.60%,5.97%,-75.17万
1323,688220,翱捷科技,92.7,3.59%,9.08%,2.60亿
1324,603578,三星新材,12.7,3.59%,6.54%,-1277.03万
1325,600825,新华传媒,6.93,3.59%,15.14%,8027.12万
1326,600715,文投控股,2.31,3.59%,6.89%,3739.68万
1327,300039,上海凯宝,6.34,3.59%,11.01%,6369.98万
1328,603718,海利生物,6.66,3.58%,7.76%,240.41万
1329,300598,诚迈科技,49.2,3.58%,20.24%,1.03亿
1330,546,金圆股份,6.95,3.58%,35.50%,894.39万
1331,300678,中科信息,35.96,3.57%,30.12%,9011.92万
1332,300180,华峰超纤,6.97,3.57%,13.90%,8417.41万
1333,2798,帝欧水华,6.38,3.57%,7.80%,21.95万
1334,2497,雅化集团,24.36,3.57%,21.67%,2.47亿
1335,688599,天合光能,19.22,3.56%,11.95%,-1.68亿
1336,600137,浪莎股份,19.77,3.56%,7.51%,1678.36万
1337,600380,健康元,12.21,3.56%,4.03%,9052.37万
1338,688161,威高骨科,30.95,3.55%,1.69%,2303.50万
1339,301156,美农生物,18.69,3.55%,8.18%,-18.71万
1340,603596,伯特利,56.89,3.55%,11.58%,-2.13亿
1341,600189,泉阳泉,7.29,3.55%,8.20%,3194.56万
1342,688610,埃科光电,69.56,3.54%,11.55%,-3261.95万
1343,688779,五矿新能,8.19,3.54%,8.89%,1245.39万
1344,600370,三房巷,2.63,3.54%,7.17%,718.25万
1345,2401,中远海科,16.98,3.54%,10.02%,3998.08万
1346,605080,浙江自然,24.31,3.53%,4.50%,-450.52万
1347,688003,天准科技,62.83,3.53%,14.43%,1.20亿
1348,600478,科力远,7.33,3.53%,12.17%,6624.97万
1349,300132,青松股份,8.79,3.53%,15.69%,782.17万
1350,2123,梦网科技,13.51,3.52%,40.12%,1.76亿
1351,600536,中国软件,48.95,3.51%,11.32%,4.70亿
1352,300077,国民技术,21.9,3.50%,19.25%,2184.54万
1353,300803,指南针,143.36,3.50%,20.25%,21.42亿
1354,543,皖能电力,8.58,3.50%,6.96%,548.87万
1355,300332,天壕能源,5.63,3.49%,11.01%,70.86万
1356,301376,致欧科技,19.04,3.48%,5.03%,2573.13万
1357,301529,福赛科技,125.82,3.48%,22.13%,1811.73万
1358,300628,亿联网络,37.18,3.48%,4.63%,5600.06万
1359,2075,沙钢股份,5.94,3.48%,11.02%,1.01亿
1360,301372,科净源,26.82,3.47%,12.36%,1098.38万
1361,301202,朗威股份,42.69,3.47%,24.30%,1125.80万
1362,600583,海油工程,5.97,3.47%,6.26%,1657.18万
1363,300664,鹏鹞环保,5.66,3.47%,10.32%,-775.90万
1364,301458,钧崴电子,34.68,3.46%,25.12%,3029.02万
1365,688510,航亚科技,31.36,3.46%,19.82%,962.48万
1366,300098,高新兴,6.58,3.46%,32.10%,6676.26万
1367,1301,尚太科技,84.59,3.45%,9.28%,1319.75万
1368,688173,希荻微,16.48,3.45%,10.27%,-3028.05万
1369,3030,祖名股份,20.68,3.45%,9.43%,-117.56万
1370,300503,昊志机电,62.9,3.45%,77.21%,9491.70万
1371,300277,海联讯,13.8,3.45%,13.94%,2978.82万
