code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600285,2026-09-11,2026-09-14,19.299,19.141,400,-0.82,trend_break
000915,2026-09-11,2026-09-14,25.095,24.705,300,-1.55,trend_break
600900,2026-09-11,2026-09-14,28.128,28.601,100,1.68,take_band
603042,2026-09-11,2026-09-14,15.325,16.154,100,5.41,take_partial_final
002667,2026-09-11,2026-09-15,18.378,19.301,100,5.02,take_partial
601997,2026-09-11,2026-09-15,5.716,5.614,1400,-1.77,trend_break
000017,2026-09-11,2026-09-15,7.628,7.173,200,-5.96,trend_break
600415,2026-09-11,2026-09-15,12.132,11.578,100,-4.56,trend_break
002667,2026-09-11,2026-09-16,18.378,19.73,400,7.36,take_partial_final
000088,2026-09-11,2026-09-18,4.655,4.476,500,-3.85,trend_break
