股票代码,股票名称,建议买入价
002746,仙坛股份,5.83
600223,福瑞达,7.46
603238,诺邦股份,18.52
601857,中国石油,7.75
600508,上海能源,8.34
000915,华特达因,28.56
001205,盛航股份,15.76
605183,确成股份,18.92
605377,华旺科技,8.55
600315,上海家化,25.21
601156,东航物流,14.31
603619,中曼石油,18.31
601225,陕西煤业,19.05
601918,新集能源,6.1
000534,万泽股份,15.18
002262,恩华药业,24.63
002322,理工能科,12.2
600196,复星医药,28.78
600219,南山铝业,3.48
000975,山金国际,19.8
601898,中煤能源,10.82
