code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600737,2025-08-25,2025-08-26,14.514,16.204,100,11.64,take_partial
600737,2025-08-25,2025-08-26,14.514,16.204,300,11.64,take_pct
600629,2025-08-25,2025-08-29,12.102,12.597,100,4.09,take_partial
600658,2025-08-25,2025-08-29,7.558,6.417,700,-15.09,stop_hard
600196,2025-08-25,2025-08-29,27.738,28.322,100,2.11,take_band
600276,2025-08-25,2025-09-01,64.785,68.002,100,4.97,take_partial_final
600629,2025-08-25,2025-09-01,12.102,12.857,300,6.24,take_partial_final
600749,2025-08-25,2025-09-03,24.825,26.334,100,6.08,take_partial
600749,2025-08-25,2025-09-03,24.825,26.334,100,6.08,take_pct
002396,2025-08-25,2025-09-04,26.526,22.525,200,-15.09,stop_hard
600967,2025-08-25,2025-09-05,25.405,18.801,200,-26.0,stop_hard
601288,2025-08-25,2025-09-08,7.047,7.003,800,-0.63,max_hold
603269,2025-08-25,2025-09-08,8.378,8.292,600,-1.03,max_hold
601089,2025-08-25,2025-09-08,25.596,22.577,300,-11.79,max_hold
600754,2025-08-25,2025-09-08,22.893,22.837,300,-0.24,max_hold
601658,2025-08-25,2025-09-08,5.926,5.964,1300,0.64,max_hold
601633,2025-08-25,2025-09-08,25.536,25.325,300,-0.83,max_hold
