股票代码,股票名称,综合分
000993,闽东电力,86.24
603997,继峰股份,86.04
002891,中宠股份,85.45
601169,北京银行,84.49
000089,深圳机场,83.41
601607,上海医药,83.39
600132,重庆啤酒,82.39
300209,行云科技,81.96
000786,北新建材,80.88
600332,白云山,79.19
600287,苏豪时尚,79.0
600861,北京人力,78.77
002327,富安娜,78.39
600195,中牧股份,78.29
601963,重庆银行,77.45
001356,富岭股份,77.4
002019,亿帆医药,77.18
000534,万泽股份,76.76
002319,乐通股份,76.36
002668,TCL智家,76.18
600642,申能股份,76.09
002614,奥佳华,75.87
300786,国林科技,75.33
600028,中国石化,75.1
600015,华夏银行,74.71
000423,东阿阿胶,73.91
600461,洪城环境,72.8
600193,,72.5
603299,苏盐井神,72.0
300477,ST合纵,71.79
600742,富维股份,71.74
600161,天坛生物,71.34
002453,华软科技,71.08
002919,名臣健康,71.03
600609,金杯汽车,70.93
600016,民生银行,70.92
301175,中科环保,70.69
600538,国发股份,70.67
603801,志邦家居,70.38
600269,赣粤高速,69.63
