code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002655,2026-05-06,2026-05-07,31.662,35.744,100,12.89,take_partial
600396,2026-05-06,2026-05-07,10.09,11.988,200,18.81,take_partial
603738,2026-05-06,2026-05-07,38.388,42.667,100,11.15,take_partial
603031,2026-05-06,2026-05-07,42.232,46.583,100,10.3,take_partial_final
002655,2026-05-06,2026-05-07,31.662,35.744,100,12.89,take_pct
600396,2026-05-06,2026-05-07,10.09,11.988,600,18.81,take_band
603738,2026-05-06,2026-05-07,38.388,42.667,100,11.15,take_band
601288,2026-05-06,2026-05-07,6.787,6.733,1300,-0.79,trend_break
600118,2026-05-06,2026-05-07,101.901,106.982,100,4.99,take_partial_final
000526,2026-05-06,2026-05-07,35.335,35.185,200,-0.43,trend_break
600330,2026-05-06,2026-05-08,27.127,29.131,100,7.39,take_partial
002297,2026-05-06,2026-05-08,24.524,25.684,100,4.73,take_partial
600330,2026-05-06,2026-05-08,27.127,29.131,100,7.39,take_band
002297,2026-05-06,2026-05-08,24.524,25.684,200,4.73,take_band
001298,2026-05-06,2026-05-18,23.724,23.516,200,-0.87,max_hold
000921,2026-05-06,2026-05-18,22.943,22.927,300,-0.07,max_hold
600292,2026-05-06,2026-05-18,15.445,14.635,700,-5.24,max_hold
