股票代码,股票名称,综合分
600930,华电新能,69.73
603606,东方电缆,69.25
603021,*ST华鹏,69.19
601127,赛力斯,69.14
600530,交大昂立,69.11
600115,中国东航,69.05
600029,南方航空,69.01
600035,楚天高速,68.79
300910,瑞丰新材,68.53
000404,长虹华意,68.53
000793,*ST华闻,68.52
600269,赣粤高速,68.5
001289,龙源电力,68.35
000521,长虹美菱,68.34
600977,XD中国电,68.32
002670,国盛证券,68.26
601111,中国国航,68.22
603187,海容冷链,68.15
601868,中国能建,68.08
600166,福田汽车,68.06
601021,春秋航空,67.89
603213,镇洋发展,67.84
600905,三峡能源,67.83
603262,技源集团,67.74
002011,盾安环境,67.71
000825,太钢不锈,67.64
000958,电投产融,67.62
002206,海 利 得,67.56
002233,塔牌集团,67.54
002039,黔源电力,67.41
601669,中国电建,67.35
688775,影石创新,67.3
601985,中国核电,67.29
600009,上海机场,67.16
603194,中力股份,67.14
000531,穗恒运Ａ,67.06
603515,欧普照明,67.06
600461,洪城环境,67.05
600285,羚锐制药,67.05
600179,安通控股,67.03
