code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002958,2026-07-29,2026-07-30,3.033,3.177,100,4.74,take_partial
600398,2026-07-29,2026-07-30,6.016,6.284,100,4.45,take_partial
601009,2026-07-29,2026-07-30,11.431,11.768,100,2.95,take_band
002958,2026-07-29,2026-07-30,3.033,3.177,500,4.74,take_band
600015,2026-07-29,2026-07-30,6.777,7.023,300,3.63,take_band
000001,2026-07-29,2026-07-30,11.201,11.598,100,3.55,take_band
600398,2026-07-29,2026-07-30,6.016,6.284,200,4.45,take_band
600018,2026-07-29,2026-07-30,5.165,5.265,700,1.93,take_band
601997,2026-07-29,2026-07-30,5.626,5.764,600,2.46,take_band
603580,2026-07-29,2026-08-03,54.683,48.073,100,-12.09,stop_hard
600901,2026-07-29,2026-08-05,6.476,6.211,1300,-4.1,stop_hard
