股票代码,股票名称,建议买入价
600196,复星医药,24.76
603298,杭叉集团,25.31
600315,上海家化,19.6
000060,中金岭南,6.72
000983,山西焦煤,6.79
002262,恩华药业,21.98
002746,仙坛股份,6.05
600031,三一重工,21.03
601600,中国铝业,12.69
601965,中国汽研,17.99
000729,燕京啤酒,12.19
600219,南山铝业,6.46
002534,西子洁能,18.31
000887,中鼎股份,19.15
600801,华新建材,22.36
002020,京新药业,14.87
