股票代码,股票名称,综合分
300631,久吾高科,100.0
600023,浙能电力,100.0
301096,百诚医药,100.0
603357,设计总院,100.0
600894,广日股份,100.0
300998,宁波方正,100.0
688657,浩辰软件,100.0
300061,旗天科技,100.0
002312,川发龙蟒,100.0
600283,钱江水利,97.39
688765,禾元生物,94.49
603038,华立股份,92.47
600930,华电新能,91.63
300211,*ST亿通,90.84
603075,热威股份,90.44
601127,赛力斯,88.4
002755,奥赛康,87.86
002749,国光股份,87.65
300045,华力创通,86.63
001300,三柏硕,86.36
000881,中广核技,85.56
300840,酷特智能,85.36
688373,盟科药业,85.27
600125,铁龙物流,84.53
002399,海普瑞,84.37
000813,德展健康,84.12
688081,兴图新科,83.37
300725,药石科技,83.27
000597,东北制药,82.99
600476,*ST湘邮,82.81
688180,君实生物,82.54
688221,前沿生物,82.53
002511,中顺洁柔,82.33
300256,星星科技,82.25
301015,百洋医药,82.21
002960,青鸟智控,82.21
300648,星云股份,81.6
300050,世纪鼎利,81.49
600966,博汇纸业,81.45
301075,多瑞医药,81.44
