序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
1,603626,科森科技,15.26,61.14%,82.54%,-992000000.0
2,605303,园林股份,20.04,61.09%,42.83%,-315000000.0
3,300767,震安科技,25.34,53.11%,89.87%,200000000.0
4,2177,御银股份,10.0,46.20%,121.59%,-1076000000.0
5,605028,世茂能源,29.55,46.00%,24.35%,-318000000.0
6,688702,盛科通信,130.0,43.95%,24.43%,-23903900.0
7,603101,汇嘉时代,11.45,43.48%,46.54%,-112999999.99999999
8,688577,浙海德曼,94.71,43.22%,18.05%,202000000.0
9,688521,芯原股份,149.82,41.79%,30.09%,307000000.0
10,300147,ST香雪,10.74,40.39%,44.78%,200000000.0
11,688519,南亚新材,75.75,39.48%,34.02%,-157000000.0
12,688319,欧林生物,33.17,38.27%,21.43%,200999999.99999997
13,688709,成都华微,47.04,36.23%,41.52%,124000000.0
14,2190,成飞集成,48.79,35.53%,72.57%,-707000000.0
15,300598,诚迈科技,59.35,34.92%,88.54%,-53667299.99999999
16,688256,寒武纪,1243.2,34.59%,14.42%,2991000000.0
17,617,中油资本,11.96,34.38%,20.69%,-2305000000.0
18,2052,同洲电子,20.25,34.28%,63.32%,-652000000.0
19,300730,科创信息,23.72,33.94%,214.55%,-254999999.99999997
20,2657,中科金财,47.17,33.55%,134.12%,-303000000.0
21,300153,科泰电源,47.21,32.28%,97.94%,305000000.0
22,63,中兴通讯,46.55,32.21%,46.90%,8055000000.0
23,603657,春光科技,44.46,32.20%,25.98%,-4696000.0
24,301165,锐捷网络,90.15,32.17%,98.17%,336000000.0
25,301128,强瑞技术,98.32,32.13%,66.72%,85739800.0
26,2871,伟隆股份,18.43,31.27%,105.63%,-18929900.0
27,688205,德科立,90.43,30.87%,46.22%,146000000.0
28,301002,崧盛股份,30.72,30.78%,59.77%,45715900.0
29,688167,炬光科技,130.0,30.59%,46.08%,359000000.0
30,600156,华升股份,9.5,30.32%,46.51%,-51536500.0
31,300995,奇德新材,60.38,30.05%,59.20%,47139700.0
32,300642,透景生命,25.97,29.53%,95.50%,98430300.0
33,300328,宜安科技,17.69,28.84%,115.26%,130000000.0
34,300803,指南针,141.33,28.63%,73.26%,1668000000.0
35,688489,三未信安,54.82,28.53%,46.14%,-79106200.0
36,2553,南方精工,34.34,28.42%,148.83%,-39696600.0
37,300004,南风股份,10.75,28.28%,111.13%,294000000.0
38,3009,中天火箭,62.54,28.23%,49.00%,-68008100.0
39,300049,福瑞股份,64.32,28.23%,61.49%,-421000000.0
40,600651,飞乐音响,7.9,27.83%,26.38%,-264000000.0
41,2272,川润股份,18.98,27.47%,169.47%,-1379000000.0
42,300893,松原安全,33.07,27.34%,36.59%,-167000000.0
43,2212,天融信,10.15,27.19%,23.62%,-1044000000.0
44,688652,京仪装备,79.99,26.21%,24.69%,190000000.0
45,688220,翱捷科技,113.45,26.13%,23.98%,473000000.00000006
46,300843,胜蓝股份,56.62,26.05%,69.70%,25339500.0
47,688372,伟测科技,80.62,25.42%,71.32%,657000000.0
48,600107,ST尔雅,5.43,25.40%,12.89%,-22619500.0
49,2378,章源钨业,12.16,25.23%,40.76%,-1016000000.0
50,2953,日丰股份,13.71,25.21%,54.41%,-75534800.0
51,799,酒鬼酒,63.34,25.10%,53.69%,-189000000.0
52,603021,ST华鹏,4.83,24.81%,26.94%,-14948100.0
53,301052,果麦文化,78.12,24.79%,46.96%,109000000.00000001
54,300499,高澜股份,32.16,24.75%,159.97%,-372000000.0
55,300323,华灿光电,9.73,24.27%,72.14%,331000000.0
56,300113,顺网科技,27.24,24.16%,40.79%,444000000.00000006
57,688007,光峰科技,20.56,24.00%,33.13%,271000000.0
58,688502,茂莱光学,438.0,23.92%,46.23%,102000000.0
59,2164,宁波东力,12.89,23.82%,103.34%,-405000000.0
60,1298,好上好,38.74,23.81%,146.27%,-405000000.0
61,3020,立方制药,38.48,23.69%,58.98%,5752800.0
62,603083,剑桥科技,66.25,23.65%,86.11%,-100000000.0
63,688798,艾为电子,93.82,23.64%,37.06%,118000000.0
64,300854,中兰环保,20.46,23.63%,50.92%,27110300.000000004
65,300418,昆仑万维,44.38,23.48%,35.45%,2296000000.0
66,688343,云天励飞,79.09,23.39%,41.66%,-340000000.0
67,603256,宏和科技,40.5,23.25%,21.82%,-202999999.99999997
68,300066,三川智慧,8.44,23.21%,85.58%,-220000000.00000003
69,603339,四方科技,16.32,23.17%,62.60%,-30662199.999999996
70,2518,科士达,35.49,23.14%,48.93%,103000000.0
71,2651,利君股份,15.88,23.10%,77.25%,309000000.0
72,300184,力源信息,12.8,23.08%,104.93%,848000000.0
73,688657,浩辰软件,59.21,23.05%,47.16%,-23613300.0
74,753,漳州发展,6.62,23.05%,38.18%,236000000.0
75,600111,北方稀土,47.95,22.95%,50.79%,4875000000.0
76,300345,华民股份,9.39,22.91%,98.86%,-626000000.0
77,688227,品高股份,39.43,22.80%,46.92%,35083700.0
78,603986,兆易创新,150.88,22.77%,39.95%,2766000000.0
79,603171,税友股份,60.01,22.62%,8.06%,119000000.0
80,300686,智动力,13.34,22.61%,105.05%,-349000000.0
81,300810,中科海讯,55.67,22.43%,90.87%,-264000000.0
82,301108,洁雅股份,32.35,22.40%,31.66%,84280600.0
83,300192,科德教育,21.59,22.25%,45.49%,-501999999.99999994
84,688656,浩欧博,137.8,22.05%,17.36%,156000000.0
85,600590,泰豪科技,12.19,22.02%,60.14%,-204000000.0
86,2674,兴业科技,14.64,22.00%,39.99%,-104000000.0
87,2600,领益智造,12.33,21.84%,41.41%,400000000.0
88,603377,ST东时,3.59,21.69%,0.20%,-4672800.0
89,688168,安博通,88.95,21.65%,20.16%,178000000.0
90,688598,金博股份,32.0,21.58%,31.39%,146000000.0
91,62,深圳华强,32.25,21.56%,45.28%,-299000000.0
92,300098,高新兴,6.28,21.24%,68.38%,345000000.0
93,688082,盛美上海,142.21,20.97%,6.74%,-206000000.0
94,688041,海光信息,186.06,20.93%,10.52%,-157000000.0
95,688370,丛麟科技,29.89,20.82%,61.27%,51032400.0
96,603038,华立股份,17.36,20.64%,63.46%,-189000000.0
97,2402,和而泰,36.14,20.55%,84.32%,133000000.0
98,676,智度股份,10.88,20.49%,44.60%,581000000.0
99,301075,多瑞医药,45.48,20.44%,42.38%,106000000.0
100,605376,博迁新材,50.55,20.44%,26.92%,63239799.99999999
101,601689,拓普集团,58.8,20.37%,22.23%,-632000000.0
102,3010,若羽臣,61.96,20.26%,36.25%,190000000.0
103,301189,奥尼电子,38.08,20.24%,29.79%,4252200.0
104,688152,麒麟信安,56.13,20.17%,69.33%,57256500.0
105,301448,开创电气,38.27,19.89%,35.71%,-69299300.0
106,600284,浦东建设,8.44,19.89%,19.33%,115999999.99999999
107,2369,卓翼科技,10.99,19.85%,103.07%,-124000000.0
108,300465,高伟达,20.01,19.82%,82.89%,774000000.0
109,2131,利欧股份,4.84,19.80%,128.86%,-651000000.0
110,3019,宸展光电,43.55,19.64%,53.64%,-314000000.0
111,536,华映科技,5.8,19.59%,54.35%,-543000000.0
112,688729,屹唐股份,28.21,19.58%,123.12%,-459999999.99999994
113,601778,晶科科技,4.28,19.55%,35.90%,318000000.0
114,600475,华光环能,25.92,19.50%,10.54%,-109000000.00000001
115,2289,*ST宇顺,29.86,19.44%,7.51%,30869699.999999996
116,300409,道氏技术,22.48,19.19%,67.50%,503000000.0
117,688098,申联生物,12.74,19.18%,46.72%,-284000000.0
118,300478,杭州高新,19.24,19.13%,55.39%,30720000.0
119,688035,德邦科技,58.26,18.78%,77.85%,41253700.0
120,2429,兆驰股份,5.52,18.71%,20.69%,-34102400.0
121,688183,生益电子,65.1,18.60%,18.94%,332000000.0
122,628,高新发展,61.33,18.58%,54.46%,-151000000.0
123,2217,合力泰,3.07,18.53%,21.27%,28336400.0
124,300433,蓝思科技,29.14,18.36%,12.70%,724000000.0
125,688003,天准科技,62.83,18.32%,26.87%,204999999.99999997
126,300339,润和软件,64.84,18.32%,86.22%,2005000000.0
127,688608,恒玄科技,275.0,18.28%,19.93%,507000000.0
128,300555,ST路通,10.89,18.24%,15.28%,34236800.0
129,600315,上海家化,25.74,18.13%,10.17%,104000000.0
130,688775,影石创新,264.99,18.08%,144.37%,-687000000.0
131,600490,鹏欣资源,5.69,18.05%,25.03%,112999999.99999999
132,600962,国投中鲁,23.96,18.03%,24.31%,-35460100.0
133,301369,联动科技,72.21,18.01%,68.31%,14366400.000000002
134,300491,通合科技,25.71,17.88%,71.10%,132000000.0
135,688332,中科蓝讯,119.71,17.82%,52.06%,161000000.0
136,603219,富佳股份,20.83,17.75%,22.97%,14414700.0
137,603373,安邦护卫,61.45,17.72%,46.20%,-29112800.000000004
138,2575,群兴玩具,9.32,17.68%,49.43%,-490000000.00000006
139,2468,申通快递,19.28,17.63%,16.34%,346000000.0
140,2168,*ST惠程,5.08,17.59%,12.32%,24285700.0
141,300225,*ST金泰,5.15,17.58%,35.38%,-7853800.0
142,688037,芯源微,141.04,17.57%,15.35%,211000000.0
143,1339,智微智能,63.88,17.56%,77.49%,206000000.0
144,688381,帝奥微,28.43,17.53%,59.91%,-117000000.0
145,301489,思泉新材,193.08,17.49%,88.01%,298000000.0
146,2396,星网锐捷,34.04,17.46%,24.57%,284000000.0
147,301008,宏昌科技,28.6,17.41%,59.76%,-145000000.0
148,300502,新易盛,273.81,17.41%,25.15%,1536000000.0
149,301617,博苑股份,48.7,17.35%,110.14%,71757400.0
150,600397,安源煤业,7.2,17.26%,37.47%,126000000.0
151,302132,中航成飞,99.36,17.20%,25.45%,1281000000.0
152,603040,新坐标,64.99,17.20%,12.19%,41078800.0
153,300029,*ST天龙,6.27,17.20%,25.94%,-15893699.999999998
154,301183,东田微,75.22,17.18%,105.78%,401999999.99999994
155,609,ST中迪,3.82,17.18%,11.46%,-16163500.0
156,300308,中际旭创,278.9,17.16%,18.68%,2494000000.0
157,688301,奕瑞科技,111.7,17.15%,11.15%,169000000.0
158,600637,东方明珠,9.37,17.12%,11.19%,-235000000.0
159,2141,贤丰控股,4.39,17.07%,52.91%,41838700.0
160,301392,汇成真空,190.2,17.04%,47.14%,225999999.99999997
161,600021,上海电力,13.76,17.01%,33.83%,-633000000.0
162,600728,佳都科技,6.82,16.98%,16.65%,-349000000.0
163,300236,上海新阳,57.31,16.96%,43.39%,93929300.0
164,600265,ST景谷,23.3,16.91%,5.90%,-229700.0
165,688066,航天宏图,26.65,16.89%,41.52%,174000000.0
166,600601,方正科技,7.89,16.89%,49.38%,-1413000000.0
167,300454,深信服,119.85,16.89%,17.17%,444000000.00000006
168,877,天山股份,6.58,16.87%,6.60%,268000000.00000003
169,301509,金凯生科,44.04,16.79%,103.25%,47227100.0
170,2158,汉钟精机,23.0,16.69%,61.67%,-541000000.0
171,688416,恒烁股份,49.42,16.67%,46.89%,128000000.0
172,300806,斯迪克,25.49,16.66%,57.76%,72529400.0
173,688629,华丰科技,70.12,16.61%,60.42%,360000000.0
174,688766,普冉股份,79.33,16.52%,25.92%,268000000.00000003
175,688099,晶晨股份,90.06,16.48%,22.55%,623000000.0
176,782,恒申新材,5.74,16.43%,46.07%,-62034900.0
177,688309,恒誉环保,27.09,16.42%,24.58%,-78457300.0
178,603601,再升科技,6.1,16.41%,80.88%,-436000000.00000006
179,605133,嵘泰股份,38.59,16.31%,23.63%,170000000.0
180,688718,唯赛勃,17.09,16.26%,11.75%,17629300.0
181,300559,佳发教育,14.53,16.24%,41.55%,206999999.99999997
182,301626,苏州天脉,167.89,16.23%,67.80%,-85857400.0
183,688206,概伦电子,37.91,16.22%,11.28%,69186100.0
184,977,浪潮信息,68.2,16.22%,52.30%,-49350000.0
185,688691,灿芯股份,84.05,16.16%,82.74%,225000000.0
186,688720,艾森股份,52.48,16.16%,60.47%,29593300.0
187,688486,龙迅股份,75.5,16.14%,46.38%,-81229600.0
188,301413,安培龙,113.75,16.13%,58.54%,-77088700.0
189,688169,石头科技,212.39,16.09%,13.79%,604000000.0
190,603158,腾龙股份,13.06,16.09%,109.91%,-429000000.0
191,300324,旋极信息,6.35,16.09%,89.83%,90061400.0
192,301041,金百泽,31.7,16.07%,88.09%,-225999999.99999997
193,688535,华海诚科,99.67,16.02%,51.05%,-41672900.0
194,603336,宏辉果蔬,9.49,16.01%,30.96%,-37977100.0
195,688388,嘉元科技,25.92,15.97%,30.13%,146000000.0
196,603106,恒银科技,12.86,15.96%,51.11%,-5962800.0
197,301345,涛涛车业,194.79,15.95%,34.35%,89273400.0
198,603088,宁波精达,10.7,15.93%,43.64%,56401300.0
199,301086,鸿富瀚,65.69,15.88%,64.10%,81846300.0
200,688120,华海清科,124.85,15.68%,13.72%,233000000.0
201,2476,宝莫股份,5.63,15.61%,63.99%,9270800.0
202,2428,云南锗业,26.88,15.56%,78.63%,-472000000.0
203,603389,*ST亚振,27.36,15.54%,10.18%,-130000000.0
204,605155,西大门,15.48,15.52%,29.82%,3100200.0
205,2197,ST证通,8.51,15.47%,22.60%,-32367800.000000004
206,688313,仕佳光子,64.76,15.44%,44.96%,1321000000.0
207,301235,华康洁净,33.86,15.37%,70.01%,-56176800.0
208,603950,长源东谷,28.14,15.33%,21.39%,-109000000.00000001
209,2838,道恩股份,28.62,15.31%,15.51%,-125000000.0
210,688195,腾景科技,62.17,15.30%,65.03%,-256999999.99999997
211,301192,泰祥股份,30.85,15.28%,22.66%,-13030700.0
212,2708,光洋股份,13.06,15.27%,44.65%,-71584400.0
213,605255,天普股份,29.3,15.26%,11.11%,-21645700.0
214,688400,凌云光,36.59,15.24%,26.38%,329000000.0
215,603187,海容冷链,14.69,15.22%,24.77%,31727000.0
216,600243,*ST海华,4.55,15.19%,34.55%,-82369400.0
217,603222,济民健康,10.26,15.15%,96.39%,-357000000.0
218,2207,准油股份,8.46,15.10%,77.59%,-35291500.0
219,605080,浙江自然,30.73,15.05%,17.22%,54923100.00000001
220,688351,微电生理,26.41,14.93%,35.97%,79568300.0
221,972,*ST中基,4.08,14.93%,20.50%,39877800.0
222,300752,隆利科技,26.26,14.92%,82.12%,61847600.0
223,2981,朝阳科技,34.7,14.79%,65.43%,-135000000.0
224,300469,信息发展,50.24,14.73%,31.27%,223000000.0
225,688083,中望软件,78.51,14.66%,11.59%,64591500.0
226,650,仁和药业,6.65,14.66%,32.46%,-470000000.0
227,300895,铜牛信息,54.68,14.61%,57.22%,-29956100.0
228,2281,光迅科技,59.92,14.61%,46.68%,905000000.0000001
229,603303,得邦照明,16.68,14.56%,5.25%,8341400.0
230,2231,*ST奥维,4.8,14.56%,54.63%,-89504300.0
231,721,西安饮食,10.17,14.53%,63.63%,-43985400.0
232,2273,水晶光电,25.36,14.49%,34.26%,345000000.0
233,600549,厦门钨业,27.47,14.46%,29.12%,885000000.0
234,2368,太极股份,30.04,14.44%,28.59%,486000000.00000006
235,2283,天润工业,7.23,14.40%,44.06%,-41461700.0
236,29,深深房A,27.52,14.38%,5.28%,-17645200.0
237,301321,翰博高新,18.19,14.33%,54.47%,-237000000.0
238,2241,歌尔股份,29.87,14.31%,32.36%,2668000000.0
239,600682,南京新百,8.73,14.27%,28.20%,-115999999.99999999
240,603633,徕木股份,10.99,14.24%,32.09%,60885500.0
241,300379,*ST东通,6.02,14.23%,46.56%,-4138700.0
242,688292,浩瀚深度,24.78,14.09%,28.25%,-546600.0
243,600839,四川长虹,11.93,14.05%,66.03%,-898000000.0
244,603366,日出东方,10.89,14.03%,39.89%,123000000.0
245,688361,中科飞测,99.1,13.99%,16.69%,138000000.0
246,603928,兴业股份,18.18,13.98%,45.93%,-187000000.0
247,300813,泰林生物,27.05,13.94%,31.56%,16672100.0
248,300394,天孚通信,122.9,13.93%,28.17%,304000000.0
249,605318,法狮龙,33.49,13.91%,12.99%,27329400.0
250,300287,飞利信,6.48,13.88%,70.64%,13288000.0
251,300991,创益通,38.0,13.84%,53.98%,84105000.0
252,2640,跨境通,5.93,13.82%,101.19%,558000000.0
253,988,华工科技,58.63,13.80%,31.80%,1385000000.0
254,600703,三安光电,14.69,13.79%,21.58%,625000000.0
255,2109,兴化股份,3.97,13.75%,14.13%,43145800.0
256,301095,广立微,94.76,13.72%,41.77%,443000000.0
257,600660,福耀玻璃,63.17,13.62%,11.09%,369000000.0
258,2134,天津普林,26.0,13.54%,44.04%,-14342600.0
259,600360,*ST华微,9.73,13.54%,19.75%,-123000000.0
260,688610,埃科光电,56.88,13.53%,15.97%,48356000.0
261,300913,兆龙互连,58.65,13.51%,44.89%,191000000.0
262,818,航锦科技,26.39,13.51%,37.50%,-110000000.00000001
263,603124,江南新材,76.1,13.48%,141.12%,-148000000.0
264,300542,新晨科技,23.99,13.48%,62.89%,-576000000.0
265,300740,水羊股份,20.52,13.43%,42.86%,68003600.0
266,688233,神工股份,39.82,13.38%,22.12%,-11664700.0
267,300157,新锦动力,5.61,13.33%,74.01%,18082200.0
268,688111,金山办公,329.36,13.30%,9.20%,1244000000.0
269,2987,京北方,27.2,13.29%,68.92%,-237000000.0
270,2568,百润股份,28.27,13.26%,11.27%,-8656500.0
271,831,中国稀土,47.48,13.26%,46.71%,2082000000.0
272,600510,黑牡丹,7.52,13.25%,19.07%,-35992400.0
273,688981,中芯国际,103.97,13.21%,25.68%,3965000000.0
274,2645,华宏科技,16.89,13.20%,96.64%,-480999999.99999994
275,300442,润泽科技,59.33,13.18%,11.69%,488000000.0
276,887,中鼎股份,22.15,13.18%,43.94%,-486000000.00000006
277,688018,乐鑫科技,185.99,13.15%,18.68%,138000000.0
278,600671,天目药业,18.0,13.14%,48.77%,-95555700.0
279,603332,苏州龙杰,16.08,13.08%,54.31%,37096100.0
280,1223,欧克科技,53.45,12.98%,65.03%,-4440700.0
281,2066,瑞泰科技,13.93,12.98%,34.76%,-107000000.0
282,688409,富创精密,67.14,12.97%,23.26%,41414500.0
283,600990,四创电子,32.74,12.97%,49.39%,-37833100.0
284,605100,华丰股份,23.38,12.95%,44.68%,-112999999.99999999
285,600696,*ST岩石,6.72,12.94%,12.12%,-17394500.0
286,300413,芒果超媒,25.53,12.91%,30.07%,-90107300.0
287,603608,天创时尚,8.14,12.90%,41.36%,-66619500.0
288,603758,秦安股份,15.67,12.90%,26.59%,-30093700.0
289,2023,海特高新,12.65,12.85%,54.97%,-187000000.0
290,688081,兴图新科,26.9,12.84%,30.09%,-3211900.0
291,688147,微导纳米,38.92,12.81%,57.83%,-77243300.0
292,688079,美迪凯,13.66,12.80%,19.13%,18095400.0
293,603236,移远通信,97.21,12.77%,27.83%,19555000.0
294,600702,舍得酒业,60.91,12.75%,37.19%,324000000.0
295,300352,北信源,7.26,12.73%,119.33%,-838000000.0000001
296,600346,恒力石化,17.1,12.72%,3.79%,241000000.0
297,600722,金牛化工,6.83,12.71%,53.58%,65000900.0
298,300174,元力股份,17.85,12.69%,46.54%,238000000.0
299,600400,红豆股份,2.49,12.67%,34.00%,-123000000.0
300,301387,光大同创,47.09,12.63%,56.56%,-20109600.0
301,300057,万顺新材,6.51,12.63%,52.16%,144000000.0
302,688051,佳华科技,39.37,12.61%,15.26%,-25645600.0
303,300456,赛微电子,24.15,12.59%,87.93%,-364000000.0
304,300846,首都在线,23.98,12.58%,88.27%,358000000.0
305,301093,华兰股份,32.8,12.56%,41.99%,36091400.0
306,2145,中核钛白,4.84,12.56%,21.02%,23358200.0
307,688063,派能科技,51.94,12.55%,19.90%,190000000.0
308,2842,翔鹭钨业,11.03,12.55%,80.61%,121000000.0
309,605288,凯迪股份,65.05,12.52%,16.11%,-43898100.00000001
310,601231,环旭电子,18.97,12.51%,9.35%,126000000.0
311,34,神州数码,47.42,12.50%,58.95%,175000000.0
312,603019,中科曙光,82.83,12.48%,30.20%,792000000.0
313,2798,帝欧家居,7.12,12.48%,41.52%,-2275600.0
314,600218,全柴动力,10.2,12.46%,40.70%,-206999999.99999997
315,688772,珠海冠宇,18.33,12.45%,15.75%,175000000.0
316,688116,天奈科技,48.95,12.45%,26.80%,243000000.00000003
317,600410,华胜天成,21.14,12.45%,166.49%,-244000000.0
318,605338,巴比食品,22.35,12.42%,14.71%,18461400.0
319,600536,中国软件,55.0,12.38%,33.44%,1040000000.0
320,600588,用友网络,17.17,12.37%,16.71%,587000000.0
321,300211,*ST亿通,10.0,12.36%,28.02%,-40860200.0
322,2725,跃岭股份,15.46,12.35%,93.87%,-92222700.0
323,2692,远程股份,5.64,12.35%,16.62%,43022100.0
324,2664,信质集团,26.66,12.35%,38.12%,-142000000.0
325,605003,众望布艺,24.74,12.30%,19.16%,-45985100.0
326,300054,鼎龙股份,32.51,12.30%,22.63%,245000000.00000003
327,301589,诺瓦星云,174.84,12.29%,18.86%,75899600.0
328,300669,沪宁股份,36.8,12.26%,7.29%,-9234400.0
329,2180,纳思达,26.55,12.26%,8.62%,382000000.0
330,688552,航天南湖,43.45,12.24%,57.32%,85256100.0
331,300536,农尚环境,11.0,12.24%,43.18%,-98194100.0
332,603322,超讯通信,41.86,12.23%,41.08%,196000000.0
333,301363,美好医疗,23.25,12.21%,84.21%,108000000.0
334,300927,江天化学,31.07,12.21%,38.45%,41072500.0
335,300716,ST泉为,9.19,12.21%,16.76%,-208800.0
336,688478,晶升股份,40.83,12.20%,28.24%,-74212100.0
337,938,紫光股份,28.5,12.20%,25.88%,775000000.0
338,688590,新致软件,25.71,12.17%,41.07%,145000000.0
339,603383,顶点软件,48.3,12.17%,36.24%,86791299.99999999
340,300766,每日互动,49.1,12.15%,115.96%,-254000000.0
341,300701,森霸传感,12.55,12.15%,71.51%,-341000000.0
342,2046,国机精工,34.11,12.13%,69.45%,-771000000.0
343,300269,联建光电,5.83,12.12%,59.03%,46228700.0
344,603499,翔港科技,20.28,12.11%,23.78%,56727000.0
345,2371,北方华创,383.4,12.10%,8.28%,918000000.0
346,603722,阿科力,52.57,12.09%,24.54%,27682600.000000004
347,300604,长川科技,51.15,12.07%,40.98%,270000000.0
348,300133,华策影视,8.68,12.00%,71.12%,-132000000.0
349,300489,光智科技,47.42,11.95%,32.92%,-88616299.99999999
350,2815,崇达技术,15.36,11.95%,91.85%,-126000000.0
351,603118,共进股份,13.04,11.93%,64.38%,-426999999.99999994
352,301236,软通动力,61.39,11.92%,45.81%,958000000.0
353,600835,上海机电,30.17,11.91%,28.63%,-503000000.0
354,2445,中南文化,2.63,11.91%,42.53%,-155000000.0
355,670,盈方微,9.02,11.91%,84.83%,-119000000.0
356,600797,浙大网新,11.95,11.89%,67.66%,-204000000.0
357,600058,五矿发展,9.22,11.89%,6.05%,-64088200.0
358,603822,嘉澳环保,66.85,11.85%,21.86%,148000000.0
359,301161,唯万密封,43.26,11.84%,103.47%,26767800.000000004
360,2261,拓维信息,36.09,11.84%,88.61%,1843000000.0
361,300757,罗博特科,225.3,11.82%,33.28%,237000000.0
362,600980,北矿科技,25.53,11.78%,69.06%,-223000000.0
363,603227,雪峰科技,9.79,11.76%,20.30%,104000000.0
364,301357,北方长龙,165.95,11.70%,196.94%,88979000.0
365,600654,中安科,3.73,11.68%,35.31%,-27223800.0
366,600226,亨通股份,3.25,11.68%,28.08%,142000000.0
367,596,古井贡酒,164.33,11.60%,6.86%,113999999.99999999
368,300503,昊志机电,27.95,11.58%,60.31%,-20360900.0
369,2397,梦洁股份,3.96,11.55%,45.03%,-204999999.99999997
370,603330,天洋新材,8.02,11.54%,21.87%,26752399.999999996
371,600979,广安爱众,5.53,11.49%,23.45%,151000000.0
372,603296,华勤技术,95.22,11.49%,14.10%,-95731500.0
373,688566,吉贝尔,36.45,11.47%,14.63%,63168600.0
374,600673,东阳光,18.98,11.45%,18.45%,-273000000.0
375,603215,比依股份,21.15,11.43%,41.13%,5033800.0
376,300638,广和通,31.58,11.43%,46.34%,418000000.0
377,300241,瑞丰光电,6.63,11.43%,50.83%,130000000.0
378,688200,华峰测控,159.98,11.41%,8.41%,40530000.0
379,300705,九典制药,19.65,11.39%,53.22%,183000000.0
380,688045,必易微,42.95,11.33%,47.39%,2306600.0
381,300426,华智数媒,10.73,11.31%,56.78%,-336000000.0
382,600480,凌云股份,14.31,11.28%,27.93%,-289000000.0
383,300892,品渥食品,36.64,11.27%,68.14%,68525000.0
384,301219,腾远钴业,67.45,11.25%,37.08%,318000000.0
385,300845,捷安高科,13.46,11.24%,70.04%,-13687100.0
386,300904,威力传动,65.28,11.21%,71.39%,70138300.0
387,603009,北特科技,48.03,11.21%,24.90%,719300.0000000001
388,2718,友邦吊顶,19.66,11.20%,19.91%,623100.0
389,21,深科技,21.44,11.20%,34.20%,958000000.0
390,603041,美思德,14.21,11.19%,38.72%,23262700.0
391,300256,星星科技,4.58,11.17%,57.59%,197000000.0
392,600416,湘电股份,16.74,11.16%,27.96%,121000000.0
393,300666,江丰电子,82.03,11.15%,40.81%,166000000.0
394,300859,西域旅游,45.08,11.12%,57.34%,76417700.0
395,688012,中微公司,215.8,11.12%,12.93%,933000000.0
396,601579,会稽山,21.09,11.12%,30.09%,-49595500.0
397,688362,甬矽电子,40.0,11.11%,34.76%,70462000.0
398,2123,梦网科技,16.61,11.10%,67.44%,642000000.0
399,603316,诚邦股份,9.33,11.07%,46.12%,104000000.0
400,300278,华昌达,6.42,11.07%,33.70%,73145100.0
401,300902,国安达,32.38,11.04%,72.37%,-23548500.0
402,603848,好太太,24.68,11.02%,8.32%,-15492800.0
403,603496,恒为科技,31.95,11.01%,67.24%,275000000.0
404,2236,大华股份,18.66,11.01%,31.97%,397000000.0
405,2343,慈文传媒,8.78,11.00%,86.89%,-471000000.0
406,301151,冠龙节能,24.28,10.97%,166.30%,-63565100.0
407,600658,电子城,7.59,10.96%,85.50%,-188000000.0
408,603716,塞力医疗,31.52,10.95%,114.74%,-70705900.0
409,3022,联泓新科,20.49,10.88%,17.16%,-238000000.0
410,300735,光弘科技,30.99,10.88%,26.66%,274000000.0
411,603400,华之杰,67.0,10.87%,135.89%,-100000000.0
412,2620,ST瑞和,4.69,10.87%,19.58%,-21423900.0
413,2583,海能达,13.57,10.87%,65.79%,-469000000.00000006
414,691,*ST亚太,7.66,10.85%,25.70%,-22394000.0
415,301205,联特科技,108.41,10.83%,69.78%,152000000.0
416,301051,信濠光电,25.42,10.81%,30.85%,5190700.000000001
417,688286,敏芯股份,83.01,10.81%,23.07%,-32895200.0
418,688260,昀冢科技,30.58,10.80%,26.82%,-37017400.0
419,300631,久吾高科,34.97,10.80%,98.33%,102000000.0
420,601869,长飞光纤,58.98,10.78%,24.44%,-212000000.0
421,601798,蓝科高新,10.79,10.78%,61.37%,-46369000.0
422,605068,明新旭腾,23.38,10.75%,28.32%,-172000000.0
423,603395,红四方,37.52,10.74%,74.78%,86236400.0
424,603341,龙旗科技,45.46,10.74%,29.09%,-286000000.0
425,688371,菲沃泰,21.25,10.73%,9.96%,-28689200.0
426,688048,长光华芯,79.35,10.70%,41.09%,170000000.0
427,688609,九联科技,12.0,10.70%,33.75%,72377000.0
428,300548,长芯博创,101.77,10.68%,47.70%,39413000.0
429,301085,亚康股份,67.96,10.67%,52.85%,32243100.0
430,2475,立讯精密,42.7,10.65%,10.17%,2016000000.0
431,2456,欧菲光,13.2,10.65%,47.82%,1237000000.0
432,688107,安路科技,32.04,10.64%,10.50%,24604800.0
433,1221,悍高集团,53.41,10.60%,109.53%,-63160200.00000001
434,605033,美邦股份,23.25,10.56%,27.28%,-13948599.999999998
435,2322,理工能科,14.03,10.56%,13.66%,68849400.0
436,300830,金现代,14.15,10.55%,89.01%,-73986700.0
437,688188,柏楚电子,150.67,10.54%,4.77%,31564899.999999996
438,603501,豪威集团,136.83,10.54%,14.99%,1610000000.0000002
439,301007,德迈仕,46.35,10.52%,39.69%,-130000000.0
440,4,*ST国华,10.19,10.52%,25.69%,-17338700.0
441,600160,巨化股份,33.0,10.52%,10.55%,217000000.0
