信号日期,配比来源,市场状态,配比原因,boll权重(%),theme权重(%),relativity权重(%),cctv权重(%),cash权重(%),boll净收益率(%),theme净收益率(%),relativity净收益率(%),cctv净收益率(%),组合净收益率(%),组合资金(元),组合回撤(%)
20260413,手工默认配比,未启用自动,使用页面/参数输入的默认权重,40.0,25.0,20.0,10.0,5.0,0.0,0.0,1.342,0.0,0.268,100268.47,0.0
