股票代码,股票名称,综合分
600191,华资实业,86.92
603116,红蜻蜓,86.73
688191,智洋创新,85.87
603060,国检集团,85.84
301179,泽宇智能,85.39
605299,舒华体育,85.01
000716,黑芝麻,84.88
601222,林洋能源,84.71
600903,贵州燃气,84.48
605198,安德利,83.67
000972,中基健康,83.54
000782,恒申新材,83.42
001257,盛龙股份,82.85
301077,星华新材,82.7
000899,赣能股份,82.6
000688,国城矿业,81.92
300710,万隆光电,81.9
300187,永清环保,81.88
600537,*ST亿晶,81.86
001211,双枪科技,81.67
601566,九牧王,81.41
001203,大中矿业,80.8
603418,友升股份,80.52
600032,浙江新能,80.52
603093,南华期货,80.18
601728,中国电信,80.16
300203,聚光科技,79.85
603868,飞科电器,79.79
300067,安诺其,79.71
300166,东方国信,79.66
601456,国联民生,79.6
002442,龙星科技,79.51
603050,科林电气,79.4
603877,太平鸟,79.33
688618,三旺通信,79.13
002081,金 螳 螂,79.04
300286,安科瑞,78.98
002226,江南化工,78.94
300559,佳发教育,78.57
605099,共创草坪,78.52
