股票代码,股票名称,综合分
300223,北京君正,100.0
300820,英杰电气,98.95
600183,生益科技,98.95
603083,剑桥科技,98.95
688256,寒武纪,98.95
688260,昀冢科技,97.72
000021,深科技,92.4
002049,紫光国微,92.4
002106,莱宝高科,92.4
002185,华天科技,92.4
002409,雅克科技,92.4
300373,扬杰科技,92.4
300420,五洋自控,92.4
300976,达瑞电子,92.4
600206,有研新材,92.4
600520,三佳科技,92.4
600667,太极实业,92.4
603068,博通集成,92.4
688469,芯联集成,92.4
688535,华海诚科,92.4
000636,风华高科,85.85
000725,京东方Ａ,85.85
000733,振华科技,85.85
000960,锡业股份,85.85
001359,平安电工,85.85
002057,中钢天源,85.85
002137,实益达,85.85
002156,通富微电,85.85
002158,汉钟精机,85.85
002167,东方锆业,85.85
002241,歌尔股份,85.85
002436,兴森科技,85.85
002552,宝鼎科技,85.85
002851,麦格米特,85.85
300037,新宙邦,85.85
300327,中颖电子,85.85
300586,美联新材,85.85
300604,长川科技,85.85
300975,商络电子,85.85
301086,鸿富瀚,85.85
