股票代码,股票名称,综合分
603077,和邦生物,72.37
600853,龙建股份,70.72
605158,华达新材,70.68
000819,岳阳兴长,70.33
000417,合百集团,70.31
000727,冠捷科技,69.93
000717,中南股份,69.76
600221,海航控股,69.39
002233,塔牌集团,69.31
601677,明泰铝业,68.84
603035,常熟汽饰,68.37
600227,赤天化,68.37
000655,金岭矿业,68.29
600657,信达地产,68.0
000608,阳光股份,67.79
688548,广钢气体,67.78
002660,茂硕电源,67.59
603191,望变电气,67.41
601118,海南橡胶,67.04
301232,飞沃科技,66.99
002253,川大智胜,66.88
601618,中国中冶,66.65
002320,海峡股份,66.5
603505,XD金石资,66.28
603662,XD柯力传,65.91
603350,安乃达,65.87
688184,ST帕瓦,65.78
002006,精工科技,65.77
600298,安琪酵母,65.58
300968,格林精密,65.2
600626,XD申达股,65.17
688550,瑞联新材,65.12
605166,聚合顺,65.04
600809,山西汾酒,64.98
000636,风华高科,64.72
300063,天龙集团,64.64
002245,蔚蓝锂芯,64.61
002941,新疆交建,64.44
603126,中材节能,64.38
002324,普利特,64.35
