股票代码,股票名称,建议买入价
601600,中国铝业,10.16
603298,杭叉集团,24.09
601965,中国汽研,16.3
600219,南山铝业,4.24
603848,好太太,18.52
600754,锦江酒店,24.5
600801,华新建材,21.0
001205,盛航股份,16.66
600031,三一重工,19.89
002327,富安娜,6.75
600060,海信视像,23.85
601598,中国外运,5.93
603579,荣泰健康,22.66
600223,福瑞达,7.34
605183,确成股份,17.99
000915,华特达因,30.9
600196,复星医药,26.09
600007,中国国贸,18.59
