股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.601083,锦江航运,12.29,11.53,14.18,12.1,360854830.0,1.83,7.53,5.18,0.987,1,物流,63.21
sh.600577,精达股份,26.24,25.33,0.92,1.34,523933929.0,0.83,2.18,3.05,0.986,0,,22.49
