num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,stop_mode,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
12,100000.0,99086.69,-0.91,-0.91,33.3,-2.39,2.23,-4.7,0.24,-2.09,"CVAmt60,DistLo10,DistLo60,PVCorr60,Skew20,Skew60,VRatio10_60,VRatio20_120,Vol20",forward,20260610,20260923,2026-06-10,2026-06-10,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.3+ddbreak21,0.53,21,0.3,70.0,"dal_boll(2.5σ,[4%,12%])",1,15,2026-06-10,2026-06-22,6.55,1.97,-2.88
