num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,stop_mode,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
9,100000.0,99692.06,-0.31,-0.95,33.3,-0.08,5.23,-2.73,0.96,-0.38,"CVAmt60,PVCorr60,Skew20,Skew60,VRatio10_60",forward,20260910,20260923,2026-09-10,2026-09-10,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.8,0.35,0,0.8,20.0,"dal_boll(2.5σ,[4%,12%])",1,10,2026-09-10,2026-09-22,-0.08,-0.07,-0.24
