股票代码,股票名称,综合分
601136,首创证券,77.7
001230,劲旅环境,77.45
002738,中矿资源,77.43
003011,海象新材,77.3
002605,姚记科技,76.96
688279,峰岹科技,76.9
000541,佛山照明,76.87
000063,中兴通讯,76.64
000885,城发环境,76.63
002927,泰永长征,76.45
301221,光庭信息,76.23
002044,美年健康,76.18
603077,和邦生物,76.02
000919,金陵药业,75.93
600864,哈投股份,75.93
300452,山河药辅,75.8
301207,华兰疫苗,75.67
000429,粤高速Ａ,75.64
688057,金达莱,75.55
600184,光电股份,75.48
300900,广联航空,75.33
002997,瑞鹄模具,75.33
605005,合兴股份,75.28
601988,中国银行,75.18
301581,黄山谷捷,75.18
605218,伟时电子,74.7
002399,海普瑞,74.51
000963,华东医药,74.5
603858,步长制药,74.34
603993,洛阳钼业,74.13
600390,五矿资本,73.97
605008,长鸿高科,73.95
300444,双杰电气,73.84
002020,京新药业,73.78
600572,康恩贝,73.65
600739,辽宁成大,73.62
688213,思特威,73.61
605090,九丰能源,73.58
300657,弘信电子,73.53
605060,联德股份,73.23
