股票代码,股票名称,综合分
000597,东北制药,76.41
603233,大参林,76.33
002448,中原内配,76.32
002970,锐明技术,76.18
605228,神通科技,76.15
000050,深天马Ａ,76.09
000983,山西焦煤,76.04
002350,北京科锐,75.98
002758,浙农股份,75.93
601216,君正集团,75.88
002895,川恒股份,75.85
603375,盛景微,75.74
600861,北京人力,75.64
603299,苏盐井神,75.63
688636,智明达,75.62
603259,药明康德,75.53
603418,友升股份,75.5
688286,敏芯股份,75.43
000650,仁和药业,75.16
605116,奥锐特,75.09
600023,浙能电力,75.08
001238,浙江正特,75.01
688469,芯联集成,74.91
002193,ST如意,74.8
301369,联动科技,74.71
601112,振石股份,74.54
601117,中国化学,74.53
600987,航民股份,74.24
600971,恒源煤电,74.23
600905,三峡能源,74.22
002557,洽洽食品,74.2
603315,福鞍股份,74.18
300105,龙源技术,74.01
002303,美盈森,74.01
000036,华联控股,73.94
301237,和顺科技,73.89
002957,科瑞技术,73.83
603939,益丰药房,73.57
000713,国投丰乐,73.57
603876,鼎胜新材,73.42
