板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
一带一路,1,14,0,0,7,14.0,16.0,NEW
物流,4,5,0,1,8,6.6,14.6,+12.6
煤炭,2,5,0,1,5,6.6,10.6,NEW
汽车,1,3,0,1,5,3.8,5.8,NEW
食品,1,2,0,0,0,2.8,4.8,NEW
军工,1,0,0,0,0,0.0,2.0,NEW
