code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600666,2026-04-13,2026-04-14,6.016,6.474,100,7.6,take_partial
000586,2026-04-13,2026-04-14,20.37,23.167,100,13.73,take_partial_final
002491,2026-04-13,2026-04-14,14.194,15.075,100,6.2,take_partial_final
002580,2026-04-13,2026-04-14,19.429,22.907,100,17.9,take_partial_final
603115,2026-04-13,2026-04-14,40.34,43.836,100,8.67,take_partial_final
002636,2026-04-13,2026-04-14,35.956,38.651,100,7.5,take_partial_final
601857,2026-04-13,2026-04-15,11.822,11.429,100,-3.33,trend_break
600666,2026-04-13,2026-04-16,6.016,6.843,200,13.75,take_partial_final
600105,2026-04-13,2026-04-16,37.898,39.421,100,4.02,take_partial_final
002655,2026-04-13,2026-04-16,21.131,22.727,100,7.55,take_partial_final
600791,2026-04-13,2026-04-22,12.543,13.117,100,4.58,take_partial_final
601872,2026-04-13,2026-04-23,18.428,17.233,100,-6.49,trend_break
605162,2026-04-13,2026-04-27,13.253,11.254,100,-15.08,stop_hard
002082,2026-04-13,2026-04-27,29.82,29.77,100,-0.17,max_hold
