股票代码,股票名称,综合分
600987,航民股份,100.0
000088,盐 田 港,89.09
000950,重药控股,89.09
002032,苏 泊 尔,89.09
002327,富安娜,89.09
600448,华纺股份,89.09
601000,唐山港,89.09
601288,农业银行,89.09
601330,绿色动力,89.09
601366,利群股份,89.09
601996,丰林集团,89.09
603301,振德医疗,89.09
605255,天普股份,83.62
000028,国药一致,72.68
002586,ST围海,72.68
002589,瑞康医药,72.68
300125,*ST聆达,72.68
600028,中国石化,72.68
600035,楚天高速,72.68
600269,赣粤高速,72.68
600461,洪城环境,72.68
600738,丽尚国潮,72.68
600749,西藏旅游,72.68
600753,ST海钦,72.68
600905,三峡能源,72.68
601006,大秦铁路,72.68
601158,重庆水务,72.68
601298,青岛港,72.68
601518,吉林高速,72.68
601939,建设银行,72.68
603180,金牌家居,72.68
603195,公牛集团,72.68
603365,水星家纺,72.68
000338,潍柴动力,56.26
000507,珠海港,56.26
000570,苏常柴Ａ,56.26
000615,*ST美谷,56.26
000755,山西高速,56.26
000895,双汇发展,56.26
000900,现代投资,56.26
