股票代码,股票名称,综合分
002593,日上集团,78.81
002863,今飞凯达,76.29
601279,英利汽车,76.07
002384,东山精密,75.9
601618,中国中冶,75.86
000557,西部创业,75.83
300350,华鹏飞,75.75
601326,秦港股份,74.98
300797,钢研纳克,74.87
688048,长光华芯,74.72
300413,芒果超媒,74.69
600802,福建水泥,74.66
002172,澳洋健康,74.62
000633,合金投资,74.49
600919,江苏银行,74.33
002369,卓翼科技,74.08
002343,慈文传媒,74.03
001222,源飞宠物,73.99
603168,莎普爱思,73.94
002247,聚力文化,73.85
003016,欣贺股份,73.62
003003,天元股份,73.62
002398,垒知集团,73.6
600138,中青旅,73.32
001965,招商公路,73.3
601288,农业银行,73.26
002732,燕塘乳业,73.24
600787,中储股份,73.23
000590,古汉医药,73.18
301355,南王科技,73.14
300112,万讯自控,73.09
000985,大庆华科,73.05
300425,中建环能,72.98
000637,茂化实华,72.97
000761,本钢板材,72.92
600305,恒顺醋业,72.9
002330,得利斯,72.88
000607,华媒控股,72.85
002622,皓宸医疗,72.84
600774,汉商集团,72.74
