股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
300214,日科化学,14.23,71.06,98.47,59.71,29.22,0.0
300534,陇神戎发,13.42,61.17,85.36,43.99,29.44,-4.14
002141,贤丰控股,5.73,34.91,10.62,51.59,33.96,-11.85
300795,米奥会展,13.28,34.89,56.24,19.21,5.44,-10.87
300592,华凯易佰,18.78,22.93,8.18,31.24,34.29,-4.13
601678,滨化股份,7.06,21.5,9.12,40.64,2.2,-9.95
002900,哈三联,12.54,21.22,31.03,8.2,4.49,0.0
300039,上海凯宝,5.83,21.15,33.11,1.57,8.12,-2.02
688105,诺唯赞,18.9,15.98,6.48,23.93,20.7,-5.26
