num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,signals_days,codes_count,start,end
7,100000.0,100101.0,0.1,-0.26,71.4,1.34,4.47,-6.5,1.72,0.48,"boll,cctv",forward,20251128,20260811,2025-11-28,2025-11-28,10,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.30000000000000004,0.19,0,0.3,70.0,1,7,2025-11-28,2025-12-08
