code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600642,2026-07-20,2026-07-21,8.348,8.701,100,4.23,take_partial
600629,2026-07-20,2026-07-21,12.472,12.288,100,-1.48,trend_break
600642,2026-07-20,2026-07-21,8.348,8.701,100,4.23,trend_break
002396,2026-07-20,2026-07-21,30.03,31.578,100,5.16,take_partial_final
001872,2026-07-20,2026-07-22,21.872,22.907,100,4.73,take_partial_final
601288,2026-07-20,2026-07-22,6.356,6.513,600,2.47,take_band
000779,2026-07-20,2026-07-23,12.012,8.022,200,-33.22,stop_hard
600329,2026-07-20,2026-07-24,37.968,36.573,100,-3.67,trend_break
001395,2026-07-20,2026-07-24,32.532,27.625,100,-15.09,stop_hard
002027,2026-07-20,2026-07-28,4.945,5.285,200,6.87,take_partial
600000,2026-07-20,2026-07-29,8.859,9.271,100,4.65,take_partial
002027,2026-07-20,2026-07-29,4.945,5.405,600,9.3,take_partial_final
600000,2026-07-20,2026-07-30,8.859,9.7,100,9.5,take_partial_final
600566,2026-07-20,2026-08-03,26.426,26.823,100,1.5,max_hold
