code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
603990,2026-08-14,2026-08-17,21.662,23.307,100,7.59,take_partial_final
603580,2026-08-14,2026-08-17,53.083,58.142,100,9.53,take_partial_final
600598,2026-08-14,2026-08-18,11.992,13.447,100,12.13,take_partial
600598,2026-08-14,2026-08-18,11.992,13.447,100,12.13,take_band
300850,2026-08-14,2026-08-18,28.508,26.404,100,-7.38,trend_break
300427,2026-08-14,2026-08-19,6.977,6.384,100,-8.5,trend_break
000820,2026-08-14,2026-08-26,3.724,3.686,2500,-1.0,max_hold
000895,2026-08-14,2026-08-26,24.585,25.045,100,1.87,max_hold
300290,2026-08-14,2026-08-26,6.096,6.024,400,-1.18,max_hold
600123,2026-08-14,2026-08-26,7.207,7.243,100,0.49,max_hold
