股票代码,股票名称,综合分
000006,深振业Ａ,58.64
000066,中国长城,58.64
000628,高新发展,58.64
000727,冠捷科技,58.64
001267,汇绿生态,58.64
001270,铖昌科技,58.64
001287,中电港,58.64
002077,大港股份,58.64
002126,银轮股份,58.64
002137,实益达,58.64
002176,江特电机,58.64
002213,大为股份,58.64
002270,华明装备,58.64
002290,禾盛新材,58.64
002324,普利特,58.64
002402,和而泰,58.64
002456,欧菲光,58.64
002654,万润科技,58.64
002667,*ST威领,58.64
002695,煌上煌,58.64
002730,电光科技,58.64
002759,ST天际,58.64
002806,华锋股份,58.64
002830,名雕股份,58.64
002843,泰嘉股份,58.64
002903,宇环数控,58.64
002913,奥士康,58.64
002929,润建股份,58.64
002943,宇晶股份,58.64
002957,科瑞技术,58.64
002967,广电计量,58.64
002985,北摩高科,58.64
002993,奥海科技,58.64
003031,中瓷电子,58.64
300008,天海防务,58.64
300045,华力创通,58.64
300101,振芯科技,58.64
300137,先河环保,58.64
300187,永清环保,58.64
300378,鼎捷数智,58.64
