num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,sharpe,strategies,relativity_active,date,codes_count,start,end
23,100000.0,99900.93,-0.1,-5.53,30.4,-0.15,0.06,"boll,relativity,theme",True,20260710,15,2026-04-11,2026-07-10
