code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
688218,2026-08-26,2026-08-27,41.501,41.848,100,0.84,trend_break
605289,2026-08-26,2026-08-27,107.577,107.392,100,-0.17,trend_break
603580,2026-08-26,2026-08-27,73.784,80.439,100,9.02,take_partial_final
300290,2026-08-26,2026-08-27,6.026,6.084,1200,0.96,trend_break
688636,2026-08-26,2026-08-27,19.98,20.3,300,1.6,trend_break
001286,2026-08-26,2026-08-27,9.409,9.6,900,2.03,trend_break
002820,2026-08-26,2026-08-28,9.65,10.16,200,5.29,take_partial
603958,2026-08-26,2026-08-31,22.843,20.082,300,-12.09,stop_hard
002820,2026-08-26,2026-08-31,9.65,10.21,600,5.8,take_partial_final
000524,2026-08-26,2026-09-01,10.01,10.499,100,4.89,take_partial
000524,2026-08-26,2026-09-02,10.01,10.529,100,5.19,take_partial_final
600901,2026-08-26,2026-09-03,6.587,6.803,1300,3.29,take_band
