code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
300061,2026-09-07,2026-09-08,6.537,6.823,200,4.39,take_partial
600023,2026-09-07,2026-09-08,4.895,4.925,1200,0.62,trend_break
600776,2026-09-07,2026-09-08,13.103,13.317,400,1.63,take_band
300061,2026-09-07,2026-09-08,6.537,6.823,700,4.39,take_band
001286,2026-09-07,2026-09-08,9.59,9.52,600,-0.72,trend_break
000513,2026-09-07,2026-09-08,26.907,27.193,200,1.06,trend_break
600930,2026-09-07,2026-09-08,3.904,3.956,1900,1.34,trend_break
300458,2026-09-07,2026-09-08,32.132,30.759,200,-4.27,trend_break
300998,2026-09-07,2026-09-09,30.05,31.309,100,4.19,take_partial
000524,2026-09-07,2026-09-10,10.2,9.749,600,-4.43,stop_hard
300998,2026-09-07,2026-09-10,30.05,31.239,100,3.96,take_partial_final
000027,2026-09-07,2026-09-10,6.326,6.434,1000,1.7,take_band
600919,2026-09-07,2026-09-10,12.292,12.607,100,2.56,take_band
601997,2026-09-07,2026-09-11,5.636,5.614,1000,-0.38,trend_break
