股票代码,股票名称,综合分
000016,*ST康佳A,59.77
000582,北部湾港,59.77
000595,新能股份,59.77
000610,*ST西旅,59.77
000615,*ST美谷,59.77
000631,顺发恒能,59.77
000632,ST三木,59.77
000711,ST京蓝,59.77
000821,ST京机,59.77
000911,*ST广糖,59.77
001211,双枪科技,59.77
002005,德豪润达,59.77
002097,山河智能,59.77
002122,ST汇洲,59.77
002124,天邦食品,59.77
002193,ST如意,59.77
002198,ST嘉应,59.77
002207,*ST准油,59.77
002360,ST同德,59.77
002443,金洲管道,59.77
002467,二六三,59.77
002510,天汽模,59.77
002512,ST达华,59.77
002514,*ST宝馨,59.77
002547,*ST春兴,59.77
002620,*ST瑞和,59.77
002640,跨境通,59.77
002656,*ST摩登,59.77
002667,*ST威领,59.77
002689,ST远智,59.77
002691,*ST冀凯,59.77
002694,*ST顾地,59.77
002700,万憬能源,59.77
002719,ST麦趣,59.77
002789,*ST建艺,59.77
002856,*ST美芝,59.77
002890,弘宇股份,59.77
002898,赛隆退,59.77
002946,新乳业,59.77
002977,*ST天箭,59.77
