股票代码,股票名称,综合分
301050,雷电微力,100.0
603167,渤海轮渡,100.0
603279,景津装备,100.0
002867,周大生,100.0
605305,中际联合,100.0
603004,鼎龙科技,100.0
603187,海容冷链,100.0
000729,燕京啤酒,100.0
603131,上海沪工,100.0
300772,运达股份,99.84
603288,海天味业,99.33
002935,天奥电子,99.23
600285,羚锐制药,99.05
688093,世华科技,98.98
301656,联合动力,98.6
000899,赣能股份,98.24
603092,德力佳,97.97
688032,禾迈股份,97.73
000423,东阿阿胶,97.44
600258,首旅酒店,97.35
601567,三星电气,96.89
002565,顺灏股份,96.63
300422,博世科,96.28
001332,锡装股份,96.19
300274,阳光电源,95.85
688218,江苏北人,95.81
002701,奥瑞金,95.8
002981,朝阳科技,95.64
603885,吉祥航空,95.33
601997,贵阳银行,95.28
300376,易事特,94.76
603698,航天工程,94.55
001286,陕西能源,94.33
600089,特变电工,94.29
601801,皖新传媒,94.17
688100,威胜信息,94.01
600276,恒瑞医药,93.54
000404,长虹华意,93.5
605266,健之佳,93.48
300036,超图软件,93.44
